"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.999122154432949
"hdp.2","SBS2",0.996235758778904
"hdp.3","SBS13",0.999699318420721
"hdp.4","SBS5",0.997904523332723
"hdp.5","SBS17a",0.997061629580564
"hdp.6","SBS17b",0.997880990884235
"hdp.7","SBS40",0.997378041990759
"hdp.8","SBS28",0.989861004409238
"hdp.10","SBS9",0.995248286409502
"hdp.11","SBS36",0.996614371105829
"hdp.12","SBS7d",0.998513287968082
"hdp.13","SBS22",0.990669243590214
"hdp.15","SBS3",0.989377633401433
"hdp.16","SBS29",0.984121205730999
"hdp.17","SBS44",0.99597483853844
"hdp.18","SBS26",0.989265997016013
"hdp.19","SBS12",0.996670736733143
"hdp.20","SBS18",0.995308638042851
"hdp.21","SBS7c",0.998111645897957
"hdp.22","SBS4",0.993001071745063
"hdp.23","SBS8",0.989547157043875
"hdp.24","SBS37",0.995427689343091
"hdp.25","SBS34",0.988581627517786
"hdp.26","SBS41",0.989638946472645
"hdp.28","SBS7b",0.987609458108885
