"ex.sig","gt.sig","sim"
"SBS96B","SBS40",0.906472564862836
"SBS96C","SBS3",0.93160232953942
"SBS96D","SBS4",0.986897136004376
"SBS96E","SBS7a",0.934305804055519
"SBS96F","SBS1",0.999614645607553
"SBS96G","SBS2",0.998123862311309
"SBS96H","SBS17b",0.999519367303087
"SBS96I","SBS7b",0.981825803584809
"SBS96J","SBS18",0.987590073286605
"SBS96K","SBS44",0.993675288475894
"SBS96L","SBS13",0.998673778099495
"SBS96M","SBS17a",0.999663303446241
"SBS96N","SBS7c",0.995392211140705
"SBS96O","SBS22",0.939412404670994
"SBS96P","SBS7d",0.967229559254549
"SBS96Q","SBS28",0.936633285515552
