Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (False Positive) (ID5 0.779),ID83D (ID8 0.991),ID83E (ID13 0.96),ID83F (ID3 0.979),ID83G (ID6 0.999),ID83H (ID9 0.994),ID83I (ID4 0.989),ID83J (ID14 0.985)
INS,T,1,0,0.00096124,0.00214686,0.00261537,0.00421476,0.02066937,0.01677298,0.00626919,0.01430797,0.00486663,0.03872134
INS,T,1,1,0,3e-08,0.00765624,0.00447303,0.01326241,0.06620953,0.00029178,0.00396089,0.00022649,0.00296886
INS,T,1,2,0.00040002,1.06e-06,0.02651316,0.00068875,0.02007417,0.05622704,0,0.00035623,2.419e-05,0.00141117
INS,T,1,3,0.00080384,0.00333747,0.02202354,0.00147455,0.0191227,0.03196757,2.466e-05,0.00026639,0.00040803,0.00028421
INS,T,1,4,0.00276472,0.01385794,0.02696583,0.00400639,0.01379202,0.0085493,0.00042765,0.0018757,0.00110889,0.00513034
INS,T,1,5+,0.00215527,0.91994038,0.03781281,0.02576493,0.0045026,0.00210824,0.00691601,0.00370687,0.00190678,0.16692058
DEL,repeats,2,0,1.848e-05,0.00014184,0.01350368,0.00750144,0.02675376,0.00871877,0.00023903,0.0124415,0.09218022,0.00071975
DEL,repeats,2,1,0.00264365,0.0001036,0.01577911,0.00734717,0.01069967,0.01183131,0.00042433,0.00076801,0.19717893,0.00620512
DEL,repeats,2,2,0.00156115,0.0004046,0.00323027,0.00018736,0.0021384,0.01310501,0.00149889,0.00012557,0.04559325,0.00217739
DEL,repeats,2,3,0.00093265,0.00016212,0.00028709,2.034e-05,1.4e-07,0.00605616,0.00033608,6.46e-05,0.01029892,0.00014053
DEL,repeats,2,4,0.00087318,3.87e-06,0.00098038,0.00021413,0.00020403,0.00319345,0.00010413,0.00021456,0.00330278,0.00030035
DEL,repeats,2,5+,0,1e-08,0.01354952,0.00040063,0.02026484,0.0008749,1e-08,4.911e-05,0.00114833,0
DEL,repeats,3,0,9.31e-06,1.763e-05,0.01223772,0.01333855,0.0141089,0.00157209,0.00107557,0.00124701,0.00485569,0.00144308
DEL,repeats,3,1,0.00356967,0.00353292,0.01483032,0.00198808,0.00049011,1.215e-05,0.00380222,0.00110391,0.10380002,0.00454353
DEL,repeats,3,2,0.00182517,0.00051645,0.00329726,0.00040045,0.0005127,2.15e-06,0.00049719,0.00046677,0.01398668,0.00144784
DEL,repeats,3,3,0.00040487,0.0002327,0.00173128,0.0004565,0.00021633,5.414e-05,0.00011302,0.00020817,0.00369412,0.00032988
DEL,repeats,3,4,0,1e-08,0.00402147,8.828e-05,0.00458804,4.038e-05,2.7e-07,8.12e-06,0.00049857,5.01e-06
DEL,repeats,3,5+,0,1e-08,0.0057328,0.00013998,0.00717921,0.0004421,3.9e-05,2.251e-05,0.00037286,2.878e-05
DEL,repeats,4,0,2.54e-06,4.081e-05,0.00655486,0.00689637,0.01088965,0.00031526,0.00250969,0.00039765,0.00600887,0.00022404
DEL,repeats,4,1,0.00161837,0.0004103,0.00398477,0.00080449,0.00010597,0.00098879,0.00241207,0.00254734,0.05630048,0.00031992
DEL,repeats,4,2,0.00045597,0,0.0001786,0,1.465e-05,0,0.00050748,4.568e-05,0.01092243,0.0004001
DEL,repeats,4,3,0,0,0.00228761,5.704e-05,0.00321194,8.983e-05,0.0001124,3.66e-06,0.00374794,1.462e-05
DEL,repeats,4,4,0,3e-08,0.00309138,0.00016741,0.00396278,0.00021551,1.474e-05,8.74e-06,0.00015761,0
DEL,repeats,4,5+,0.00013954,2.114e-05,0.00153941,5.442e-05,0.00107161,8.104e-05,8.366e-05,1.61e-06,0.00066197,4.134e-05
DEL,repeats,5+,0,0,0,0.00524838,0.27972106,0.0222444,0.00132177,0.02149531,0.00022985,0.00236773,0.00079058
DEL,repeats,5+,1,0.00321417,0,0.00050101,6.466e-05,0.00049269,0,0.00733893,0.00023634,0.0124662,0.00031299
DEL,repeats,5+,2,0.00037908,7.669e-05,0.00063438,0.00034406,0.0002614,1.868e-05,0.00040926,5.507e-05,0.00285895,1.378e-05
DEL,repeats,5+,3,0.00010417,7.49e-06,0.00046818,3.13e-05,9.658e-05,2.122e-05,0.00016774,0.00011426,0.00096131,5.748e-05
DEL,repeats,5+,4,7.574e-05,8.5e-07,0.00024716,2.466e-05,3.342e-05,3.332e-05,7.332e-05,6.741e-05,0.00011298,1.242e-05
DEL,repeats,5+,5+,3.959e-05,1.114e-05,0.00044378,1.339e-05,0.00062751,2.8e-06,0,4.585e-05,0.00011669,4.038e-05
INS,repeats,2,0,0.00019653,0.00053337,0.00421197,0.00191238,0.00957397,0.00219498,0.00195858,0.00089128,0.00098395,0.02573445
INS,repeats,2,1,0.00022139,9.76e-06,0.01602792,0.00145368,0.01384742,0.00317378,0.00011038,0.00103682,0.0003659,1.841e-05
INS,repeats,2,2,0.00090433,0.00017827,0.00732107,0.00054739,0.00501424,0.00136115,0.00039257,0.0003286,2.91e-05,0.00115732
INS,repeats,2,3,0.00038996,0.00041485,0.00184309,0.00044246,0.00110298,0.00087228,0.00036005,0.00041559,0.00029421,0.00095716
INS,repeats,2,4,0.00185096,0.00233717,0.00494276,0.00077876,0.0001712,0.00022211,5.192e-05,7.001e-05,0.00019752,0.00362536
INS,repeats,2,5+,0.0132084,0.01382744,0.04666895,0.00773022,0.00163839,7.91e-06,1.975e-05,0.00010209,0.00129659,0.00019756
INS,repeats,3,0,2.002e-05,3.634e-05,0.00350812,0.0003824,0.00276989,0.00020157,0.0009701,0.00047029,0.00011127,0.0077281
INS,repeats,3,1,0.00092284,0.00030691,0.00653531,0.0007249,0.00592484,0.00044547,5.904e-05,0.00044345,0.00057795,0.00285048
INS,repeats,3,2,0.00015094,4.282e-05,0.00137746,5.743e-05,0.00100768,0.00014479,0.000791,6.03e-06,0.00111103,0.00026516
INS,repeats,3,3,1.616e-05,0.0001484,0.0001242,5.136e-05,6.98e-05,3.11e-06,0.00030145,2.541e-05,1.321e-05,0.00025282
INS,repeats,3,4,0.00010762,9.235e-05,0.00027214,0.00012076,1.401e-05,1.535e-05,0.00015927,4.073e-05,0.00012516,0.00090091
INS,repeats,3,5+,0.00194192,0.00097575,0.00345625,0.0004804,8.472e-05,6.92e-06,1.12e-06,3.62e-06,7.096e-05,0.0019927
INS,repeats,4,0,2.192e-05,3.9e-07,0.0016983,0.00062446,0.0026897,6.603e-05,0.001653,8.79e-06,0.00045455,0.00505166
INS,repeats,4,1,0.00095948,0.00059752,0.00523474,0.0010899,0.00478575,3.327e-05,0.00064864,0.00103304,0.00169495,0.00184097
INS,repeats,4,2,1.12e-06,4.173e-05,0.00026053,0.00013969,0.00027358,0.00012806,0.0004166,2.463e-05,3.468e-05,6.507e-05
INS,repeats,4,3,0.00026105,4.804e-05,8.244e-05,2.002e-05,4.76e-06,3.57e-06,0.00038204,0,7.238e-05,0.00081664
INS,repeats,4,4,0.00013832,0.00036938,0.00044261,0.00017843,2.438e-05,1.96e-06,2.94e-06,0.00016355,0.00025529,0.00140926
INS,repeats,4,5+,0.00198553,0.00074176,0.00401277,0.00137137,0.00085507,2.82e-06,4.565e-05,4.88e-06,0.00013312,0.00018218
INS,repeats,5+,0,0,2e-08,0.00289613,7.392e-05,0.00452673,0.00015156,0.00853757,6.4e-06,6.205e-05,0.00268628
INS,repeats,5+,1,5.368e-05,0.00170681,0.00148258,0.0106078,0.01080634,0.00029613,0.00590018,0.00135583,0.00253678,0.02471705
INS,repeats,5+,2,8.58e-06,0.0002239,0.00037756,6.227e-05,0.00030185,4.83e-06,0.00131261,1.558e-05,3.821e-05,0.00049226
INS,repeats,5+,3,8.533e-05,0.00021401,0.00053812,0.00011163,7.741e-05,8.553e-05,5.83e-05,0.00013484,1.903e-05,8.277e-05
INS,repeats,5+,4,6.96e-06,0.00020774,0.00025436,4.927e-05,9.63e-05,1.25e-05,1.62e-05,0.00014505,0,1.7e-05
INS,repeats,5+,5+,6.705e-05,0.00016842,0.00074693,0.00041695,0.00043876,6.777e-05,6.39e-06,4.23e-06,4.6e-06,0
DEL,MH,2,1,1.448e-05,3.788e-05,0.01477104,0.00051167,0.0165794,0.0102089,1.613e-05,0.00019181,0.20815133,0.00214521
DEL,MH,3,1,1e-06,1.834e-05,0.0070889,0.01114991,0.01343143,0.00143075,0.00111205,0.00096361,0.00620601,0.00127498
DEL,MH,3,2,0.00209044,0.00126844,0.01281508,0.00372297,0.00448167,0.00058811,0.00384487,0.00032574,0.04229401,0.00334072
DEL,MH,4,1,4.652e-05,3.572e-05,0.00680146,0.00524597,0.00640428,0.00026275,0.00260201,0.00175947,0.01247377,4.105e-05
DEL,MH,4,2,0.00048112,5.689e-05,0.00428819,0.0008009,0.00283393,0.00031488,0.00935683,0.00143154,0.03100084,0.00063464
DEL,MH,4,3,0.0004699,7.4e-07,0.0021047,0.00019916,0.00052219,3.012e-05,0.00471809,0.00143053,0.04813385,0.00156177
DEL,MH,5+,1,0.00053135,0,0.00109675,0.31558873,0.00723524,0.0003976,0.07625064,7.923e-05,0.0002092,0.00182832
DEL,MH,5+,2,0,2e-08,0.00102436,0.10578849,0.0036029,0.00132168,0.26669692,8.27e-06,6.6e-07,0.0015135
DEL,MH,5+,3,0,1e-08,0.00193997,0.019567,0.00164028,0.00075009,0.23641856,7.92e-06,0.00027628,6.382e-05
DEL,MH,5+,4,0.00035792,3.9e-07,0.00057529,0.00014738,3.506e-05,0.00095371,0.13362751,7.08e-06,0.00313194,1.2e-05
DEL,MH,5+,5+,0.00230803,0.0003029,0.00173276,0.00113163,0.0029194,0,0.10878819,0,0.00069727,0.00075417
