Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 0.999),ID83B (ID1 1),ID83C (False Positive) (ID5 0.522),ID83D (False Positive) (ID5 0.886),ID83E (ID8 0.988),ID83F (False Positive) (ID1 0.786),ID83G (ID3 0.976),ID83H (ID6 0.997),ID83I (ID9 0.988),ID83J (ID13 0.988),ID83K (ID4 0.99),ID83L (ID14 0.975)
DEL,C,1,0,0.00152984157564379,4.86253526332803e-10,0.0174976003571515,0.000389310891548115,0.0191029513074864,0.00097228439451486,0.0857581385225058,0.023017120109871,0.416433009803295,0.00186663288658595,0.00940091952622064,0.00289743079132699
DEL,C,1,1,0,7.09942083712445e-06,0.00109881619952091,0.0138543307362124,0.0174508100561798,0.00814501170083656,0.240492687523365,0.00116736122875517,0.105601720507257,0.00234513806489284,0.000121387902892849,4.57332463793193e-05
DEL,C,1,2,0,9.99241100974047e-11,0.000250531453639269,0.0141253940109164,3.99733597333807e-10,0.000612364727428911,0.222636393010616,0.00377096172538586,0,0.00701936071724049,0.000809436148344513,2.30642474008391e-10
DEL,C,1,3,0.0014197228206649,0.00100418363327583,0.00988429677265231,0.0101512017147616,0.00475306759122759,0.0102159683471837,0.07801349401474,9.4741270004306e-07,0.010058674919419,0.00398237908633746,0.000614485106061626,0.000544728406039212
DEL,C,1,4,0.0023000905738445,0.000104409983822586,0.01362196908427,5.17616281285882e-06,6.91387517709725e-05,0.00729513865953777,0.0472439815849066,0.00156138957361691,0.0134202944580466,0.000627340405519381,0.00182975656323833,0.00145059492613655
DEL,C,1,5+,0.0132768650725484,0.000255881005377918,0.0218966820847709,2.81000608811155e-05,1.93033032445564e-05,0.0260404676759848,0.027445777207613,0.00075992806472641,1.07724262488773e-05,0.000125670331692261,0.00168409585370682,0.00353025407763198
DEL,T,1,0,0.0016615584540453,0.000214577040237382,0.0709842828160231,0.141083100065589,0.0323278103768826,0.0160408638507946,0.0208393006399274,0.000125379974197131,0.119412048012018,0.0423680125363171,0.00459041916544635,0.0165329121332616
DEL,T,1,1,0,1.17737220381442e-08,5.16307282353597e-08,0.018932596569714,0.000210400335049119,0.000172408775453477,0.00394441685833278,4.09046486758426e-09,0.00329741688311175,0.595843620300293,0.000244590771785937,3.17772906421876e-08
DEL,T,1,2,0.00434631436743075,1.09163423985592e-06,0.0553308564657345,0.17200850635767,0.00176358073278907,0.00814247460872426,0.000427025767083356,0.00794432963943109,0.0906779320165515,0.0239899643894788,0.00205314073716933,0.00562437188462354
DEL,T,1,3,0.00593040927634574,0.000939832776576781,0.182718473002315,0.102794052883983,0.00174760042450204,0.00651418200107519,0.00119396905613361,0.0176524104608689,0.103632537797093,0.059105837829411,0.00305192110205074,0.0124532903032377
DEL,T,1,4,0.0107880381510444,0.000236914660464983,0.372949355453938,0.0407228124514259,1.39548350125551e-05,0.041921935318937,0.00141703272855994,0.00955102187182902,0.076118910587918,0.00280571448211613,0.00160761635692018,0.00831257533088104
DEL,T,1,5+,0.907922217845917,0.000241927140067631,0.0382437877965617,0.00882870617417389,0.000187660271000848,0.00831656115096012,0.000728393211480392,0.000205582968294251,0.00354774909042005,0.0011958351192185,0.000251513323430262,0.0584248586623357
INS,C,1,0,1.66658090788406e-31,4.63889538359308e-10,7.30127314023815e-09,4.00090093045222e-07,1.40933551510299e-07,1.10467224017918e-08,1.34852418289865e-07,1.13896142383734e-08,2.72285603338491e-07,6.38953126617134e-08,8.54608401288082e-08,0.560141814351082
INS,C,1,1,0.000193339767654339,1.06328580681869e-05,0.00275114518813808,0.0119605987984687,0.00176943446189398,0.010093843753566,0.00237505906356091,0.0015194628899917,0,0.000456643904180965,4.89656179388476e-05,0.0150442256033421
INS,C,1,2,1.33711971525941e-05,1.84682740171027e-06,0.00150573583764388,0.00965501242433675,0.00145811356326362,0.00620107175121223,0.00257600007840665,6.09509375863127e-06,4.15518093541323e-05,0.000954042710764043,4.26672940679751e-05,0.000505185796573642
INS,C,1,3,0.000242420798060194,0.000357203160674544,0.00126983124777325,0.00182670264664921,4.32890097727068e-06,0.00643166414403822,0.00798124597873539,0,8.42469475394542e-06,8.42129572881945e-05,0.000642557349733579,0.000721846637461567
INS,C,1,4,0.00225825553716277,0.000351896687786691,0.00427506496752462,0.000111680421541678,2.47186049515007e-05,0.0123500244610477,0.00837487896904349,0.000231939429163492,8.713324884772e-05,1.24815856725036e-05,0,0.000760390904906672
INS,C,1,5+,0.00432778136062287,0.00784137531347836,0.0126184846122351,0,0,0.137096497043967,0.00803639478508936,8.62195665831678e-07,5.32415243004181e-10,0,0.000382569511366455,0.00240652732192302
INS,T,1,0,0.000650230999453925,0.00145874631751212,0.00301482785596844,0.000149556364049204,0.00263267725298647,0.0155011132644722,0.0189587706188888,0.00655519121792167,0.0140451202588156,0.035148053560406,0.00365159170352854,0.0404502786696302
INS,T,1,1,0,3.79254812007956e-07,0.00511382609605789,0.0276106472406536,0.00312548318674146,0.0208912985993129,0.0580290255323052,0.00010444818437523,0.00755998090782668,0.00309943483485189,0.000393112309330306,0.00270269073895179
INS,T,1,2,0.000330240893831615,1.73686320881217e-11,0.00576125719380799,0.0493767190724611,3.93447448686857e-05,0.0141976565430473,0.052574847638607,0,5.50586322788158e-06,0.00555191712737724,9.68514414125821e-07,0.00136526857531862
INS,T,1,3,0.000678100833869948,0.0015762104903471,0.00344736618076752,0.0328325613308698,0.000102135204877304,0.0276193742267787,0.029749364759773,5.81904305603928e-05,0.000139530016483604,0.0124458122206852,0.000297649703573879,0.000333442128871866
INS,T,1,4,0.00192027564356597,0.00828866951981809,0.0089948201679386,0.017629506830126,8.32835711394937e-05,0.0694517510139881,0.00744513323938008,0.000458869691959985,0.00187402434625994,0.0117166858585551,0.000755730738223575,0.00569719766965136
INS,T,1,5+,0.00149391949313777,0.965655300617218,0.00714191821608937,0.000647248181335733,0.00169967599602353,0.261190052748907,0.00257921511494178,0.0040338961373118,0.00382336631102919,0.000862188052227547,0.000887956856463156,0.14322311787462
DEL,repeats,2,0,8.46907968734601e-06,9.58729087192324e-05,0.00153215889843627,0.0264316711761057,0.00708489341195673,0.00227714745565299,0.00853675969410688,5.0469824096472e-05,0.0136582520697266,0.0282529500126839,0.095020988881588,0.000329137811083523
DEL,repeats,2,1,0.00181275176036735,3.70882838368246e-05,0.0148592056122209,0.0198333941611304,0.00757715075960576,0.0104796121545438,0.0116428650797498,0.000146115949391594,0.000150564434826438,0.00556014195317403,0.202099661648095,0.00550369236501865
DEL,repeats,2,2,0.00118094578952878,0.000332728493704053,0.00661145306978142,0.00178807040291799,0,0.00197218304446207,0.0138485618215054,0.00144927022454795,0,0.00307107967499178,0.0472070547193289,0.00201111360103823
DEL,repeats,2,3,0.00098599974589888,0.000113006458559307,0.000360981653923324,0,0,0.000540599993407184,0.00665359948761761,0.000354897051001899,0,0,0.0111145465262234,6.17830212078729e-05
DEL,repeats,2,4,0.000938044503272977,2.61367942584911e-06,0.000601896105773082,0.000741541195093305,0.000198243554017807,0.000271590806763491,0.00330595196923241,9.87377672367984e-05,0.000165005126740283,0.00019430175577943,0.0033610750338994,0.0002481805662228
DEL,repeats,2,5+,7.8062641073462e-12,2.01388557219406e-09,0.000484756869744771,0.0275672070495784,3.90372347456602e-05,0.00247309801001622,0.000953677572194165,3.99644362766072e-06,0,0.0122778228997172,0.00119541661169023,2.38607418268089e-10
DEL,repeats,3,0,6.79815892863367e-06,1.16055024965789e-05,0.00146531215449355,0.023624394852668,0.0144860144890845,0.00128038031922188,0.00112865437280561,0.000648660701990593,0.00156280083036108,0.00704255939926952,0.00515829428099096,0.00151209534495138
DEL,repeats,3,1,0.00252269724149219,0.00103872485710919,0.0132499787365669,0.00114195240339414,2.60449497729581e-05,0.0322469127905785,8.20283956102744e-06,0.00379476893926039,0.000190016715517672,0.00682375279920508,0.107781686317176,0.00438734086299178
DEL,repeats,3,2,0.00142507487020339,0.000297604879190427,0.00695070242150905,5.58554644520903e-05,7.93741175903051e-05,0.00340917564324857,1.14550181024242e-06,0.000409425333818945,0.00010694995672111,0.000746279865093129,0.0142261480726302,0.00147159015177749
DEL,repeats,3,3,0.000306863015266574,7.81807050952921e-05,0.00163001755356812,0.000442228008760139,0.000263264256100229,0.00245409621271392,3.43690078307232e-05,0.000111377273329643,0.000133092400199386,0.000198081556472864,0.00378380357986316,0.000364445452014479
DEL,repeats,3,4,1.21467713665169e-11,3.47540414280534e-09,0.000153314157123532,0.00798017609864473,8.21376552773145e-09,0.000435614506645647,1.36648453212107e-05,3.87388524203391e-09,0,0.00227871526153194,0.000542347292928,8.29374251919515e-06
DEL,repeats,3,5+,0,3.93131910914057e-09,2.66677316540154e-05,0.0120626420993358,1.11266218461071e-09,0.000661673636991615,0.000287361137852589,2.66277344173671e-05,3.88948180138371e-05,0.00345259428704636,0.000426245777031911,2.44089927430347e-05
DEL,repeats,4,0,1.73697608261136e-07,3.79068262745719e-05,0.0010083369379754,0.0143435926735401,0.00744272840209305,0.00104027746588183,7.27592548949221e-05,0.00237067417474464,0.000625474613173083,0.00662660504574888,0.00632244605803862,0.000150509260010965
DEL,repeats,4,1,0.00107499777903286,0.000135528901860767,0.00849603675073013,0.000112855339524443,0.000354639186795039,0.00445964557005709,0.00105186776112532,0.00233308658469468,0.0019223667155984,0.000465830989123788,0.0588572807982564,5.56584112928249e-05
DEL,repeats,4,2,0.000479614361247513,1.70253833253753e-11,0.000204666900057013,0,7.12399295110799e-11,2.3793881354095e-09,0,0.000512769870110787,1.11387435639099e-05,5.46205254479304e-05,0.0117846936732531,0.000359644549924383
DEL,repeats,4,3,2.65666068993697e-08,1.12890200437699e-09,8.85519746724128e-05,0.00496442942647263,3.04439055965666e-06,0.000317187660497942,5.12999388032109e-05,0.000103022757806338,3.0603572309218e-07,0.00141188572204683,0.00394010301679373,3.54019309423137e-10
DEL,repeats,4,4,1.98082632241192e-11,1.86495188454761e-08,7.52415032286924e-05,0.00626705064438283,9.15488939941023e-05,0.000258749441771469,0.000202938697458339,1.07553746479983e-05,2.07925188178137e-11,0.00229756879898481,0.00021298469769973,1.69401472849273e-10
DEL,repeats,4,5+,7.60432106476084e-05,1.24596084624031e-05,0.00134656003068651,0.00196641209244262,0,0.000133787851460383,3.65430191065919e-05,7.1501319595626e-05,1.30572912482307e-10,0.000432385301051905,0.000715345977805555,2.2278674787648e-05
DEL,repeats,5+,0,0,2.84861698673922e-10,0.000176441525109112,0.0132199794147164,0.323476963937283,0.00211524932768953,0.000905220352293779,0.0110490625596449,0.000162707002111375,0.0129001282784157,0.00282719442287544,0.000415198458752428
DEL,repeats,5+,1,0.00346801561769098,3.26908056180741e-11,0.000357924755363488,0,1.21274137399041e-10,0.000216430619189163,0,0.00744427221827209,7.91537113394281e-05,0.00125224820018047,0.012859512725845,0.000215495041811664
DEL,repeats,5+,2,0.000378105603522272,6.66850312780225e-05,0.000585172536115286,0.0002499083663497,0.000292547788402519,0.000583270257498784,1.94134528592826e-05,0.000431024174831691,3.79926463364334e-05,0.000307527739382749,0.00277296048006974,7.89092609920772e-08
DEL,repeats,5+,3,6.29050473276749e-05,2.11577672022512e-06,0.000702517172407692,0.000221492542841588,0,0.000210304383875679,1.23225540866656e-05,0.000182392514907406,4.94587381990641e-05,3.20216463722601e-05,0.000986892955552321,7.67529932045363e-05
DEL,repeats,5+,4,3.35812566860708e-05,1.3264544527436e-07,0.000536738171249453,3.90715150348667e-05,7.59834550834171e-11,9.18641269979759e-05,3.00026660331043e-05,7.42050292361629e-05,1.88571388357528e-05,1.66636640312845e-05,9.63178915764118e-05,8.57827740084325e-06
DEL,repeats,5+,5+,3.86302007404993e-05,8.96396707445568e-06,8.9230867646819e-05,0.000964461026160279,4.23148609485224e-10,7.40929443169586e-05,1.22767800348811e-06,0,2.57537433659127e-05,0.000282714516459599,0.000127535597461903,2.53538978518009e-05
INS,repeats,2,0,0.000112986927351812,0.000427202310638677,0.00179303644959085,0.00629536993335933,0.0017626476532314,0.00200180990120403,0.00225961765390821,0.00202580496435985,0.00065344583943021,0.0122061159927398,0.000759774177167856,0.0271847484447062
INS,repeats,2,1,0.000113581743169249,7.55702145210541e-06,0.00393616268357438,0.0277272555232048,0.00126191974792164,0.00104145482220801,0.00257262922124937,6.23911866288296e-05,0.000913659104559099,0.00523656752324314,0.000341980948442746,3.6859470986883e-06
INS,repeats,2,2,0.000687138871128257,0.000146550419965787,0.00488058737787559,0.0103651364753023,0.00029420629645756,0.00124551775104582,0.00120013213949278,0.00032019988541915,0.000193992657586932,0.00127035687970901,6.70871332033252e-06,0.00117498910462018
INS,repeats,2,3,0.000281102457191382,0.000228919026503741,0.00187257677580333,0.00135867345728911,0.000341949779849529,0.00231648281992875,0.00091045291046612,0.000304154260484211,0.000287199074004514,0.000896477674978087,0.000233213609026279,0.00100456067011692
INS,repeats,2,4,0.0016376930809929,0.00112309361324893,0.00301316223780272,1.98035653738771e-06,2.08043833481497e-05,0.0148294798762072,0.000251831419609516,5.1083925253579e-05,5.76316734460836e-05,2.8610094132091e-05,6.52009593683541e-05,0.00400808648671955
INS,repeats,2,5+,0.0101317437340022,0.00316741564546078,0.029598567497193,3.38590858448575e-05,0.000105364430236944,0.137783290663527,0,2.65337100384014e-05,4.75603984056772e-06,0.000437000085963122,6.19643262325553e-06,0.000174156325472319
INS,repeats,3,0,7.37363895041199e-06,2.66801797919239e-05,0.000760589162013048,0.00580228818114847,0.000373756989238245,0.000328378294740901,0.000130395248852437,0.00105410276213661,0.00039398782868723,0.000886746348624001,0.000111889732618677,0.00827879751566798
INS,repeats,3,1,0.000644718298353837,0.000154299002516439,0.00539049250714017,0.00724831740371883,0.000302989687761622,0.00311469418767956,0.000295388556055514,3.54006087849257e-05,0.000281504710978451,0.00510990387294442,0.000376902484436765,0.00310377691173926
INS,repeats,3,2,9.55219282450059e-05,2.77852296218905e-05,0.00124031817173091,0.00181545974628534,6.7824508890163e-19,0.000149917422528895,8.63629620090478e-05,0.000786241459427401,0,0.000418593572922281,0.00105774069801555,0.000275478596695393
INS,repeats,3,3,1.08819449168375e-05,0.000103865593186701,2.86009451263025e-05,1.70890002149093e-11,2.4755538708353e-05,0.00047534664012808,1.7670959869065e-06,0.000313606345880544,2.43588402202421e-05,7.98402709674662e-05,3.72552602129872e-06,0.000293836578539413
INS,repeats,3,4,9.55730057421533e-05,5.72702722729446e-05,0.00027053127277235,9.10451632989862e-06,9.25891479982965e-05,0.000558867058207397,1.33183651018953e-05,0.000151332254426961,3.1635292680221e-05,0,0.000112024217697169,0.000928747263387777
INS,repeats,3,5+,0.00188682760228403,0.000435564485120841,0.00220631450115825,4.6478242019102e-06,3.6722519328336e-05,0.00792026827714622,1.43135901453206e-06,4.25393582581535e-10,3.48867567170341e-06,0,7.81283088144846e-07,0.00220254969550297
INS,repeats,4,0,2.08910692595055e-05,1.57219037646428e-07,0.00012235761503689,0.00323282669298351,0.000606693983791047,0.000237748030340299,2.75489288102726e-05,0.00175112439552322,4.76223718578694e-06,0.00208759213914163,0.000527902958274353,0.00548238201998174
INS,repeats,4,1,0.000649751751334406,0.000155718404656251,0.00515373079339042,0.00381028538336977,0.000641814888295863,0.00594095267182289,1.38430590595817e-05,0.000644406810897635,0.000693571234287447,0.00529276979388669,0.00148963971376361,0.00190774130169302
INS,repeats,4,2,2.92297106358808e-06,3.12816415467276e-05,5.45939727484246e-05,0.000478244229016127,0.00013849340098659,0.000176059681694873,0.000107023992527502,0.000453277139458805,2.58303800092183e-05,0.000122477961231198,3.7091968315508e-05,6.03809962672131e-05
INS,repeats,4,3,0.000249647063246812,3.2083893730627e-05,4.50205488861897e-05,9.23144487092742e-07,3.44116160704289e-07,0.000390513792481215,9.82121468950936e-07,0.000403396722686011,7.49234252113776e-16,3.37782315909863e-06,7.86882784814225e-05,0.000827557567099575
INS,repeats,4,4,0.00011115309308215,0.000253443265438502,0.000291472133437962,3.08661659801146e-06,0.000102120994561119,0.00138586174184754,5.70959114156722e-07,2.53831820486994e-06,0.000171970414476164,3.38844232646807e-05,0.000259165091563318,0.00149682849936653
INS,repeats,4,5+,0.00173190889530815,0.000308505100729235,0.00481193347938302,0.000491105350794507,0.000930958694079891,0.00649363709810132,9.54118113440927e-07,1.47702088379731e-05,4.20389539297445e-47,0.000724932962402818,4.7799198807752e-05,0.000144589172286437
INS,repeats,5+,0,1.08989228753131e-11,2.03889920902256e-08,0.000177718081977218,0.00527226444799453,0,0.000462006228272123,0.000103197869126177,0.00896495689637959,1.10815932430341e-09,0.00436587787521319,4.7608867975768e-05,0.00291245327796787
INS,repeats,5+,1,1.66543020634928e-05,0.00138647587504238,0.000419542477068386,0.00212375421368051,0.0115993960388005,0.00408367658266798,0.000353575249414462,0.00578544143587351,0.00109056523792067,0.0164104808308184,0.00213098070118576,0.0259960830025375
INS,repeats,5+,2,6.28176311649584e-06,0.000157684857240383,0.000137085420513916,0.000351913227423211,7.28316205915173e-06,0.000714951957800487,9.44844149672296e-06,0.00136511130200233,4.43909142632037e-06,0.000292688130510559,3.09788384424797e-05,0.000521957828750601
INS,repeats,5+,3,5.37020926958581e-05,0.000128956921819642,0.000253404371796933,0.000240767950381269,3.81962204573938e-05,0.0011482845878345,5.10890103760175e-05,6.14261634098057e-05,0.000113394675190648,5.38065050932346e-07,6.71773318572377e-06,9.51654509799482e-05
INS,repeats,5+,4,5.59391807871901e-06,0.000145532527077563,7.37716814946588e-05,0.000240296351221332,1.16818767401547e-05,0.000662912515533274,1.24902303392016e-05,2.94974974076467e-05,0.000102849651486814,1.03895891152206e-05,0,2.00043012819151e-05
INS,repeats,5+,5+,3.79829238699703e-05,0.000108216336246223,0.000264964448360843,0.000828608832962345,0.000396432356137666,0.000878804561501383,4.79511610819827e-05,1.40381684104796e-06,1.8531700834501e-06,0.000235211386407186,1.3329688442893e-07,0
DEL,MH,2,1,2.69066585099509e-06,2.21636968292976e-06,0.000808410560749094,0.0277932172641158,7.62563249878667e-09,0.00223755773674897,0.00955828288570046,0,9.50941408518702e-06,0.0127288633398712,0.21606318667531,0.00133178506522597
DEL,MH,3,1,1.27014972576944e-06,3.19682567351265e-07,0.00045502578961532,0.0168587259203196,0.0120258332882077,0.00118008654930117,0.000982652769016568,0.000886375828704331,0.00163388102897443,0.00764041000744328,0.00633823979180306,0.00126964794297237
DEL,MH,3,2,0.00147883929109515,0.000403591930610321,0.0112414101534523,0.00990032115019858,0.00306988366763108,0.011518324437784,0.000444608831494406,0.00378590011736378,0.000139881889581376,0.00109333113513777,0.0434923883900046,0.00347923872992396
DEL,MH,4,1,2.53884702139118e-05,9.76969583275231e-06,0.00134189431354949,0.0122187107522041,0.00553380082477815,0.000809264170943607,9.93912221388157e-05,0.00254072151496075,0.00189322190140956,0.00256662841507932,0.0128858976997435,0
DEL,MH,4,2,0.000417723065547762,3.19088521507732e-05,0.00206811752816827,0.00678483936935663,0.00074344267988841,0.000592132393239669,0.000155388093038857,0.00974276418797672,0.00146419906304813,0.000670310827736103,0.0320925249345601,0.000539145184102381
DEL,MH,4,3,0.000229620655691321,0,0.00369591661213688,0.00193735804525204,7.3883363222495e-05,0.000487674901563016,2.84000406525209e-12,0.00490642164368182,0.000853652855793532,0.000223423485480572,0.050168385989964,0.00132816411438398
DEL,MH,5+,1,0.000542342989356257,0,0.00800028959894734,0.000168017587920488,0.364101616591215,0.000577743325368445,8.9034518597762e-05,0.0648683838592842,0.000159884645446589,0.0004688750790325,0.000251064822003961,0.00134473990159677
DEL,MH,5+,2,1.15806909201099e-08,1.73087611088363e-08,0.000669771938488069,0.00192318583314796,0.123084020540118,0.000549445296338426,0.00109519302604895,0.274454807639122,3.77340209503211e-05,0.00386315971519139,9.16231746186313e-06,0.00143828205633326
