MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00377481	0.00000000	0.00448134	0.03185737	0.08947996	0.02715069	0.33986284	0.00927705	0.00960173	0.00767440
1:Del:C:1	0.00001898	0.00019499	0.01138612	0.02013330	0.21983329	0.00114945	0.10547881	0.00145178	0.00330174	0.00015318
1:Del:C:2	0.00000000	0.00000000	0.01463346	0.00153551	0.19508624	0.00560690	0.00076961	0.00008501	0.01006466	0.00000317
1:Del:C:3	0.00239323	0.00182482	0.01021486	0.00434723	0.07265349	0.00012525	0.01155351	0.00067605	0.00191041	0.00026834
1:Del:C:4	0.00375803	0.00038593	0.00019943	0.00028798	0.04563073	0.00211346	0.01507759	0.00077912	0.00276403	0.00178475
1:Del:C:5	0.01446167	0.00333706	0.00117233	0.00033602	0.02525233	0.00127389	0.00044520	0.00201671	0.00345384	0.00207684
1:Del:T:0	0.00787779	0.00118935	0.11337445	0.03449531	0.03201868	0.00153459	0.10341224	0.00385411	0.00103133	0.01741743
1:Del:T:1	0.00000000	0.00000000	0.16766234	0.01127175	0.00651999	0.00002699	0.02670500	0.01343707	0.00015188	0.00002558
1:Del:T:2	0.00707910	0.00075356	0.12813973	0.00597497	0.01384419	0.01209042	0.08211784	0.00025753	0.00046850	0.01063506
1:Del:T:3	0.02026899	0.00221081	0.10055781	0.00644487	0.01229451	0.02344876	0.10847427	0.00030039	0.00040496	0.01684263
1:Del:T:4	0.04736228	0.00432797	0.05384233	0.00069986	0.00964243	0.01878407	0.08891571	0.00025074	0.00233882	0.01256047
1:Del:T:5	0.82010162	0.00010497	0.01056310	0.00336828	0.00630188	0.00944214	0.01061484	0.00525020	0.02995594	0.03049203
1:Ins:C:0	0.00000000	0.00000000	0.00000176	0.00000270	0.00000096	0.00000490	0.00000507	0.00000113	0.00000693	0.46974706
1:Ins:C:1	0.00013749	0.00000023	0.00002416	0.00022907	0.00589919	0.00141920	0.00000000	0.00002154	0.13274997	0.01219042
1:Ins:C:2	0.00000622	0.00000001	0.00210865	0.00010850	0.00461362	0.00000157	0.00000803	0.00001451	0.08071360	0.00008565
1:Ins:C:3	0.00047007	0.00039278	0.00000000	0.00000000	0.00709039	0.00019171	0.00000000	0.00016939	0.02957667	0.00167495
1:Ins:C:4	0.00281631	0.00161161	0.00000000	0.00000000	0.00761751	0.00074966	0.00000000	0.00001364	0.01040499	0.00151127
1:Ins:C:5	0.00893918	0.02465733	0.00002991	0.00005212	0.00755574	0.00035857	0.00095431	0.00035334	0.00420929	0.00255289
1:Ins:T:0	0.00120563	0.00183783	0.00963770	0.00369966	0.01525121	0.00581373	0.02120021	0.00143671	0.01885252	0.03323638
1:Ins:T:1	0.00000000	0.00000000	0.00717868	0.00193996	0.05594250	0.00002657	0.00693477	0.00029477	0.26945222	0.00120144
1:Ins:T:2	0.00062868	0.00000072	0.02717409	0.00008641	0.05238769	0.00003497	0.00002536	0.00000757	0.14136993	0.00092252
1:Ins:T:3	0.00111466	0.00428282	0.01818314	0.00020550	0.03186009	0.00038966	0.00035990	0.00009541	0.09377247	0.00052081
1:Ins:T:4	0.00351285	0.01691667	0.01287901	0.00030610	0.00814441	0.00120977	0.00121627	0.00026891	0.04166030	0.00455003
1:Ins:T:5	0.00250299	0.90412676	0.00048156	0.00919825	0.00974392	0.01410936	0.02750249	0.00553703	0.04119488	0.24456920
2:Del:R:0	0.00006564	0.00006819	0.03010997	0.00912593	0.00631549	0.00094599	0.01187361	0.07315714	0.00012663	0.00008057
2:Del:R:1	0.00324026	0.00005734	0.01670007	0.00961458	0.01058245	0.00083740	0.00047515	0.23421569	0.00186787	0.00529808
2:Del:R:2	0.00173119	0.00000093	0.00246642	0.00003749	0.01315531	0.00194018	0.00043045	0.05381596	0.00143409	0.00248430
2:Del:R:3	0.00071467	0.00001595	0.00000000	0.00000000	0.00672208	0.00016192	0.00000000	0.01118170	0.00047840	0.00065118
2:Del:R:4	0.00072686	0.00000000	0.00045802	0.00000000	0.00389283	0.00003495	0.00000000	0.00261991	0.00068042	0.00003642
2:Del:R:5	0.00000000	0.00000010	0.02842628	0.00035773	0.00043203	0.00000000	0.00004483	0.00032731	0.00329894	0.00000000
3:Del:R:0	0.00001546	0.00002534	0.01990033	0.01244045	0.00087596	0.00050640	0.00129888	0.00464486	0.00003540	0.00088436
3:Del:R:1	0.00475804	0.00466923	0.00219600	0.00055049	0.00016984	0.00568801	0.00351606	0.09711463	0.00330474	0.00474076
3:Del:R:2	0.00235681	0.00018883	0.00006823	0.00000061	0.00000000	0.00101097	0.00037344	0.02078986	0.00261497	0.00117699
3:Del:R:3	0.00044053	0.00002717	0.00005520	0.00000000	0.00000000	0.00007883	0.00000000	0.00409459	0.00051254	0.00052410
3:Del:R:4	0.00000000	0.00000008	0.00775479	0.00000745	0.00005775	0.00000001	0.00000579	0.00002773	0.00049618	0.00000000
3:Del:R:5	0.00000000	0.00000005	0.01124223	0.00001217	0.00012428	0.00000001	0.00002319	0.00008783	0.00093730	0.00000000
4:Del:R:0	0.00000737	0.00000099	0.01236290	0.00752187	0.00026767	0.00212306	0.00039609	0.00714720	0.00000772	0.00000631
4:Del:R:1	0.00205716	0.00038787	0.00019628	0.00120021	0.00035360	0.00283568	0.00349810	0.06419269	0.00093150	0.00022149
4:Del:R:2	0.00035012	0.00000000	0.00000000	0.00000002	0.00000000	0.00025113	0.00000000	0.01038786	0.00001941	0.00050794
4:Del:R:3	0.00000015	0.00000002	0.00486078	0.00000483	0.00000414	0.00001237	0.00000398	0.00335881	0.00000011	0.00000000
4:Del:R:4	0.00000000	0.00000008	0.00606773	0.00001099	0.00001706	0.00000002	0.00000801	0.00003128	0.00008616	0.00000001
4:Del:R:5	0.00013425	0.00000001	0.00153394	0.00000000	0.00000000	0.00000775	0.00000153	0.00012043	0.00016409	0.00000000
