Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J,ID83K
DEL,C,1,0,0.00210040897514792,2.21052733470728e-06,0.00456891735021795,0.00127475858658017,0.0291953312465921,0.0882930715382099,0.022017981489189,0.383275452256203,0.00255789641312717,0.00996553511329694,0.00304191364246435
DEL,C,1,1,0,2.76283938030719e-05,0.000386677785582208,0.0086763449429418,0.0197419981658459,0.238108626157045,0.00118540157820444,0.0958910392224789,0.00318528084813405,0.000213700045836669,7.54365128017477e-05
DEL,C,1,2,0,2.2797136067787e-10,9.27637680433691e-05,0.00948042374104261,6.13038754090667e-05,0.217070504277945,0.00376480419494328,4.31743565343368e-10,0.00679910139965591,0.00123157974205554,3.58789717935792e-10
DEL,C,1,3,0.00162908635655185,0.00140766858239658,0.0105483295535669,0.00872980202781037,0.00484409942757338,0.0766786893457174,2.21114796150333e-05,0.00976909833174432,0.00477076909446623,0.000779339902506531,0.00053433696505292
DEL,C,1,4,0.00236680221452843,0.000166075030773527,0.013733485439152,0.000337028416206522,0.000395217382483087,0.0453736420348287,0.00165937635872979,0.013932085079141,0.00105503076720177,0.00205388287926326,0.00141278701019473
DEL,C,1,5+,0.0115974811348133,0.000650827069022005,0.0415902828541586,0.00164131452111889,0.000612985642220694,0.0266710923425853,0.000811246840457898,7.82609305147986e-05,0.00196580278585316,0.00282816983410157,0.00366135623189621
DEL,T,1,0,0.00323009859345731,0.000303337811549329,0.0359592736099051,0.139773529991508,0.0345535763911903,0.0216599944420159,0.000224655496841622,0.119741068780422,0.0474809482955243,0.00544214822002687,0.0165495368558913
DEL,T,1,1,1.34550946032993e-26,1.05974444015042e-08,0.000120387415223613,0.0122574337356788,0.0176789229209248,0.00440857228640443,1.3428488011622e-05,0.00380796498289228,0.519074493050575,0.00508587220391458,2.0631332429133e-08
DEL,T,1,2,0.00529686989379115,3.95718595358432e-06,0.0208344008144929,0.168770634904504,0.00362387082281172,0.000459532368442715,0.00748351595830172,0.0929520705342293,0.0334823990287259,0.00243955967824176,0.00551415973808616
DEL,T,1,3,0.0125666344560363,0.000599494770855564,0.072118991939351,0.116790513955057,0.00362929835600769,0.00118080004893356,0.0185685984743759,0.115610855221748,0.0602531068772078,0.00445034182706972,0.0128720531705767
