"ex.sig","gt.sig","sim"
"signeR.1","SBS5",0.999622636424073
"signeR.2","SBS40",0.997069930800919
"signeR.3","SBS7a",0.999448079457828
"signeR.4","SBS7b",0.999994357185871
"signeR.5","SBS3",0.995631981595198
"signeR.7","SBS1",0.999951679550218
"signeR.8","SBS4",0.944213468754466
"signeR.10","SBS44",0.995060154695563
"signeR.11","SBS18",0.98943805345058
"signeR.12","SBS17b",0.999740548719198
"signeR.14","SBS13",0.999996246090376
"signeR.16","SBS2",0.999996786953156
"signeR.17","SBS7c",0.999882381731027
"signeR.18","SBS26",0.981884654435254
"signeR.19","SBS17a",0.999106202223788
"signeR.20","SBS7d",0.999949144075619
"signeR.24","SBS38",0.997618394239753
