"ex.sig","ref.sig","sim"
"hdp.1","SBS5",0.999892840446843
"hdp.2","SBS41",0.999014582449682
"hdp.3","SBS28",0.994117670739271
"hdp.4","SBS4",0.999965491581413
"hdp.5","SBS18",0.998249347250641
"hdp.6","SBS17b",0.99949084891806
"hdp.7","SBS17a",0.998416830349476
"hdp.8","SBS3",0.999282309735
"hdp.9","SBS12",0.999293131749579
"hdp.10","SBS7b",0.999890977401837
"hdp.11","SBS22",0.998257548604716
"hdp.12","SBS40",0.999311506802998
"hdp.13","SBS7c",0.999979513023015
"hdp.14","SBS44",0.998715014213354
"hdp.15","SBS13",0.999605567505044
"hdp.16","SBS2",0.999901623575883
"hdp.17","SBS7a",0.999993127925747
"hdp.18","SBS7d",0.999668939866791
"hdp.19","SBS1",0.999909600128485
"hdp.20","SBS16",0.999173668174841
"hdp.21","SBS29",0.996943559737067
