"ex.sig","gt.sig","sim"
"hdp.4","SBS1",0.99486680316903
"hdp.1","SBS2",0.990608371373122
"hdp.12","SBS3",0.980869891833865
"hdp.21","SBS4",0.996161695483396
"hdp.14","SBS5",0.993340544840508
"hdp.5","SBS7c",0.999298251544766
"hdp.15","SBS7d",0.981002410618644
"hdp.8","SBS12",0.991341748611143
"hdp.6","SBS13",0.994647457233096
"hdp.13","SBS16",0.98491400171021
"hdp.7","SBS17a",0.999324041442182
"hdp.2","SBS17b",0.997594581277974
"hdp.9","SBS18",0.993474660509208
"hdp.16","SBS22",0.989502472822686
"hdp.3","SBS28",0.983823622164695
"hdp.23","SBS29",0.94410749120121
"hdp.20","SBS38",0.984333893759989
"hdp.18","SBS40",0.993088513705077
"hdp.17","SBS41",0.992364972348138
"hdp.19","SBS44",0.993647336538529
