"ex.sig","gt.sig","sim"
"W.1","ID2",0.999999835442193
"W.2","ID5",0.993496886852581
"W.3","ID4",0.999683250973005
"W.4","ID6",0.995536343798316
"W.5","ID9",0.993622169178918
"W.6","ID8",0.997955646585958
"W.7","ID13",0.984469540891047
"W.9","ID3",0.990968363843857
"W.10","ID11",0.998131082633293
"W.11","ID1",0.999997038649879
