MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Ins:T:5	0.00293649	0.90375166	0.00037655	0.01601895	0.00198056	0.00559110	0.01834198	0.01126262	0.17867690
2:Del:R:0	0.00003102	0.00016187	0.02531633	0.00949160	0.00893083	0.00037831	0.01248209	0.08818450	0.00195139
2:Del:R:1	0.00311369	0.00015222	0.01420133	0.00819952	0.01203657	0.00064583	0.00131899	0.18915026	0.00879611
2:Del:R:2	0.00177038	0.00043610	0.00200340	0.00035308	0.01265476	0.00156393	0.00015442	0.04380868	0.00280129
2:Del:R:3	0.00095092	0.00015334	0.00000000	0.00003344	0.00598102	0.00035301	0.00001167	0.00970286	0.00031813
2:Del:R:4	0.00091462	0.00000703	0.00032907	0.00027089	0.00320509	0.00013410	0.00023940	0.00326678	0.00035326
2:Del:R:5	0.00000000	0.00000001	0.02190393	0.00336888	0.00029721	0.00000002	0.00090501	0.00126016	0.00000000
3:Del:R:0	0.00001883	0.00002909	0.01759418	0.01369703	0.00164994	0.00149213	0.00147408	0.00485692	0.00151347
3:Del:R:1	0.00463172	0.00425894	0.00062334	0.00276823	0.00002399	0.00366853	0.00239332	0.09990132	0.00591286
3:Del:R:2	0.00213591	0.00059670	0.00043162	0.00040233	0.00000564	0.00046380	0.00075042	0.01336235	0.00166435
3:Del:R:3	0.00051993	0.00032813	0.00034927	0.00046634	0.00003855	0.00012463	0.00029542	0.00361850	0.00039760
3:Del:R:4	0.00000000	0.00000001	0.00600433	0.00060085	0.00000833	0.00000002	0.00021051	0.00045932	0.00000621
3:Del:R:5	0.00000000	0.00000001	0.00872098	0.00099050	0.00023810	0.00005601	0.00034830	0.00039438	0.00002561
4:Del:R:0	0.00000185	0.00006187	0.01170803	0.00734637	0.00020260	0.00257654	0.00081796	0.00564235	0.00024410
4:Del:R:1	0.00197220	0.00053736	0.00019352	0.00088249	0.00101007	0.00234486	0.00281722	0.05403845	0.00113210
4:Del:R:2	0.00045768	0.00000000	0.00000804	0.00000319	0.00000000	0.00049319	0.00007697	0.01046974	0.00063818
4:Del:R:3	0.00000026	0.00000000	0.00357196	0.00045351	0.00001646	0.00011514	0.00013811	0.00369800	0.00006661
4:Del:R:4	0.00000000	0.00000005	0.00487684	0.00067029	0.00016236	0.00001852	0.00018266	0.00010704	0.00000000
4:Del:R:5	0.00018363	0.00002867	0.00150708	0.00017040	0.00008391	0.00007531	0.00005762	0.00072054	0.00005003
5:Del:R:0	0.00000000	0.00000000	0.01820278	0.25746305	0.00145527	0.03224187	0.00068964	0.00239311	0.00063921
5:Del:R:1	0.00317316	0.00000043	0.00010823	0.00003616	0.00000017	0.00700354	0.00030033	0.01190066	0.00057048
5:Del:R:2	0.00043030	0.00008977	0.00025176	0.00029014	0.00002014	0.00044903	0.00007508	0.00270651	0.00003977
5:Del:R:3	0.00013441	0.00000822	0.00017846	0.00002852	0.00003493	0.00016502	0.00015447	0.00096243	0.00009826
5:Del:R:4	0.00008815	0.00000102	0.00004146	0.00001190	0.00004822	0.00007091	0.00012153	0.00013925	0.00001417
5:Del:R:5	0.00004034	0.00001905	0.00068831	0.00009174	0.00000032	0.00000000	0.00004216	0.00011702	0.00002679
2:Ins:R:0	0.00024124	0.00058755	0.00819216	0.00240902	0.00208000	0.00194287	0.00101152	0.00118865	0.02478452
2:Ins:R:1	0.00028404	0.00000605	0.01971788	0.00315243	0.00348061	0.00017050	0.00120938	0.00048775	0.00000385
2:Ins:R:2	0.00102785	0.00025112	0.00742410	0.00104852	0.00145050	0.00037763	0.00048198	0.00014154	0.00110267
2:Ins:R:3	0.00046774	0.00045733	0.00123261	0.00054295	0.00089353	0.00037108	0.00044764	0.00030356	0.00094802
2:Ins:R:4	0.00218722	0.00262253	0.00003600	0.00100048	0.00022891	0.00005671	0.00039315	0.00033289	0.00343571
2:Ins:R:5	0.01622365	0.01663399	0.00060967	0.01121060	0.00000423	0.00005494	0.00265613	0.00325116	0.00040643
3:Ins:R:0	0.00002604	0.00005144	0.00403008	0.00071142	0.00026340	0.00098726	0.00058197	0.00013365	0.00771726
3:Ins:R:1	0.00112739	0.00039269	0.00675416	0.00112178	0.00040538	0.00010711	0.00077845	0.00062957	0.00295708
3:Ins:R:2	0.00018565	0.00005103	0.00133480	0.00016148	0.00016518	0.00076969	0.00005198	0.00106334	0.00030388
3:Ins:R:3	0.00001926	0.00016213	0.00001940	0.00008221	0.00000359	0.00028894	0.00003224	0.00001431	0.00027762
3:Ins:R:4	0.00012937	0.00010538	0.00001253	0.00011432	0.00002281	0.00014875	0.00005859	0.00012997	0.00088155
3:Ins:R:5	0.00219050	0.00116865	0.00001433	0.00053702	0.00001120	0.00000106	0.00019266	0.00022102	0.00186277
4:Ins:R:0	0.00001952	0.00000180	0.00272055	0.00085691	0.00003734	0.00161853	0.00009901	0.00048256	0.00500286
4:Ins:R:1	0.00123896	0.00071509	0.00450385	0.00142159	0.00002758	0.00068240	0.00129820	0.00169748	0.00173426
4:Ins:R:2	0.00000561	0.00005134	0.00030615	0.00016137	0.00013561	0.00041370	0.00004490	0.00002289	0.00005609
4:Ins:R:3	0.00024608	0.00005897	0.00000082	0.00003822	0.00000231	0.00036020	0.00000752	0.00006935	0.00077267
4:Ins:R:4	0.00015865	0.00039762	0.00001330	0.00020600	0.00000251	0.00001277	0.00017299	0.00026496	0.00139844
4:Ins:R:5	0.00229997	0.00091977	0.00080359	0.00132013	0.00000954	0.00009364	0.00013267	0.00026407	0.00019226
5:Ins:R:0	0.00000000	0.00000002	0.00495785	0.00046731	0.00005445	0.00817280	0.00016074	0.00011506	0.00268216
5:Ins:R:1	0.00004345	0.00174511	0.00694998	0.01028508	0.00024545	0.00605768	0.00155558	0.00276657	0.02358216
5:Ins:R:2	0.00001119	0.00024756	0.00034797	0.00008636	0.00000602	0.00123115	0.00003678	0.00004458	0.00052532
5:Ins:R:3	0.00009485	0.00022947	0.00016350	0.00015908	0.00009237	0.00005658	0.00015511	0.00005555	0.00010264
5:Ins:R:4	0.00000974	0.00021830	0.00015682	0.00005816	0.00001119	0.00002051	0.00017008	0.00001218	0.00001654
5:Ins:R:5	0.00007577	0.00020273	0.00062702	0.00045787	0.00004496	0.00001533	0.00004063	0.00003732	0.00000000
2:Del:M:1	0.00002405	0.00006023	0.01998858	0.00235843	0.00996446	0.00007848	0.00084763	0.19967178	0.00516032
3:Del:M:1	0.00000494	0.00000775	0.01384133	0.01128856	0.00115555	0.00140613	0.00149108	0.00617148	0.00123142
3:Del:M:2	0.00270223	0.00162044	0.00706681	0.00407594	0.00064711	0.00389320	0.00068774	0.04133820	0.00389199
4:Del:M:1	0.00006237	0.00005971	0.00882388	0.00551116	0.00036511	0.00270514	0.00185077	0.01207494	0.00015508
4:Del:M:2	0.00052154	0.00005125	0.00434798	0.00120659	0.00038858	0.00907956	0.00151068	0.02993711	0.00102157
4:Del:M:3	0.00055390	0.00000392	0.00106507	0.00019730	0.00000670	0.00463287	0.00169728	0.04648880	0.00225120
5:Del:M:1	0.00052325	0.00000000	0.00433540	0.29015273	0.00092453	0.08747662	0.00000000	0.00025666	0.00186876
5:Del:M:2	0.00000002	0.00000001	0.00201769	0.09744409	0.00106097	0.25991462	0.00004396	0.00001322	0.00153860
5:Del:M:3	0.00000000	0.00000011	0.00206471	0.01799891	0.00055338	0.22733765	0.00015188	0.00027813	0.00005049
5:Del:M:4	0.00040047	0.00000093	0.00008485	0.00008466	0.00080538	0.12819608	0.00003350	0.00293380	0.00004282
5:Del:M:5	0.00241185	0.00040337	0.00069989	0.00154886	0.00000000	0.10458299	0.00007751	0.00087925	0.00066048
