Type,Subtype,Indel_size,Repeat_MH_size,hdp.0,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13
DEL,C,1,0,0.0231388955173855,0.00277004734294809,0.000650686068002746,0.0189801702546973,0.0311380975393003,0.0281752528487591,0.116309825169595,0.345041073878163,0.0466820891793137,0.0125446528894061,0.0217615776876688,0.00943074212074926,0.00578041945967186,0.0338577772533062
DEL,C,1,1,0.0168840078991344,2.22218767518618e-05,0.000480118873623258,0.0307411931453282,0.020167465276997,0.0118490912482785,0.202543597082823,0.0981822388268273,0.0127019634129512,0.00311511482164894,0.000316867286116239,0.00203314062237749,0.00941110044109604,0.000770735942513602
DEL,C,1,2,0.00582860183128734,6.70940603999603e-07,5.65142495108047e-06,0.0280926563914784,0.00235257073011105,0.00985061593227833,0.206343990800435,0.00240879278007518,0.00662584353838038,0.000509737714385897,2.29896311924258e-05,0.00336746735556818,0.0018654358411183,3.75209477784732e-06
DEL,C,1,3,0.00953190902750073,0.00149124417804099,0.00196394290134866,0.014045583601327,0.00565850914383347,0.00227954687752625,0.0718180080081086,0.0115020463811188,0.00393791974108404,0.00113061165566536,0.0108347971563764,0.00183665261460586,0.00198516454762853,0.0247318978710728
DEL,C,1,4,0.019032654555226,0.0025214664342323,0.00107344555811814,0.00270612890909253,0.00119108955208898,0.00319595769638286,0.0452898343672239,0.0132069458373478,0.00400304210998927,0.00239455327498673,0.0105862474406589,0.00248091953191365,0.00334125491988869,0.0232034675044229
DEL,C,1,5+,0.0708134064678991,0.0103010825776072,0.00394254646169825,0.00216145405478299,0.000560511930516946,0.00307568449772776,0.0259371063019431,0.000886904630171891,0.00119727335087841,0.00468632345866279,0.016723246284493,0.00255995585873097,0.000886354344499354,0.0121891784499269
DEL,T,1,0,0.0420361582080159,0.0045296559860385,0.00255984470235221,0.111675091511914,0.0310056427725367,0.00738660911208948,0.0253791882227377,0.107391246540711,0.0368861940826161,0.0209130340446523,0.0344235246822808,0.00794534770631301,0.0131660947621696,0.0259090322374962
DEL,T,1,1,0.00339491533592071,1.83444129989167e-07,2.11636913769598e-06,0.0969810293664851,0.00913918369556599,0.00235981470266693,0.00596654906120125,0.0374754830346252,0.546289207096813,0.000758628967033854,1.46136941590351e-05,0.00319381437654691,0.00420510044160026,1.95029996632513e-06
DEL,T,1,2,0.0472287106203865,0.00507672136803904,0.000977139142819527,0.121607419570736,0.0074536375533296,0.0160375376614363,0.00667278743755229,0.0856867706554089,0.0171853447706808,0.00804488637130335,0.00422497251890826,0.00549187452721155,0.0156536405825839,0.0726416062683873
DEL,T,1,3,0.141753789343169,0.0129678105512489,0.00263292958553878,0.0785012052488518,0.00863528552260983,0.0227612897226381,0.00954602243392463,0.102858571578882,0.0555189368731105,0.0167461529703234,0.107226281187679,0.00698366803311377,0.00380908997247276,0.0338671748974101
DEL,T,1,4,0.0703514016725597,0.0353945748832105,0.00865301620632661,0.0439727421327551,0.000635387338595735,0.0180403544049468,0.0107080428620879,0.0883880056994067,0.0126000331638418,0.010617751019211,0.608746812048198,0.00397724497133646,0.00472345725438349,0.0400860025999985
DEL,T,1,5+,0.107963457214053,0.869087263604607,0.0228806642818941,0.0283459177093014,0.00956164700973254,0.00699959789398823,0.00860816556230377,0.00302601717321669,0.00566588165926941,0.0165069449583717,0.0164444089055398,0.00175440226706219,0.00616311681297166,0.0129247928084038
INS,C,1,0,0.000231972554332813,1.58802435241027e-07,1.47071699129189e-06,0.000507031321623603,0.00268261017083256,0.00214247069825658,0.0027516485736738,0.000200437430577937,0.00299076470313242,0.616714985006054,1.29983904020521e-05,0.000448224537673375,0.000737908462512948,2.2271760764451e-06
INS,C,1,1,0.00146348818517473,9.85221006110612e-05,6.15506902212425e-05,0.0011154131310095,0.00210898823926252,0.00178592206143989,0.00125983667264602,0.000207765815734952,0.00247955718021702,0.0186773513580198,0.00174809465623374,0.000380751340021716,0.133873308844326,0.000829179865997887
INS,C,1,2,0.000393590200751423,6.61783889072135e-06,1.11270023247413e-05,0.00301499839211166,0.00144079208382348,0.000240937261951854,0.00197384839241471,0.000330947322436035,0.00197629603693126,0.000839352684694472,0.000179012715774643,0.000244384959388072,0.0735275114696839,0.000182757267951854
INS,C,1,3,0.00388625517288212,0.000161374221336049,0.000904474281216437,0.000310813606954132,0.00014336026421218,0.000302705180835437,0.00637048291356402,0.00024861818242899,0.000428570942800785,0.00114180572775898,0.000932289582723096,0.00089626182290463,0.0297984592970465,0.00191609998215659
INS,C,1,4,0.0157134466898764,0.00162025068691772,0.0017768519235091,0.000157454422565008,0.000219803434186707,0.000830947530539685,0.00788813526870729,0.000445293489917108,0.000288885920034641,0.00100962915795234,0.00417202695700868,0.000125055827796665,0.00860640575934023,0.0254614257913628
INS,C,1,5+,0.0514674344890869,0.00526309625946956,0.0214223274141207,0.000268098897276375,0.000605637649992191,0.00102096185837007,0.0100026255455174,0.00101702551250398,0.000782751943240024,0.000899240020095436,0.00846711706657266,0.000956567260301448,0.00156573505662028,0.019021946332094
INS,T,1,0,0.00794146636357708,0.000666556719588473,0.00235006174929893,0.00490849511764799,0.00461506709801021,0.00719818399696316,0.0194926419809282,0.0140413966948591,0.0409042662959453,0.046483460891862,0.00619230097569828,0.00360111972403693,0.00456870992837155,0.00220269409548379
INS,T,1,1,0.00274321650510139,2.02666081153043e-06,1.34840888322367e-05,0.0145041193590517,0.00387069342424935,0.00224162141778755,0.0453457216272959,0.0106826003698306,0.00461461713560268,0.00447369336755913,7.87851991240265e-05,0.00129765468357481,0.229702302211312,4.09114561103432e-05
INS,T,1,2,0.00559763398571953,0.00026056853983318,0.000227540516899413,0.0304087639152922,0.00165172894547792,0.00236931624138633,0.0462097936929851,0.00240080211642645,0.00494070367864308,0.00217377567661686,0.00329349801663821,0.0002588263466626,0.14582946802653,0.00726235943704581
INS,T,1,3,0.00823273440388318,0.000790807051264246,0.00350778178763228,0.0215373750918288,0.00095490466985171,0.00166553841738472,0.0256680839431082,0.00169905645197186,0.011763106617512,0.000364152633633832,0.00280342100052156,0.000722782327883538,0.0923604614242113,0.0182920927588701
INS,T,1,4,0.0228862390690311,0.00225750223494726,0.0139568523362637,0.0113050472159604,0.00110629003604882,0.00188108663572755,0.00682888772929147,0.0039157064812412,0.0119498735272701,0.00693474508228473,0.00535178547889529,0.00160654615815105,0.0463923102206392,0.0466583554997638
INS,T,1,5+,0.00976405215651909,0.00665219726638422,0.867921177992733,0.00085304322679942,0.0116832993678033,0.0125250783947049,0.0187266713043031,0.00426011379900005,0.0191403978683493,0.0484630328728118,0.00747121567605993,0.00462098870834379,0.0107139536913478,0.0123781124801223
