MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00223168	0.00001190	0.00229844	0.02935929	0.08434329	0.00285196	0.02312241	0.37240288	0.01156927	0.00319528
1:Del:C:1	0.00000000	0.00000441	0.00388735	0.01959351	0.23273976	0.00439117	0.00145884	0.09602255	0.00047514	0.00006700
1:Del:C:2	0.00000000	0.00000000	0.00456138	0.00038098	0.21107478	0.00788387	0.00395749	0.00000000	0.00107704	0.00000000
1:Del:C:3	0.00226444	0.00172394	0.00922029	0.00498756	0.07529329	0.00571933	0.00003930	0.01026725	0.00089291	0.00054035
1:Del:C:4	0.00350765	0.00048182	0.00387697	0.00036118	0.04408654	0.00057974	0.00168636	0.01436406	0.00217437	0.00127244
1:Del:C:5	0.01473089	0.00182366	0.01210267	0.00048088	0.02640500	0.00093664	0.00109911	0.00027348	0.00232048	0.00359199
1:Del:T:0	0.00584489	0.00077099	0.10975547	0.03535758	0.02371037	0.07261873	0.00039819	0.11871205	0.00495228	0.01660729
1:Del:T:1	0.00000000	0.00000001	0.00646037	0.00473778	0.00283827	0.39541284	0.00001156	0.00789307	0.00785785	0.00000001
1:Del:T:2	0.00650370	0.00003328	0.12598252	0.00610836	0.00277251	0.06971469	0.00798130	0.08996282	0.00116268	0.00585605
1:Del:T:3	0.01877151	0.00126698	0.10057121	0.00403597	0.00241032	0.07646533	0.01940869	0.11731621	0.00413330	0.01381707
1:Del:T:4	0.04378263	0.00242082	0.09761554	0.00228380	0.00219921	0.02609829	0.01419353	0.10647776	0.00309035	0.01038966
1:Del:T:5	0.83083218	0.00030847	0.00873299	0.00034131	0.00099096	0.00237448	0.00017596	0.00810209	0.00078928	0.06410354
1:Ins:C:0	0.00000001	0.00000002	0.00000004	0.00000014	0.00000012	0.00000005	0.00000001	0.00000025	0.00000008	0.53504021
1:Ins:C:1	0.00017560	0.00000961	0.00676549	0.00221025	0.00550554	0.00318850	0.00143392	0.00000000	0.00005102	0.01408736
1:Ins:C:2	0.00000416	0.00000001	0.00491592	0.00182610	0.00404963	0.00393613	0.00001613	0.00000005	0.00005151	0.00046683
1:Ins:C:3	0.00039389	0.00064898	0.00190911	0.00012416	0.00873762	0.00035511	0.00000053	0.00001026	0.00073026	0.00075477
1:Ins:C:4	0.00267628	0.00112500	0.00438026	0.00023948	0.00829315	0.00017477	0.00025474	0.00008926	0.00016581	0.00079139
1:Ins:C:5	0.00770149	0.01910285	0.03993272	0.00329361	0.00807619	0.00063800	0.00001593	0.00005346	0.00207831	0.00260760
1:Ins:T:0	0.00104060	0.00222100	0.00239288	0.00327707	0.01720509	0.02311513	0.00636203	0.01397071	0.00453503	0.03834019
1:Ins:T:1	0.00000000	0.00000000	0.00852816	0.00490171	0.06652512	0.01213549	0.00019204	0.00461321	0.00026387	0.00284003
1:Ins:T:2	0.00045366	0.00000857	0.03034797	0.00091539	0.05560041	0.01714428	0.00000000	0.00000284	0.00002072	0.00144105
1:Ins:T:3	0.00102377	0.00306104	0.02536054	0.00103092	0.03215751	0.01751137	0.00004021	0.00008688	0.00037618	0.00029400
1:Ins:T:4	0.00329294	0.01372907	0.03042072	0.00175316	0.00845616	0.01308525	0.00043450	0.00185876	0.00169261	0.00461913
1:Ins:T:5	0.00253412	0.92223720	0.07376855	0.00907256	0.00145224	0.00151955	0.00553264	0.00532607	0.00248669	0.16194861
2:Del:R:0	0.00002298	0.00012273	0.01558585	0.00796636	0.00874749	0.02698778	0.00012629	0.01239676	0.08999517	0.00067812
2:Del:R:1	0.00288108	0.00007554	0.01364085	0.00760132	0.01201079	0.00928187	0.00030461	0.00047578	0.20932598	0.00609538
2:Del:R:2	0.00172425	0.00042210	0.00197132	0.00011313	0.01343085	0.00231524	0.00161749	0.00001738	0.04675363	0.00223616
2:Del:R:3	0.00094177	0.00013306	0.00016598	0.00000597	0.00623059	0.00002457	0.00039200	0.00000613	0.01001578	0.00014018
2:Del:R:4	0.00092235	0.00000769	0.00051353	0.00024435	0.00328789	0.00016133	0.00013582	0.00019172	0.00330231	0.00035144
2:Del:R:5	0.00000000	0.00000000	0.01776619	0.00058997	0.00068537	0.01652411	0.00000219	0.00000000	0.00097401	0.00000000
3:Del:R:0	0.00000040	0.00001133	0.01115812	0.01449439	0.00192857	0.01589326	0.00074051	0.00095602	0.00452136	0.00144417
3:Del:R:1	0.00424488	0.00334746	0.01340142	0.00087752	0.00000668	0.00053339	0.00395708	0.00145471	0.09828638	0.00437881
3:Del:R:2	0.00205124	0.00053162	0.00211589	0.00015500	0.00000014	0.00060944	0.00050340	0.00040564	0.01472039	0.00153402
3:Del:R:3	0.00047253	0.00025994	0.00147380	0.00033472	0.00004078	0.00020135	0.00011358	0.00022912	0.00357881	0.00028439
3:Del:R:4	0.00000000	0.00000001	0.00503736	0.00014007	0.00003034	0.00391170	0.00000001	0.00000000	0.00045006	0.00000742
3:Del:R:5	0.00000000	0.00000002	0.00732806	0.00022677	0.00028793	0.00607780	0.00004296	0.00000000	0.00022111	0.00003561
4:Del:R:0	0.00000000	0.00003551	0.00548025	0.00771376	0.00057038	0.01211479	0.00233288	0.00035046	0.00644826	0.00033017
4:Del:R:1	0.00191456	0.00040627	0.00244922	0.00048167	0.00095317	0.00013309	0.00241621	0.00247811	0.05789613	0.00031584
4:Del:R:2	0.00049526	0.00000015	0.00000264	0.00000118	0.00000000	0.00001402	0.00051623	0.00003246	0.01061078	0.00049730
4:Del:R:3	0.00000000	0.00000000	0.00311281	0.00008875	0.00005017	0.00252353	0.00011427	0.00000155	0.00372199	0.00001176
4:Del:R:4	0.00000000	0.00000026	0.00414142	0.00021166	0.00018756	0.00320050	0.00001576	0.00000000	0.00013749	0.00000000
4:Del:R:5	0.00014728	0.00002703	0.00141608	0.00004238	0.00007880	0.00098866	0.00010167	0.00000015	0.00075406	0.00005445
5:Del:R:0	0.00000000	0.00000000	0.00479991	0.29949009	0.00093502	0.02022526	0.01411186	0.00013702	0.00230919	0.00064376
5:Del:R:1	0.00322279	0.00000151	0.00015240	0.00000094	0.00000000	0.00056853	0.00751706	0.00017409	0.01189417	0.00034920
5:Del:R:2	0.00041624	0.00008778	0.00041525	0.00033685	0.00001346	0.00024902	0.00041370	0.00005903	0.00285997	0.00001325
5:Del:R:3	0.00011931	0.00000548	0.00030957	0.00001277	0.00002795	0.00009493	0.00018260	0.00010727	0.00091300	0.00008393
5:Del:R:4	0.00006206	0.00000025	0.00014903	0.00000985	0.00003516	0.00002803	0.00008210	0.00005781	0.00017688	0.00002707
5:Del:R:5	0.00002603	0.00001391	0.00050249	0.00002370	0.00000309	0.00065276	0.00000000	0.00004257	0.00013215	0.00000210
2:Ins:R:0	0.00021728	0.00054991	0.00463795	0.00182639	0.00231022	0.01012167	0.00197645	0.00077948	0.00101480	0.02599930
2:Ins:R:1	0.00021884	0.00000474	0.01808554	0.00170578	0.00313893	0.01219395	0.00007474	0.00098064	0.00024506	0.00000161
2:Ins:R:2	0.00094678	0.00019187	0.00787490	0.00045412	0.00134809	0.00430612	0.00039367	0.00037275	0.00000647	0.00110634
2:Ins:R:3	0.00044435	0.00037010	0.00199924	0.00038904	0.00084733	0.00106152	0.00036902	0.00043042	0.00025680	0.00096239
2:Ins:R:4	0.00204114	0.00223907	0.00467715	0.00041907	0.00024314	0.00010637	0.00004299	0.00014038	0.00028907	0.00357137
2:Ins:R:5	0.01467564	0.01277496	0.04725799	0.00353848	0.00001339	0.00166644	0.00003209	0.00010087	0.00205267	0.00033792
