Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID1 1),ID83B (ID2 1),ID83C (False Positive) (ID5 0.869),ID83D (ID8 0.991),ID83E (ID3 0.978),ID83F (ID6 0.998),ID83G (ID13 0.984),ID83H (ID9 0.994),ID83I (ID4 0.992),ID83J (ID14 0.986)
DEL,C,1,0,0,0.00220903,0.00148479,0.03099763,0.08612484,0.02320902,0.00491099,0.3673262,0.01120404,0.00260259
DEL,C,1,1,1.4e-05,7e-08,0.00509658,0.01924944,0.23457412,0.00118674,0.00421057,0.09393564,0.00097076,7.055e-05
DEL,C,1,2,0,0,0.00615089,0,0.20947704,0.00384069,0.0073395,0,0.00108096,0
DEL,C,1,3,0.00181784,0.0022493,0.0084719,0.00500734,0.07494912,5.06e-05,0.0052215,0.01009599,0.00167452,0.00060288
DEL,C,1,4,0.00054674,0.00351101,0.00187851,0.00088837,0.04439076,0.00173528,0.00052864,0.01389173,0.00252508,0.00109144
DEL,C,1,5+,0.00210406,0.01451357,0.00673346,0.00232734,0.02621821,0.00104476,0.00039272,0.00055672,0.00424837,0.00348901
DEL,T,1,0,0.00099796,0.00585867,0.13085013,0.03297412,0.02344409,0.00046651,0.06067552,0.1174249,0.00731869,0.01631596
DEL,T,1,1,1e-08,0,0.01473702,0.00093907,0.00273108,6.92e-06,0.425774,0.00642991,0.0036229,9.2e-07
DEL,T,1,2,5.502e-05,0.00662571,0.15411233,0.00374471,0.00213966,0.00771838,0.05359302,0.09065972,0.00237926,0.00597986
DEL,T,1,3,0.00144379,0.01875214,0.11259158,0.00433183,0.00275189,0.01953249,0.06694107,0.1167908,0.00722236,0.01335796
DEL,T,1,4,0.00322625,0.04348979,0.08620354,0.00718868,0.00247843,0.01474197,0.01739643,0.10667545,0.01167596,0.01024566
DEL,T,1,5+,0.00057713,0.8310213,0.00997205,0.00036032,0.00074848,7.127e-05,0.00140646,0.00740205,0.00757281,0.05988485
INS,C,1,0,2e-08,1e-08,4e-08,1.2e-07,1.2e-07,2e-08,6e-08,2.5e-07,6e-08,0.5321032
INS,C,1,1,7.32e-06,0.00019042,0.00892604,0.00185447,0.00541705,0.00146042,0.00223237,0,0.00153421,0.01399156
INS,C,1,2,1e-08,1.4e-07,0.0063189,0.00163944,0.0041299,1.796e-05,0.00344489,9.8e-07,0.00100034,0.00050061
INS,C,1,3,0.0006907,0.00038979,0.00146803,0.00018267,0.00874094,2e-08,0.00029678,3.228e-05,0.00100067,0.00083273
INS,C,1,4,0.00129057,0.00263383,0.00202637,0.00069069,0.00813226,0.00028078,1.108e-05,0.00017033,0.00095021,0.00081802
INS,C,1,5+,0.02042901,0.00747554,0.02064941,0.00639552,0.00802256,2.173e-05,2.14e-06,0.0021154,0.00605581,0.00253446
INS,T,1,0,0.00222235,0.0010224,0.00164205,0.00360642,0.01736083,0.00635302,0.02522915,0.01395121,0.00414115,0.03817211
INS,T,1,1,0,0,0.01297872,0.00422734,0.06613205,0.00016842,0.00994256,0.00455877,0.00292313,0.00290014
INS,T,1,2,1.027e-05,0.0004798,0.03854142,7.573e-05,0.05471521,0,0.01303041,6.76e-06,0.0016201,0.00140087
INS,T,1,3,0.00340409,0.00103353,0.02773609,0.00075854,0.03191201,4.068e-05,0.015002,0.00024873,0.00162906,0.00031004
INS,T,1,4,0.01430513,0.0032349,0.02325671,0.00324064,0.00829351,0.00044018,0.01165551,0.00283777,0.00387806,0.00467114
INS,T,1,5+,0.91427225,0.00330452,0.02949475,0.01320672,0.00172483,0.00555842,0.00033452,0.00898524,0.00897783,0.16966133
DEL,repeats,2,0,0.00017547,3.484e-05,0.01955321,0.00727738,0.00878407,0.00019988,0.03067672,0.01226737,0.08376188,0.00057641
DEL,repeats,2,1,9.035e-05,0.00290108,0.0156768,0.00726404,0.01170575,0.00043105,0.0167612,0.00063981,0.19758036,0.00607135
DEL,repeats,2,2,0.0004376,0.00167121,0.00176535,0.0001948,0.0134288,0.00163713,0.0040851,7.596e-05,0.04381353,0.00216234
DEL,repeats,2,3,0.00013403,0.00097185,8.833e-05,5.061e-05,0.00613003,0.00041411,0.00036914,1.061e-05,0.00925226,0.00018331
DEL,repeats,2,4,1.544e-05,0.0009252,0.00070505,0.00025725,0.00316743,0.00013487,0.00026695,0.00011887,0.00321287,0.00041084
DEL,repeats,2,5+,1e-08,0,0.02585635,3.549e-05,0.00061998,2.63e-06,0.01258349,0,0.00089909,0
DEL,repeats,3,0,1.154e-05,1e-08,0.01249881,0.01414209,0.00235464,0.00067884,0.01709076,0.00074767,0.00486893,0.00142996
DEL,repeats,3,1,0.00378648,0.00414127,0.00690276,0.0019497,7.76e-06,0.00414058,0.00414028,0.0019504,0.09255786,0.00437095
DEL,repeats,3,2,0.0005643,0.00208477,0.0009474,0.00033485,3.01e-06,0.00052407,0.00112003,0.00051732,0.01435098,0.00141334
DEL,repeats,3,3,0.00027578,0.00049245,0.00094661,0.00046046,1.676e-05,0.00011749,0.00025311,0.00021923,0.00350681,0.00037236
DEL,repeats,3,4,1e-08,0,0.00688901,0,1.591e-05,1e-08,0.0030475,0,0.00042009,8.08e-06
DEL,repeats,3,5+,1e-08,0,0.01001675,0,0.0002552,4.303e-05,0.00457596,0,0.00028131,1.401e-05
DEL,repeats,4,0,3.035e-05,0,0.00637004,0.00754446,0.00097854,0.00221449,0.01340856,0.00042465,0.00627884,0.00040022
DEL,repeats,4,1,0.00041777,0.00188002,0.00134193,0.0007773,0.00101665,0.00257254,0.00241355,0.00257051,0.05404245,0.0003421
DEL,repeats,4,2,0,0.00049186,1.56e-06,1.59e-06,0,0.00059818,0.00043839,4.219e-05,0.00954102,0.00053678
DEL,repeats,4,3,1e-08,0,0.00368064,4.5e-07,0.00011312,0.00012441,0.00258746,3.25e-06,0.00369395,1.701e-05
DEL,repeats,4,4,8.6e-07,0,0.0051497,7.127e-05,0.00021465,7.06e-06,0.00288328,0,0.00013926,0
DEL,repeats,4,5+,3.362e-05,0.00016343,0.00177074,1.157e-05,8.6e-05,8.545e-05,0.00080475,4.9e-07,0.00071073,7.152e-05
DEL,repeats,5+,0,0,0,0.00577694,0.29249075,0.00104318,0.01366,0.02315375,4.21e-05,0.00835292,0.00079871
DEL,repeats,5+,1,8.6e-07,0.00321374,4.623e-05,0,0,0.00748152,0.00116857,0.00023819,0.01077059,0.00039066
DEL,repeats,5+,2,9.74e-05,0.00041987,0.00032936,0.00029469,2.588e-05,0.00043709,0.00038069,6.445e-05,0.00288299,1.842e-05
DEL,repeats,5+,3,7.06e-06,0.00012567,0.00030386,9.01e-06,3.017e-05,0.00016375,0.00011037,0.00011331,0.00105359,0.00012211
DEL,repeats,5+,4,1.32e-06,6.911e-05,9.216e-05,1.572e-05,4.842e-05,8.926e-05,3.396e-05,7.721e-05,0.00016124,2.761e-05
DEL,repeats,5+,5+,2.304e-05,2.046e-05,0.00059002,5.39e-06,1.526e-05,0,0.0006644,3.896e-05,0.00018046,5.01e-06
