Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID1 1),ID83B (ID2 1),ID83C (False Positive) (ID5 0.869),ID83D (ID8 0.991),ID83E (ID3 0.978),ID83F (ID6 0.998),ID83G (ID13 0.984),ID83H (ID9 0.994),ID83I (ID4 0.992),ID83J (ID14 0.986)
INS,repeats,2,0,0.00059364,0.00019374,0.00568084,0.00164912,0.0022982,0.00194613,0.01000381,0.00100801,0.00099456,0.02594687
INS,repeats,2,1,3.53e-06,0.00021049,0.0232649,0.00113695,0.00324367,5.534e-05,0.00984641,0.00104572,0.00027997,4.2e-07
INS,repeats,2,2,0.00024887,0.00093918,0.00921353,0.00033745,0.00134818,0.00037763,0.00341539,0.00046307,0.0001955,0.00108298
INS,repeats,2,3,0.0004039,0.00044799,0.00164734,0.00044914,0.00093198,0.00037815,0.00096574,0.0004585,0.00037439,0.00106876
INS,repeats,2,4,0.00240515,0.00203479,0.00243661,0.00059163,0.00023656,5.52e-05,3.442e-05,0.00020764,0.00087191,0.00344726
INS,repeats,2,5+,0.01459137,0.01448381,0.02196478,0.00767653,7.56e-06,3.201e-05,0.00063457,0.00095457,0.00761911,0.00040314
INS,repeats,3,0,4.589e-05,5.5e-07,0.00424916,0.00037425,0.00035453,0.00103665,0.00251634,0.00051925,0.0002072,0.00827728
INS,repeats,3,1,0.0003618,0.00100608,0.00717733,0.00059387,0.00032057,6.804e-05,0.00532878,0.00070835,0.00077457,0.0030995
INS,repeats,3,2,3.632e-05,0.00018111,0.001639,1.201e-05,0.00017906,0.00081938,0.00070536,1.481e-05,0.00118883,0.00035122
INS,repeats,3,3,0.00014015,1.248e-05,5.58e-05,4.505e-05,3.6e-06,0.00029672,6.448e-05,4.474e-05,3.734e-05,0.00038625
INS,repeats,3,4,0.00010532,0.00011255,0.00010327,0.00011351,1.974e-05,0.00016396,4.26e-06,5.496e-05,0.00019834,0.00088293
INS,repeats,3,5+,0.00106141,0.00204849,0.00142567,0.00048613,3.83e-06,0,8.7e-07,6.883e-05,0.00052964,0.0019645
INS,repeats,4,0,1.07e-06,6.32e-06,0.00214333,0.00063612,0.00010489,0.00173165,0.00270406,9.82e-06,0.00044441,0.00533984
INS,repeats,4,1,0.00063077,0.00113457,0.00462127,0.00092169,2.782e-05,0.00064682,0.00490506,0.00121752,0.00192023,0.00199308
INS,repeats,4,2,3.367e-05,1.5e-07,0.00027575,0.00012683,0.00019211,0.00042115,0.00023848,3.231e-05,7.24e-05,9.086e-05
INS,repeats,4,3,4.973e-05,0.00025738,3.721e-05,1.666e-05,4.65e-06,0.00039401,3.48e-06,3.36e-06,0.00010158,0.00082157
INS,repeats,4,4,0.00040656,0.00015848,0.00022144,0.00015046,1.9e-07,4.38e-06,3.472e-05,0.00017393,0.00027243,0.00146429
INS,repeats,4,5+,0.00081488,0.00218762,0.00181112,0.00133936,1.572e-05,4.75e-05,0.00086904,7.051e-05,0.00051811,0.00017903
INS,repeats,5+,0,3e-08,0,0.00510389,0,5.993e-05,0.008781,0.0034206,7e-08,7.206e-05,0.00276847
INS,repeats,5+,1,0.00171317,3.921e-05,0.00199019,0.01090553,0.00023072,0.00564221,0.0126211,0.00146538,0.00234316,0.02498922
INS,repeats,5+,2,0.0002313,3.81e-06,0.00043711,2.754e-05,8.7e-06,0.00134649,0.00025352,1.959e-05,6.492e-05,0.00054842
INS,repeats,5+,3,0.00024117,8.815e-05,0.00039862,0.00010264,5.769e-05,5.564e-05,3.708e-05,0.00016296,4.311e-05,0.00011758
INS,repeats,5+,4,0.00020333,4.4e-06,0.00030157,2.695e-05,7.2e-06,1.977e-05,4.228e-05,0.00017411,1.745e-05,2.813e-05
INS,repeats,5+,5+,0.00019974,5.905e-05,0.0009022,0.00037491,7.17e-05,5.67e-06,0.00028536,1.029e-05,6.899e-05,5.4e-07
DEL,MH,2,1,9.648e-05,2.452e-05,0.02055505,0.00012822,0.00985306,9.55e-05,0.02311142,0.00030041,0.19447138,0.00223854
DEL,MH,3,1,2.55e-06,0,0.00969532,0.0115062,0.00189463,0.00085897,0.01373074,0.00099708,0.00645375,0.00141743
DEL,MH,3,2,0.00139999,0.00251544,0.01095901,0.00344836,0.00063527,0.00405223,0.00464797,0.00060137,0.04065862,0.00355746
DEL,MH,4,1,5.993e-05,2.791e-05,0.00992069,0.00530962,0.00027038,0.00252513,0.00542417,0.00188224,0.01138816,4.12e-05
DEL,MH,4,2,4.006e-05,0.00049494,0.00547467,0.00074569,0.00036773,0.00955088,0.00307035,0.00162745,0.02941338,0.00067691
DEL,MH,4,3,2.24e-06,0.00054577,0.00181955,0.00011974,5.75e-06,0.00492358,0.00218107,0.00144246,0.04514129,0.00169245
DEL,MH,5+,1,0,0.00050887,5.856e-05,0.33827982,5.27e-05,0.06715818,0.00697597,1e-08,0.00010062,0.00182357
DEL,MH,5+,2,2e-08,1e-08,0.00093187,0.1127426,0.00100063,0.27024028,0.00402009,2e-08,0.00125431,0.00148097
DEL,MH,5+,3,1e-08,0,0.00361285,0.0214573,0.00055923,0.242871,0.00088644,1.25e-06,0.00040022,2.226e-05
DEL,MH,5+,4,2.4e-07,0.00036735,0.00056966,5.848e-05,0.00096159,0.13814305,0.00010005,0,0.00340667,8.58e-06
DEL,MH,5+,5+,0.00035797,0.00230254,0.00067992,0.00103361,0,0.11155197,0.00432666,0,0.00058106,0.00050747
