"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.999012958145125
"hdp.2","SBS17b",0.999324232575436
"hdp.3","SBS7a",0.970621615927268
"hdp.4","SBS18",0.997847808366264
"hdp.5","SBS5",0.999171018430252
"hdp.6","SBS35",0.99501800864241
"hdp.7","SBS3",0.99759848752094
"hdp.8","SBS28",0.984418321620036
"hdp.9","SBS2",0.99955092007617
"hdp.10","SBS4",0.998887107078447
"hdp.11","SBS7c",0.999336344046614
"hdp.12","SBS22",0.988654576410786
"hdp.13","SBS13",0.998089911917407
"hdp.14","SBS40",0.999223652593996
"hdp.15","SBS12",0.993185449627102
"hdp.16","SBS7d",0.974927156400912
"hdp.17","SBS17a",0.998423011272468
"hdp.18","SBS41",0.993933712616162
"hdp.19","SBS44",0.994604951618818
"hdp.20","SBS16",0.989565307695996
"hdp.21","SBS7b",0.995024340296124
"hdp.22","SBS29",0.950851889724243
