Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (False Positive) (ID5 0.86),ID83D (ID8 0.99),ID83E (ID3 0.977),ID83F (ID6 0.998),ID83G (ID13 0.984),ID83H (ID9 0.994),ID83I (ID4 0.993),ID83J (ID14 0.987)
INS,C,1,5+,0.00797881,0.02100046,0.01858742,0.00180128,0.00831256,1.821e-05,0.00442128,0.00016615,0.00421883,0.00261819
INS,T,1,0,0.00103529,0.00229023,0.00138942,0.00371421,0.01760947,0.00641032,0.0253407,0.01371563,0.00424668,0.03759519
INS,T,1,1,0,0,0.01219334,0.00464621,0.06646243,0.00015818,0.00976212,0.00460277,0.00312556,0.00278351
INS,T,1,2,0.00046118,8.93e-06,0.03747278,0.00030142,0.05513851,0,0.0135495,0,0.00169602,0.00130334
INS,T,1,3,0.00101718,0.00338019,0.02726724,0.00063723,0.0319267,3.742e-05,0.01575684,5.948e-05,0.00158287,0.00026255
INS,T,1,4,0.00338365,0.0144416,0.0233364,0.00127179,0.00818941,0.00036948,0.01428544,0.00208904,0.00359732,0.00464764
INS,T,1,5+,0.00301265,0.91404279,0.0390953,0.00227757,0.00223612,0.00603213,0.00655817,0.00671839,0.00887538,0.17367089
DEL,repeats,2,0,3.099e-05,0.00014659,0.0195552,0.0079873,0.00883041,0.00010997,0.0275502,0.01231709,0.08596643,0.00132726
DEL,repeats,2,1,0.00295977,7.578e-05,0.01586416,0.00758577,0.01163093,0.00040679,0.01028007,0.0004338,0.20319778,0.00750891
DEL,repeats,2,2,0.00168896,0.00045819,0.00176964,2.456e-05,0.01338458,0.00165015,0.00295656,3.927e-05,0.04529218,0.00253602
DEL,repeats,2,3,0.00094773,0.0001256,7.791e-05,1.611e-05,0.00622903,0.00038577,0.00011619,8.57e-06,0.00968983,0.00026949
DEL,repeats,2,4,0.00091706,5.29e-06,0.0006088,0.00020567,0.00326465,0.0001254,0.00015851,0.00019778,0.00329045,0.00040441
DEL,repeats,2,5+,0,1e-08,0.0248366,0.00020663,0.0005281,2.05e-06,0.01292443,0,0.00099261,0
DEL,repeats,3,0,8e-08,1.043e-05,0.01258236,0.01468465,0.00219191,0.00071964,0.01617421,0.00075477,0.00458344,0.00141715
DEL,repeats,3,1,0.00426835,0.0038062,0.00748588,0.00071565,1.295e-05,0.00418086,0.00259595,0.00135253,0.09545773,0.00506925
DEL,repeats,3,2,0.00208757,0.00058355,0.00080864,0.00016084,1.97e-06,0.00053171,0.00094955,0.00042022,0.01468297,0.00160319
DEL,repeats,3,3,0.00051589,0.00025945,0.00090446,0.00030556,2.792e-05,0.00012439,0.00026168,0.00021824,0.00369873,0.00035436
DEL,repeats,3,4,0,1e-08,0.00664901,4.383e-05,1.26e-05,1e-08,0.00311044,0,0.00041996,4.93e-06
DEL,repeats,3,5+,0,1e-08,0.01056761,6.624e-05,0.00014566,1.865e-05,0.00407728,1.01e-06,0.00026109,1.726e-05
DEL,repeats,4,0,0,4.065e-05,0.00726284,0.00771971,0.00077566,0.00230085,0.01234249,0.00035777,0.00604086,0.00036723
DEL,repeats,4,1,0.0019081,0.00041703,0.00129369,0.00043808,0.00098804,0.00251037,0.00100637,0.00244451,0.05615048,0.00085382
DEL,repeats,4,2,0.00049553,0,3.333e-05,7.45e-06,0,0.00052925,0.00011404,2.616e-05,0.01003329,0.00061153
DEL,repeats,4,3,0,0,0.00398752,2.855e-05,4.977e-05,0.00011588,0.00200216,1.93e-06,0.00358248,5.43e-05
DEL,repeats,4,4,0,9e-08,0.00513724,0.00012325,0.00016472,1.238e-05,0.00287866,0,0.0001322,0
DEL,repeats,4,5+,0.00015041,2.838e-05,0.00177887,1.07e-05,7.466e-05,0.00010414,0.00081344,0,0.00069851,6.331e-05
DEL,repeats,5+,0,0,0,0.00666636,0.30477202,0.00103471,0.01433752,0.01555504,0.00015327,0.00262226,0.0005755
DEL,repeats,5+,1,0.00319003,0,3.492e-05,8.72e-06,0,0.00748056,0.00099179,0.00014001,0.01158922,0.00046591
DEL,repeats,5+,2,0.00040647,9.649e-05,0.00035092,0.00030613,2.112e-05,0.00044141,0.00032058,5.492e-05,0.00287071,3.59e-05
DEL,repeats,5+,3,0.00012336,4.09e-06,0.00027269,7.64e-06,2.666e-05,0.00016868,6.953e-05,0.00012445,0.00105318,0.0001225
DEL,repeats,5+,4,6.518e-05,9.9e-07,0.00011218,2.35e-06,3.975e-05,7.913e-05,3.333e-05,9.007e-05,0.00015799,2.396e-05
DEL,repeats,5+,5+,1.661e-05,2.209e-05,0.00057228,5.41e-06,5.16e-06,0,0.00064379,2.946e-05,0.0001479,2.51e-06
INS,repeats,2,0,0.0002055,0.00058409,0.00568833,0.00193335,0.00215826,0.00200863,0.00990125,0.00080252,0.00090042,0.02548722
INS,repeats,2,1,0.00020594,2.89e-06,0.02317035,0.00138397,0.00294913,5.778e-05,0.01002509,0.00096637,0.00031898,0
INS,repeats,2,2,0.00097505,0.00021426,0.00917913,0.00026475,0.00138733,0.00042141,0.00348264,0.00037969,0.00016723,0.00098569
INS,repeats,2,3,0.00044914,0.00041867,0.00182452,0.00032993,0.00084347,0.00034204,0.00100617,0.00047723,0.00033112,0.00096159
INS,repeats,2,4,0.00208776,0.00241497,0.00216706,0.00018363,0.00023482,3.533e-05,0.00062953,0.00011814,0.00069845,0.00352765
INS,repeats,2,5+,0.01499192,0.01469506,0.02213715,0.00345046,1.487e-05,3.093e-05,0.0064105,0.0002014,0.00582011,0.00033478
INS,repeats,3,0,1.1e-07,4.775e-05,0.00431204,0.00037027,0.00028633,0.00104429,0.00246491,0.0004275,0.00020152,0.00790149
INS,repeats,3,1,0.00104991,0.00036344,0.0070687,0.00046378,0.00031836,6.153e-05,0.00542314,0.00063162,0.00065533,0.00297309
INS,repeats,3,2,0.00017901,3.724e-05,0.00165049,2.005e-05,0.00014814,0.00080147,0.00072666,5.06e-06,0.00113052,0.00034245
INS,repeats,3,3,6.8e-06,0.00015391,5.306e-05,2.98e-05,2.9e-06,0.00030797,6.536e-05,1.729e-05,2.828e-05,0.00033285
INS,repeats,3,4,0.00010634,9.89e-05,0.00018395,9.15e-05,1.501e-05,0.00015254,6.39e-06,4.03e-05,0.00017563,0.00094362
INS,repeats,3,5+,0.00209037,0.00106227,0.00144449,0.00015306,4.45e-06,4.9e-07,0.00039976,1.391e-05,0.00034081,0.00192988
INS,repeats,4,0,9.06e-06,5.8e-07,0.00180741,0.00074858,0.00014313,0.00169262,0.00288481,3.97e-06,0.00039048,0.00510245
INS,repeats,4,1,0.00113881,0.00066716,0.00448867,0.00084823,1.725e-05,0.00067363,0.00506332,0.00099928,0.00194018,0.00181393
INS,repeats,4,2,0,3.201e-05,0.00031575,0.00014484,0.00016293,0.00043682,0.00023273,1.515e-05,6.771e-05,8.3e-05
INS,repeats,4,3,0.00023994,5.421e-05,6.101e-05,3.2e-07,3.23e-06,0.0003875,2.182e-05,2.23e-06,8.707e-05,0.00082521
INS,repeats,4,4,0.00015776,0.00037723,0.00022731,0.0001242,5.9e-07,6.68e-06,5.114e-05,0.0001509,0.00028491,0.00147133
INS,repeats,4,5+,0.00215903,0.00082795,0.00198989,0.00104138,9.5e-06,5.364e-05,0.00126907,5.11e-06,0.00032849,0.00019105
INS,repeats,5+,0,0,3e-08,0.00497062,3.702e-05,3.59e-05,0.00874423,0.00355684,3.83e-06,8.918e-05,0.00269424
INS,repeats,5+,1,4.248e-05,0.00174709,0.00200378,0.01130531,0.00022549,0.00577522,0.01250581,0.00128833,0.00241714,0.02453878
INS,repeats,5+,2,7.93e-06,0.00021773,0.00045278,2.163e-05,4.52e-06,0.00131984,0.00028111,7.75e-06,8.277e-05,0.0005581
INS,repeats,5+,3,9.047e-05,0.0002173,0.00042513,6.153e-05,7.146e-05,5.062e-05,7.099e-05,0.00018384,6.555e-05,0.00011919
INS,repeats,5+,4,3.97e-06,0.00019269,0.00027091,2.057e-05,7.25e-06,1.973e-05,7.911e-05,0.00016574,2.158e-05,2.145e-05
INS,repeats,5+,5+,6.552e-05,0.00018816,0.00077894,0.00038434,6.64e-05,3.56e-06,0.00035749,7.29e-06,3.437e-05,0
DEL,MH,2,1,1.248e-05,5.136e-05,0.02130101,0.00040668,0.00967832,8.486e-05,0.01629175,0.00016701,0.20079484,0.00404711
DEL,MH,3,1,0,2.08e-06,0.01026939,0.01248162,0.00175125,0.00095438,0.01178501,0.00093064,0.00625828,0.00132058
DEL,MH,3,2,0.00254938,0.00141565,0.01107194,0.00315182,0.00065446,0.00397609,0.00406321,0.00033449,0.04177324,0.00369963
DEL,MH,4,1,2.886e-05,5.003e-05,0.00983952,0.00561609,0.00020795,0.00257733,0.00478641,0.00171842,0.01170655,9.999e-05
DEL,MH,4,2,0.00047283,3.324e-05,0.00572161,0.0007294,0.00027627,0.00965135,0.00219421,0.00165687,0.02998944,0.00088138
DEL,MH,4,3,0.00054013,1.93e-06,0.00167783,7.587e-05,1e-08,0.00496521,0.00086084,0.00137779,0.04689983,0.00205167
DEL,MH,5+,1,0.00049782,0,0.00056912,0.3430978,0.00010646,0.06852235,0.00069975,4.693e-05,0.00032385,0.0014142
DEL,MH,5+,2,1e-08,2e-08,0.00097877,0.11540083,0.00108874,0.27014027,0.00275149,8e-08,3.8e-07,0.00146438
DEL,MH,5+,3,0,1e-08,0.00336332,0.02131294,0.00054948,0.24271637,0.00097471,2.006e-05,0.0002339,4.957e-05
DEL,MH,5+,4,0.000369,0,0.00046771,0.00020134,0.00101314,0.13801642,1.777e-05,6.7e-07,0.00321243,2.496e-05
DEL,MH,5+,5+,0.00235494,0.00030739,0.0006642,0.00078939,0,0.11155717,0.00463633,0,0.00062796,0.00050445
