# Original paramaters
"","ID1","ID2","ID3","ID5","ID6","ID8","ID14"
"prob",0.967213114754098,1,0.0163934426229508,0.590163934426229,0.163934426229508,0.19672131147541,0.114754098360656
"size",0.400112217896226,0.238686699294908,1.24905891025113,2.37528850881231,0.830069326163515,0.857421122726538,0.525308799615062
"mu",1587.59732670426,7687.38338364478,50,276.668385010154,543.475683163095,160.746418909512,579.723951451029
# Parameters derived from synthetic exposures
"","ID1","ID2","ID3","ID5","ID6","ID8","ID14"
"prob",0.934426229508197,1,0.0163934426229508,0.524590163934426,0.180327868852459,0.262295081967213,0.180327868852459
"size",0.454629086408089,0.231401950327836,1.24905891025113,1.97983134512702,1.20788464795126,0.798818968762062,1.20180525892587
"mu",1572.47017747775,8276.23531636258,232,301.352252992021,604.902713607334,138.429173584574,713.336912255461
# Difference between original parameters and parameters derived from synthetic exposures
"","ID1","ID2","ID3","ID5","ID6","ID8","ID14"
"prob",0.0327868852459016,0,0,0.0655737704918032,-0.0163934426229508,-0.0655737704918033,-0.0655737704918033
"size",-0.0545168685118636,0.00728474896707196,0,0.395457163685283,-0.377815321787747,0.0586021539644757,-0.676496459310805
"mu",15.1271492265128,-588.851932717801,-182,-24.6838679818665,-61.4270304442394,22.3172453249385,-133.612960804432
