# Original paramaters
"","ID1","ID2","ID4","ID5","ID6","ID8","ID9","ID14"
"prob",1,1,0.159574468085106,0.446808510638298,0.074468085106383,0.0851063829787234,0.202127659574468,0.319148936170213
"size",2.08108693143559,1.38968998815495,2.11618823842872,2.37104724065154,1.20719546582822,1.45795333335109,1.65780441300792,1.26715513866884
"mu",577.13883040737,708.230065458136,124.127815120328,388.000577621112,243.875823853932,102.762572864632,157.973850866186,307.126244620786
# Parameters derived from synthetic exposures
"","ID1","ID2","ID4","ID5","ID6","ID8","ID9","ID14"
"prob",1,1,0.127659574468085,0.414893617021277,0.0957446808510638,0.202127659574468,0.127659574468085,0.297872340425532
"size",1.82291328987804,1.35412308430075,1.44730935432347,2.04458089764124,1.47920127292871,1.58984603554976,1.85966285160331,1.84645882399649
"mu",567.234037934559,724.79951417172,143.251409898193,326.059794129353,271.259836242309,104.878396257895,161.262466887605,353.760325294966
# Difference between original parameters and parameters derived from synthetic exposures
"","ID1","ID2","ID4","ID5","ID6","ID8","ID9","ID14"
"prob",0,0,0.0319148936170213,0.0319148936170213,-0.0212765957446809,-0.117021276595745,0.074468085106383,0.0212765957446809
"size",0.258173641557552,0.0355669038542052,0.668878884105251,0.326466343010304,-0.272005807100486,-0.131892702198674,-0.201858438595397,-0.579303685327643
"mu",9.9047924728111,-16.5694487135843,-19.1235947778649,61.940783491759,-27.3840123883762,-2.11582339326358,-3.28861602141919,-46.6340806741798
