Group.1,x
hdp.1,6375
hdp.2,5008
hdp.3,5000
hdp.4,4372
hdp.5,4012
hdp.6,4000
hdp.7,4000
hdp.8,4000
hdp.9,4000
hdp.10,4000
hdp.11,4000
hdp.12,4000
hdp.13,3997
