Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (False Positive) (ID5 0.837),ID83D (ID8 0.991),ID83E (ID3 0.976),ID83F (ID13 0.976),ID83G (ID6 0.998),ID83H (ID9 0.995),ID83I (ID4 0.993),ID83J (ID14 0.987)
DEL,C,1,0,0.00225504,0,0.002454,0.02946986,0.08225998,0.00297147,0.02297149,0.37434578,0.0102543,0.00313455
DEL,C,1,1,0,5.25e-06,0.00317503,0.01938095,0.23244087,0.00456868,0.00135975,0.09630194,0.00046588,8.176e-05
DEL,C,1,2,0,0,0.00391959,2.625e-05,0.21127703,0.00810437,0.00396921,0,0.00118072,0
DEL,C,1,3,0.0022622,0.00189272,0.00785321,0.00479541,0.07527289,0.00575953,2.087e-05,0.01028475,0.00114416,0.00051231
DEL,C,1,4,0.00349152,0.0005714,0.00305124,0.0002344,0.04385224,0.00077099,0.00174621,0.01448871,0.00213705,0.00124176
DEL,C,1,5+,0.01469518,0.00215754,0.00935803,0.00030423,0.02624158,0.00131953,0.00106513,0.00037616,0.00248105,0.00361886
DEL,T,1,0,0.00564436,0.00092506,0.12771328,0.03380911,0.02310012,0.07001224,0.00021669,0.11791337,0.00471553,0.01603689
DEL,T,1,1,0,1e-08,0.00496942,0.00710363,0.00377042,0.39217718,6.41e-06,0.00882121,0.00787427,0
DEL,T,1,2,0.00633435,5.127e-05,0.14841044,0.0034593,0.0021396,0.06619942,0.00796988,0.08976745,0.00154761,0.00576501
DEL,T,1,3,0.01826663,0.00130655,0.11492801,0.0024824,0.00220496,0.07595428,0.01971996,0.11614375,0.00516586,0.01365406
DEL,T,1,4,0.04270356,0.00290386,0.10398318,0.00067203,0.00166882,0.02800305,0.01421453,0.10551819,0.00536233,0.01068801
DEL,T,1,5+,0.83271458,0.00042819,0.0124463,0.00018452,0.00077974,0.00232946,0.00021732,0.00755204,0.00040649,0.06507487
INS,C,1,0,1e-08,2e-08,4e-08,1.5e-07,1.1e-07,5e-08,1e-08,2.5e-07,7e-08,0.52794347
INS,C,1,1,0.00017811,7.19e-06,0.00747396,0.00205216,0.00565964,0.00317024,0.00143194,0,6.328e-05,0.01393339
INS,C,1,2,4.86e-06,1e-08,0.00586479,0.00168809,0.00408828,0.00374605,6.99e-06,8.6e-07,5.41e-05,0.00048722
INS,C,1,3,0.00039139,0.00072579,0.00151098,7.865e-05,0.00880279,0.00041944,0,6.44e-06,0.00069969,0.00071493
INS,C,1,4,0.00270352,0.00129445,0.0029243,0.0001619,0.00824643,0.00013641,0.00029492,0.0001123,0.00013857,0.00080397
