"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.926569538231799
"SBS96B","SBS7b",0.973824474586872
"SBS96C","SBS2",0.980930439766464
"SBS96D","SBS4",0.976470686782615
"SBS96F","SBS3",0.918457635279438
"SBS96G","SBS40",0.90987662441487
"SBS96H","SBS44",0.993333533612348
"SBS96I","SBS17b",0.999184469136868
"SBS96J","SBS1",0.989853503296464
"SBS96L","SBS12",0.976548192440589
"SBS96M","SBS18",0.988797903429612
"SBS96N","SBS7c",0.99829008781125
"SBS96P","SBS17a",0.99975772813101
"SBS96Q","SBS7d",0.968465721999073
"SBS96R","SBS13",0.998496572025812
"SBS96S","SBS22",0.982280512381379
"SBS96T","SBS41",0.907324601274972
"SBS96U","SBS28",0.978922851220295
