Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17,low confidence hdp.18,low confidence hdp.19
DEL,C,1,0,0.00806626527394232,0.0158653144900287,0.0246711327296391,0.00860080595347038,0.0188627352279235,0.0023908260742923,0.0198760722588509,0.0286117982040882,0.00975259525346024,0.00892329621845026,0.0235068532570333,0.0109943537814615,0.0178250469797926,0.16908477330428,0.0489594602642105,0.0308512045138965,0.019146366474489,0.0174296688466729,0.187854390811282
DEL,C,1,1,0.00221836580036851,0.014788677725394,0.026845783509005,0.008031051101239,0.00110669745284499,0.000492200370908476,0.0211526516644492,0.0118075807227131,0.0587419559538145,0.0151762561513104,0.000319816287267679,0.0167447567727129,0.0137007348575969,0.141259357139224,0.0690680426389289,0.00573420613754748,0.0153795319371966,0.0328142842312883,0.0213179703402152
DEL,C,1,2,0.000890860430992839,0.0325976126878653,0.02896768390941,0.00198283962307583,5.4714771894116e-05,9.64203809940101e-06,0.0250097611253699,0.0475579682693972,0.00784889050488341,0.0202829253859659,3.63265716050148e-05,0.00532787715495412,0.00454933491887292,0.0782485387589394,0.354056454894643,0.01456694070368,0.0201877720301711,0.0777224125402263,0.278205873800523
DEL,C,1,3,0.00409565333534593,0.0185332780060454,0.0130442567306406,0.00381671994093958,0.00376291724573134,0.00280221969986675,0.0125581838118084,0.0157996291934716,0.0305903406489969,0.00590148971269229,0.00774610718048109,0.00539443944423382,0.0125183987141128,0.0937380256890333,0.0131478715273987,0.00980435373549918,0.0116126973999043,0.00409010692411502,0.0834635795289328
DEL,C,1,4,0.00674356918905702,0.00506587579279142,0.00315452244771897,0.00294689364785855,0.0289112854688509,0.00246906541303182,0.00357193450804031,0.00568199000815803,0.00215315041419895,0.00150473914908385,0.0249855584070727,0.00691090203478024,0.00243240319253487,0.0534522185308395,0.0257746667593025,0.00278812457296511,0.00337032563862999,0.00912488321395204,0.0422361151497528
DEL,C,1,5+,0.00301156442453221,0.0141456198437445,0.00219385001639313,0.0015592288362693,0.118646429496369,0.00897179283561957,0.00283537818372545,0.00363935101520858,0.00520761066797245,0.00137215276556587,0.101223635634515,0.00819294960655899,0.001648270225403,0.0240027975465239,0.0197686421248003,0.00115529008985181,0.00332247111637764,0.00662306654209488,0.0267610497237569
DEL,T,1,0,0.0394582745763366,0.0172482936208032,0.0860575023032748,0.0236011487503151,0.0537452261361522,0.00646866649510051,0.0754280297165871,0.150449532680345,0.0642847232017908,0.0741092753712186,0.0468448947989609,0.00917691388286774,0.0902739328745814,0.0201725975010985,0.0522112244796681,0.047693827922388,0.0151470956862566,0.0236167341430499,0.0218450130851992
DEL,T,1,1,0.00099271250549675,0.0231112687691268,0.114118146727793,0.00775167995294244,6.12805445214099e-05,8.86230720773347e-06,0.0880850841163308,0.150523078420696,0.0258766247118787,0.08421328822605,3.91757144759963e-05,0.00534524123041839,0.0301397984073691,0.0290422351815483,0.00370584498724604,0.00459911984894904,0.218289542647495,0.168825910931174,0.00584290491421925
DEL,T,1,2,0.118382966180969,0.0234633884320249,0.104636430176602,0.0154362909580129,0.0750095750850815,0.00330579273109759,0.0777723703507693,0.0324345662116553,0.23612703510573,0.176084021619489,0.0387276867595345,0.013810228019251,0.130292442958304,0.0086680980821833,0.0592761505860868,0.119975681970128,0.00871408062347606,0.0140662306654209,0.011549505670253
DEL,T,1,3,0.558350453513147,0.020659572520115,0.0986313234149043,0.0123008590455807,0.225336587038435,0.00858457086768682,0.0845416002817619,0.151059729698826,0.0043189845063109,0.214934855890232,0.155254781039809,0.0308675381503208,0.227734942146897,0.00648022463767887,0.0425986074856332,0.177800797866479,0.00494952487295764,0.275615073185923,0.0140211544053504
DEL,T,1,4,0.0357199367936215,0.374018703593918,0.0521289971480851,0.0215270622376652,0.00682475588092607,0.0253997528138966,0.0450087341254494,0.00748412906185877,0.0335118144616221,0.0326999891139601,0.226213396527322,0.0211176097771321,0.108874475994622,0.00694616649887495,0.0187692922295118,0.186732714729673,0.244251760362783,0.00713173466209903,0.0135577202675196
DEL,T,1,5+,0.00928039533270844,0.0163573769156406,0.0265783338827882,0.0129563131089819,0.0117738893813218,0.330996486190281,0.021000863337871,0.00769528228233011,0.021550337481921,0.0132832947669783,0.0147329177858456,0.0154482391380473,0.0124529406577262,0.00652602909183035,0.0101498218415333,0.00796397111223763,0.019581614748308,0.00673725734454479,0.00445260250072696
INS,C,1,0,0.000780865904529989,0.00103764773621694,0.000493051976254137,0.000905762000953207,5.98214839375668e-05,1.118248205611e-05,0.000622984936717684,0.00262760499101794,0.000501966162253451,0.000730388147800787,1.70948572258893e-05,0.00277246404912876,0.000769132162543264,0.00259600692563347,0.00270897640765039,0.000762234320013518,0.00121459335050019,0.00172324301878958,0.00275334399534748
INS,C,1,1,0.00179005378065711,0.00226832597473441,0.00125427773665164,0.00232306963147849,0.00209448146810676,0.000112585533626142,0.00116485846830826,0.00240607305293021,0.00161159580270193,0.000762953224454326,0.00178356343723445,0.00540601549454334,0.001672816996548,0.00102286084512061,0.00422630095381775,0.00186425984292463,0.00308319850511588,0.00300010380982041,0.000881433556266357
INS,C,1,2,0.000860195290281984,0.00278310299056292,0.00298382937246103,0.000696937449677589,8.17073926952132e-05,1.2171409040664e-05,0.00257639224283007,0.00437122955057111,0.00160198695579815,0.00126352497415729,4.13125716292325e-05,0.00166405723199273,0.000641398038622072,0.00085670123902628,0.00309792264250196,0.00195609530316722,0.00365289519859627,0.00424582165472854,0.00303503925559756
INS,C,1,3,0.00313555825436306,0.000914588615273325,0.000543747557098495,0.000178105317126826,0.00524605232920784,0.00109824145200041,0.000515658818906914,0.0014111477090144,0.000428170218032423,0.000943689399881463,0.00338478173072608,0.00178560576024263,0.000902321124496678,0.0057963167532792,0.00313762369358729,0.000694276079434,0.000556023972836862,0.00351915291186546,0.00474338470485606
INS,C,1,4,0.00189257248865473,0.00241975657617847,0.00011328092964498,0.00100810424733571,0.0251739017833368,0.00262841578233139,0.000322646571598754,0.0010283877610583,0.000807527493793646,0.000445211119391945,0.0156574646474791,0.00205185491736147,0.000971415739571486,0.00525740365822801,0.0103855468323524,0.00177609780109174,0.000733769341202744,0.00229419703103914,0.0101592032567607
INS,C,1,5+,0.00177105472608625,0.00835827296706158,0.000181265780985315,0.00345926728913274,0.0224352450674633,0.0273530928044836,0.00598831420070519,0.000545419505081903,0.00208896331688171,0.000391478742913607,0.0474175725160282,0.00428313861452042,0.00131279768642136,0.0135363218265174,0.00477777336654988,0.00167324208562004,0.00104368434245608,0.00153638534205336,0.0124309392265193
