"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.922608487763749
"SBS96B","SBS7b",0.982947232543076
"SBS96C","SBS2",0.995640849128858
"SBS96E","SBS4",0.99345759923575
"SBS96F","SBS3",0.919534808415929
"SBS96H","SBS1",0.999676532455655
"SBS96I","SBS44",0.994564170069892
"SBS96J","SBS17b",0.999355250116671
"SBS96K","SBS18",0.991426107515594
"SBS96L","SBS7c",0.993378352006288
"SBS96M","SBS35",0.965140182351014
"SBS96N","SBS17a",0.999709285192338
"SBS96O","SBS7d",0.971176962133987
"SBS96P","SBS13",0.998919431159758
"SBS96Q","SBS28",0.976081634039344
