Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13
DEL,C,1,0,0.0135997678012214,0.0161573748753156,0.00309116081974415,0.00853917379645187,0.0176208146237325,0.0172487502928681,0.20091629073231,0.0323311977736219,0.00209419418081362,0.00868081075809669,0.0427377605922233,0.0163858067306573,0.0054605178959942
DEL,C,1,1,0.00737016928126902,0.0298712356797133,0.000363547051970673,0.000673321295054136,0.0182020762650775,0.0236645727348981,0.120668227859878,0.0117262227683158,0.00408577149654546,0.0320567121136118,0.00165354430862769,0.524495533412074,0.000383942664562092
DEL,C,1,2,0.00715008852929385,0.0146870129242763,1.0282253536906e-05,8.0433611615139e-05,0.0299187290598487,0.0207158502085486,0.114553137528622,0.00183467955179394,0.00034700703060548,0.0367022642633951,7.63174296289701e-05,0.00776870227737761,4.26602960624547e-05
DEL,C,1,3,0.00123813536628173,0.0127369428787455,0.00272885016145031,0.00447413789328168,0.0122626322872809,0.0136536957694475,0.0612759798325825,0.00634642143967835,0.0210553604484897,0.019026058447475,0.0131520370393925,0.0112621230016802,0.0059297811526812
DEL,C,1,4,0.0012324295690083,0.00565222752813281,0.00236486784844034,0.016134894903487,0.00248627814507976,0.00264698690435704,0.0487673748658058,0.00130427992172624,0.00212929995044686,0.0100855726492402,0.021190806293644,0.00810140901302547,0.0142911991809223
DEL,C,1,5+,0.000987487843198895,0.00206359982942752,0.00936398521475023,0.0345151429776786,0.00274451211264395,0.00296947425468795,0.0263938457904981,0.00148486455328154,0.0110569672125614,0.005746597198827,0.187282972309493,0.0109460516028147,0.0385222473443966
DEL,T,1,0,0.0110186870068377,0.0807415921055129,0.00669211640066119,0.0403685494360159,0.224387566972183,0.107895186872374,0.0404660660849536,0.0288392196086736,0.00667144645222442,0.312902131680412,0.0782126457980895,0.0156372165754496,0.0310993558295295
DEL,T,1,1,0.00225177478031718,0.00802854357307369,9.20987126618572e-06,0.000117949833366665,0.0407336642161202,0.0974299372812159,0.0110890063178731,0.00778078071640698,0.000259242606522382,0.00372353416585685,5.08782864193134e-05,0.0442832665147306,4.26602960624547e-05
DEL,T,1,2,0.0128132055334369,0.0256273269091362,0.00637000115312635,0.0182565321289215,0.115642119584657,0.0775174104058643,0.0108614464650854,0.00672450431685842,0.00512949303217984,0.0448785961990209,0.00911993284066193,0.0470114617470431,0.0133526726675483
DEL,T,1,3,0.0109186091340259,0.283177389361321,0.0141030979483687,0.0902786272858254,0.023580894738359,0.0631075828517854,0.0148432872603052,0.0106404064355595,0.00665254334549883,0.1852524024231,0.125465854310027,0.00969840134413521,0.068213813403865
DEL,T,1,4,0.0150444892560856,0.0481970356009092,0.0418621009760193,0.492065757032102,0.043781383275377,0.0437775165858287,0.0171540660411173,0.00213441329193345,0.0346318417431905,0.0417401888306558,0.00573652679377759,0.0519854274449786,0.378908749626722
DEL,T,1,5+,0.0181037928449619,0.0353641881439779,0.379223199085371,0.018313390371615,0.0237398055367131,0.0177673395145867,0.00707230292437242,0.00832889488377309,0.0187451307622408,0.00863962881340518,0.0127704498912477,0.00944887129239931,0.182756708331556
INS,C,1,0,0.000986536876986656,0.000887155932293899,5.61739065927286e-06,6.88283990499783e-05,0.00131293500341359,0.000277437662573021,0.00321343418709772,0.00287865942412206,0.000149874631895752,0.00137444740407896,3.8158714814485e-05,0.00141400362650342,8.53205921249093e-05
INS,C,1,1,0.00215414224919404,0.00073436299311799,9.75930947665474e-05,0.00145371709849249,0.000939665549691331,0.00127221824591909,0.00212606259948795,0.0016930103665378,0.000635954519125218,0.00101467735948234,0.00139915287653112,0.00153045098398017,0.00145045006612346
INS,C,1,2,0.00063200761624311,0.00278459729877517,1.52688310957552e-05,6.98502416657786e-05,0.00122979457980262,0.00306114275900058,0.00115360258297705,0.0011024943811702,0.00031055103906327,0.000920874041018361,0.000407026291354507,0.00164689834145692,0.000170641184249819
INS,C,1,3,0.000508200872230738,0.0018853722676494,0.000683722549221715,0.00136218919562009,0.00069808475637739,0.000298228619131432,0.00562220942868103,0.000215731027365427,0.00528881921743839,0.000576547225681061,0.00300181889873949,0.00166353367823932,0.00115182799368628
INS,C,1,4,0.00143786091290447,0.000663152223283885,0.00255447134203469,0.0166511443907409,0.000451203800260636,0.000472849117290126,0.00629003863196782,0.00134173486096091,0.0107747708335865,0.00102497284565522,0.0096923135628792,0.00464125896228769,0.0142911991809223
INS,C,1,5+,0.00129734433401991,0.00100167346852473,0.0204601011975608,0.0533412063873922,0.000575804668991818,0.00496907000003601,0.0104660458344694,0.00730333624571006,0.338790930289393,0.00121086356822104,0.0535239573131177,0.00106466155407316,0.0422763533978926
INS,T,1,0,0.00260974563306692,0.0135114641776954,0.00219391119009452,0.00242964978534006,0.00192226555427644,0.00560881950180427,0.0223744026256063,0.00604254174400091,0.00882775084085069,0.0273602545044182,0.0108116358641041,0.00878345782110359,0.00290090013224692
INS,T,1,1,0.00132336005254043,0.0106044164567564,2.02175598685789e-05,0.000160721245713735,0.0154555256282786,0.0120542906324509,0.0487580834671751,0.00325627116999101,0.000283546600883855,0.00574831311318915,0.000127195716048284,0.0176168216525544,0.000170641184249819
INS,T,1,2,0.000840993762408835,0.0298435168798385,0.000500603814299726,0.00628345622207268,0.0284938320374644,0.024537934131943,0.0341185716674364,0.00106612304395113,0.00351327740714186,0.00831532099895959,0.00372683448021471,0.00983148403839436,0.00567381937630647
INS,T,1,3,0.00214411181986019,0.0163952071170025,0.0026907301257917,0.00180136255413941,0.014829322369795,0.0184953525111784,0.0251709944929404,0.00233285380018049,0.0246469507263519,0.0240845739870815,0.0017934595962808,0.0126594912914012,0.000767885329124184
INS,T,1,4,0.00184064038789278,0.00761303938029653,0.00954700301957615,0.00698276151507145,0.0101262276110068,0.0117898688932479,0.00875511816097968,0.00440559600348731,0.0781008858805945,0.0154621043172977,0.0226153983133848,0.00359323274499692,0.0118595623053624
INS,T,1,5+,0.0370294242757719,0.002209972378432,0.439045892662357,0.0128750709815674,0.00458567576746436,0.15808781194663,0.0725758691339063,0.219076342353221,0.0178715371871367,0.00346729095444305,0.013190195754207,0.0260842080747925,0.00439401049443283
DEL,repeats,2,0,0.0031428074791319,0.0336288616293253,0.000359759019302629,0.000881193278611228,0.0375797850912567,0.0225136559906203,0.0102041792790454,0.00834382974633584,0.00645001005915322,0.022716418268997,0.000661417723451074,0.0158701112904031,0.000255961776374728
DEL,repeats,2,1,0.00410989483287301,0.0152423458068447,0.00320893047152775,0.015233337761318,0.0302941938472762,0.0228383322756228,0.010830236895326,0.00787717418266373,0.0193419288460058,0.0272796065293973,0.0269146135158168,0.0017134396885865,0.00900132246917794
DEL,repeats,2,2,0.0006031163570332,0.00407846025462094,0.00134706668123424,0.00332047758004312,0.00174839512481617,0.0038149914612326,0.0106610063783863,0.000397823279116327,0.00820799898463313,0.00172620984831889,0.0183161831109528,0.0136908821719096,0.00388208694168338
DEL,repeats,2,3,0.000312505610983678,0.000499710079256321,0.000749115789277136,0.00273240715465004,0.000690965602790181,0.000136710346426528,0.00729358909774285,0.000129985128740164,0.000831736695925975,0.00052506979481668,0.00387946933947265,0.00577246186349043,0.00170641184249819
