"ex.sig","ref.sig","sim"
"signeR.8","SBS1",0.998293806282351
"signeR.12","SBS2",0.990087085524095
"signeR.5","SBS3",0.986985584212853
"signeR.2","SBS4",0.994983318417089
"signeR.1","SBS5",0.936133171142935
"signeR.6","SBS7a",0.950891015310759
"signeR.23","SBS7b",0.918474788914378
"signeR.19","SBS7c",0.997037841856145
"signeR.25","SBS7d",0.940768733325788
"signeR.14","SBS12",0.943418319891035
"signeR.24","SBS13",0.999082526541697
"signeR.20","SBS17a",0.998291475028648
"signeR.9","SBS17b",0.999171867591118
"signeR.15","SBS18",0.995925417063064
"signeR.28","SBS22",0.979284673878234
"signeR.29","SBS28",0.978364897206343
"signeR.3","SBS40",0.976042273711567
"signeR.27","SBS41",0.940483184264207
"signeR.11","SBS44",0.993089380518535
