"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.991624017355901
"SBS96B","SBS7b",0.999470960888965
"SBS96C","SBS4",0.975876208858258
"SBS96E","SBS2",0.999913963455843
"SBS96F","SBS40",0.93767559774357
"SBS96G","SBS3",0.947535924190305
"SBS96H","SBS17b",0.999583389831856
"SBS96I","SBS1",0.999996459704404
"SBS96J","SBS44",0.999017001506389
"SBS96K","SBS12",0.993801114176909
"SBS96L","SBS7c",0.999949147214794
"SBS96M","SBS18",0.994102259571005
"SBS96N","SBS29",0.922451443365405
"SBS96O","SBS16",0.982814148009858
"SBS96P","SBS17a",0.999990316007081
"SBS96Q","SBS7d",0.999249338384251
"SBS96R","SBS13",0.999985037547449
"SBS96S","SBS22",0.998637742625872
"SBS96T","SBS35",0.947266723422599
"SBS96U","SBS41",0.984011696054404
"SBS96V","SBS28",0.992979744143395
