Data_set,Noise_level,Approach,Run,cpu_time
indel_set1,Realistic,mSigHdp_ds_10k,seed.1076753,151107.62199999994
indel_set1,Realistic,mSigHdp_ds_10k,seed.145879,153456.69599999994
indel_set1,Realistic,mSigHdp_ds_10k,seed.200437,151338.397
indel_set1,Realistic,mSigHdp_ds_10k,seed.310111,150500.274
indel_set1,Realistic,mSigHdp_ds_10k,seed.528401,149832.55100000004
indel_set1,Realistic,mSigHdp_ds_1k,seed.1076753,129429.31199999993
indel_set1,Realistic,mSigHdp_ds_1k,seed.145879,127851.494
indel_set1,Realistic,mSigHdp_ds_1k,seed.200437,127976.22300000001
indel_set1,Realistic,mSigHdp_ds_1k,seed.310111,128140.41399999995
indel_set1,Realistic,mSigHdp_ds_1k,seed.528401,128432.73000000007
indel_set1,Realistic,mSigHdp_ds_3k,seed.1076753,132568.594
indel_set1,Realistic,mSigHdp_ds_3k,seed.145879,132555.57100000003
indel_set1,Realistic,mSigHdp_ds_3k,seed.200437,133645.35700000008
indel_set1,Realistic,mSigHdp_ds_3k,seed.310111,133973.049
indel_set1,Realistic,mSigHdp_ds_3k,seed.528401,133075.12500000003
indel_set1,Realistic,mSigHdp_ds_5k,seed.1076753,137460.95799999998
indel_set1,Realistic,mSigHdp_ds_5k,seed.145879,137145.15399999998
indel_set1,Realistic,mSigHdp_ds_5k,seed.200437,136565.606
indel_set1,Realistic,mSigHdp_ds_5k,seed.310111,138269.108
indel_set1,Realistic,mSigHdp_ds_5k,seed.528401,138132.70099999997
