Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID8 0.976),hdp.2 (ID2 0.999),hdp.3 (ID9 0.998),hdp.4 (ID6 0.995),hdp.5 (ID11 0.999),hdp.6 (ID1 1),hdp.7 (ID14 0.918),hdp.8 (ID4 0.998),hdp.9 (False Positive) (ID5 0.921),hdp.10 (False Positive) (ID8 0.969),hdp.11 (ID13 0.999),hdp.12 (ID12 0.993),hdp.13 (ID10 0.987),hdp.14 (ID5 0.96),hdp.15 (ID3 0.967),hdp.16 (False Positive) (ID3 0.963),hdp.17 (False Positive) (ID1 0.782)
INS,C,1,4,0.000798690194795445,0.00278350560033469,0.000207746770685643,0.000349366240043976,0.0104776592445842,0.00165194768224691,0.0017035213070205,9.10916006758872e-05,0.000210178034097588,0.000670975630087036,0.000145874318563987,0.00417208849416742,0.0028271096747722,0.000292772323860901,0.00627138351154631,0.00576155291506967,0.00250515490055259
INS,C,1,5+,0.000671425755539824,0.00889668570442935,0.00064037013032101,0.000375518372394739,0.00204075142329075,0.0212368859184857,0.0015368192715845,0.000346793351696821,0.000428903992873928,0.00143043025218808,0.00104782531599059,0.0175727022015416,0.0125600348840021,0.000306008610317379,0.00829665251960352,0.00661652984676715,0.0226358567194589
INS,T,1,0,0.0041218009359654,0.00154434615620959,0.0123122414110124,0.00752401329124989,0.000841250292799363,0.0020244355107979,0.039100302066512,0.0014455802413005,0.00648012827443169,0.00425776727852617,0.0385739814668868,0.00607811719350052,0.00773286748525504,0.00402872803953765,0.020840329282674,0.0181860399238747,0.00255303292163705
INS,T,1,1,0.00576447008259484,6.19616057039854e-05,0.00915704172806761,0.00131075959799902,0.296491162410816,3.54313975026199e-05,0.0027849636868941,0.00115120669096633,0.0130934913887346,0.00469657637594647,0.00478848563279655,0.00246724221928915,0.0343705317548166,0.0123085221653326,0.0504848168682273,0.0375436343277119,8.32673086718805e-05
INS,T,1,2,0.000639938109932063,0.000788763382403084,0.00210944082232359,0.000338050721334068,0.161700924842988,0.000187157177074161,0.00179030076721207,0.000425733492496762,0.0268415757260974,0.0016212581505176,0.00349205899076757,0.00206223636557969,0.00180874955049405,0.0354344388944084,0.0404571991580574,0.0321906147071422,0.000607123616106188
INS,T,1,3,0.00113235368050993,0.0016008513568472,0.00157868795399957,0.000810216747592525,0.11381681222234,0.00366109156339838,0.000647768326332613,0.000836410705329715,0.0161229471275895,0.000481705702324094,0.00784720195985025,0.00150218799480002,0.00315356215428994,0.0185388801646087,0.0245471910123043,0.0222214569128677,0.00363286682071837
INS,T,1,4,0.00108192553481001,0.00381021874309135,0.00127394008761643,0.00137413610576068,0.0551906602610799,0.0148399408344943,0.00476435501620681,0.000897345398284276,0.00874456256271483,0.00193766715198715,0.0148750182785687,0.00280653365945082,0.00123306990919395,0.0124139176425374,0.00765718748521306,0.00672075307371566,0.012746927568502
INS,T,1,5+,0.0137720269079225,0.0392099793042128,0.0278323276373761,0.00681714388087606,0.0112775474294356,0.901909065283653,0.0365655668414566,0.00655676587742343,0.00246420047523731,0.0158139543122059,0.00682481240193642,0.00973210268723792,0.0159515134212142,0.00199875177083853,0.0140035687866782,0.0215325307737509,0.450504003800195
DEL,repeats,2,0,0.00851413659597447,0.000193031106546507,0.012946150740636,0.00147202574583641,0.000282774362765805,0.000545911026039839,0.000671894993600134,0.0691799906611153,0.0238726737231091,0.0081405841789571,0.0214999164457487,0.00356155032574464,0.00125140117148467,0.0320454590127449,0.0060009383586368,0.00703779392584992,0.00059311126802494
DEL,repeats,2,1,0.0100716745580988,0.00287998050770112,0.0038520201579018,0.00262561647009952,0.00160398755712829,0.00145318620263921,0.00599883350035429,0.220206017358582,0.024573229575062,0.00874002329509401,0.00507234278908214,0.00481346427745837,0.0153058239590378,0.0241849177553551,0.00916116374736194,0.00616593661839233,0.00312992409951775
DEL,repeats,2,2,0.000880366422465601,0.00153651381313576,0.00104528373936178,0.00232281831101501,0.00116206279955117,0.000500830576716096,0.00458197782285675,0.0501529775666755,0.00405718934394577,0.000692863128417911,0.0028950517374635,0.00113959357111076,0.00549313825750041,0.0054737739129319,0.0112981429554132,0.0130187447239593,0.00113047296054825
DEL,repeats,2,3,0.00023667764433347,0.000801884620139429,8.17844889334417e-05,0.000448424243437697,8.30616107342043e-05,0.000385613220166205,0.000601922874651104,0.0113873481394585,0.000456880638020422,0.000120534869007931,0.000153234452815985,0.000775367938574578,0.0013124403746442,0.000123093624967641,0.00695861869871099,0.00696598854065553,0.000827104670626607
DEL,repeats,2,4,0.000332727690255386,0.000728742926673048,0.000393201021565007,0.000275500070383487,0.000198950489619267,8.82239284247899e-05,0.000524695214653348,0.00315821542241113,0.000738974024536806,0.00017908347519541,8.81149762388201e-05,0.0102968116547231,0.00132297109978993,0.00100489136024628,0.0028632745213632,0.00210692470480863,0.000570753109824107
DEL,repeats,2,5+,0.000544266125375622,1.56252719349732e-05,0.00010596052516103,8.99799804626606e-05,0.00468623935777018,1.01776626487092e-05,0.000217427037800827,0.00229833332971155,0.0203824967161871,0.000724919005411833,0.000666505419376071,0.237466490309687,0.000609806991309422,0.0215917488018836,0.00037163171561101,0.000242892089397987,2.29250845577475e-05
DEL,repeats,3,0,0.00977613163620613,5.98615671852144e-05,0.00286317827886781,0.000933493482120379,0.000790990958005777,7.79678120077214e-05,0.0013222785039591,0.00468409951761809,0.0136915255690717,0.0110373430724206,0.0045776787929372,0.00606530055256035,0.0045383525109539,0.0211171534969697,0.00112901665900587,0.000565002425899347,9.52899632889563e-05
DEL,repeats,3,1,0.00163914306933956,0.00459245168313284,0.00461145058525097,0.00555268988221438,0.000851921966572044,0.00443115871600805,0.0059249545516098,0.0980082537682498,0.00466133172879289,0.00190790666086277,0.00139859278365798,0.00186563686121862,0.0283539774548875,0.00581066150412535,0.000610341616517789,0.000420941780738906,0.00619787061043027
DEL,repeats,3,2,0.000804132781185564,0.00234314907759596,0.000865488522054552,0.000317116211471891,0.000245098605828296,0.000490149438913159,0.00208505114247503,0.0190349514569135,0.000474077400377603,0.00064860736589687,0.000408536649744229,0.000958296359266136,0.00286650238735439,0.00116866214526838,0.000202742890684341,0.000135022862434459,0.00181168949053125
DEL,repeats,3,3,0.000379547408665025,0.000418901642411181,0.000141123740512931,3.06495308761998e-05,0.000292521324759589,0.000252161836812882,0.000360050244701494,0.00441751023594188,0.000435101238266022,0.000159852840823774,4.95726689325712e-05,0.00517318466651256,0.00360677336241374,0.000568311454913497,4.02163763126858e-05,0.000165728494236775,0.000490672036302388
DEL,repeats,3,4,4.10215297450616e-05,7.79292886115207e-06,2.85454549527013e-05,1.42060175486762e-05,0.00143116642331543,4.73617021027346e-06,5.80602746338695e-05,0.000720783355834969,0.00494541369500885,2.84989325913489e-05,0.000150469482595649,0.0730652620249609,0.000614682327025039,0.00511051612422832,0.000308020348641236,0.000227488914380599,9.94301610589264e-06
DEL,repeats,3,5+,0.000116180877838053,9.19582849333987e-06,5.01761987190595e-05,8.52233013104901e-05,0.0015536657418091,5.3759873502911e-06,2.65664426091806e-05,0.0003488001165121,0.00624506628182485,5.72906624353487e-05,0.000855999357109985,0.0838546987514572,0.000677281637613566,0.00978820610789398,0.000275997501419693,0.000181151812900655,1.65335350050287e-05
DEL,repeats,4,0,0.00744058455893248,5.93294753141827e-05,0.00215964671612136,0.00175619091074542,0.000263430392039681,8.46196252026905e-05,0.000219691404457792,0.0082110940079067,0.00917071816036219,0.00615666229061291,0.0019843138417922,0.00195442122845872,0.00161588126958422,0.0123379422967185,0.000433106660955299,0.000638217866348168,4.81587586554323e-05
DEL,repeats,4,1,0.00235007810916254,0.00163365876211758,0.00364548240113524,0.00255272340303812,0.000579744300948198,0.000938793787615959,0.00103259903430822,0.0660123512050412,0.00220201662995185,0.000647504857723308,9.0594593660616e-05,0.00464335249770699,0.00431467210832138,0.00324958297379661,0.000263836332166937,0.0011290849586089,0.00192586246247745
DEL,repeats,4,2,0.000267528949029044,0.000492919070415302,0.000691653531260705,0.000570561423606081,0.000319875298867784,2.93074334481653e-05,0.000665931098320522,0.0146251689285752,6.97724351903029e-05,0.000170230876778843,0.000200288145320065,0.000699555565498162,0.000334253016662727,0.000172323396799486,0.000147148974100313,0.000194460048682896,0.000289606697729034
DEL,repeats,4,3,6.19459162105141e-05,1.44440772490486e-05,7.2252368666133e-05,0.000219869971469912,0.000258007082417499,5.91907023223465e-06,0.000134809547309732,0.00434070990513834,0.00440831909436068,7.9445654552596e-05,0.00021293222622089,0.0320426898229968,0.000397632380965753,0.00422235831704939,5.42909341640899e-05,0.000211830586507649,1.24996359269802e-05
DEL,repeats,4,4,0.000243434087548165,1.31261645129283e-05,4.22688234728364e-05,5.09598466369817e-05,0.000898919817929249,5.34247311914732e-06,1.70146424153636e-05,0.00103577890924327,0.00548151697383664,0.000332317652196916,0.000271901858001934,0.0521127727691899,0.000913052872820822,0.00422084827985777,9.55520441287982e-05,0.0002175916694043,1.37915738749498e-05
DEL,repeats,4,5+,4.91741797847316e-05,0.000161478797610814,5.92247134187343e-05,2.12482074105707e-05,0.000273314811189787,2.87712057498648e-05,3.21795205194036e-05,0.000269305620790811,0.00114521414489443,0.000100013757856094,8.52909675084414e-05,0.024226558441397,0.00161217601444035,0.0013997148981532,2.90236399396135e-05,5.25816318923988e-05,8.33409000739801e-05
DEL,repeats,5+,0,0.305102791198239,2.60786601512838e-05,0.00163979194168552,0.0208992060840013,0.00119590225221676,2.40411290361629e-05,0.0061962001631237,0.00421357414747641,0.016173688558252,0.189804177920383,0.0158791255778726,0.00682326893010099,0.00177930252277172,0.0186295250525237,0.00200178010875724,0.00341269630134584,3.49395623523678e-05
DEL,repeats,5+,1,0.000397563342843598,0.00257170470669871,0.000571753287720335,0.00797124036241106,0.00108506179980028,0.000168467661402003,0.000559250725538159,0.0116860013097855,0.000205340146171768,0.000397119829336072,0.00330149252010121,0.00223475612029559,0.0198913697197189,0.00035030730024665,7.65003282048376e-05,0.000243556829732216,0.00191475561197539
DEL,repeats,5+,2,0.000517719479791903,0.000358264107914045,0.00016209270823937,0.00043980396284766,9.07842036985097e-05,7.7626576199712e-05,0.000107079028883942,0.00296429098382521,0.00053682747800196,0.000468038215752825,8.44644283678427e-05,0.00315864174055266,0.00251723333668756,0.000405312751054347,4.29808119874195e-05,9.54070243339413e-05,0.000259810356701178
DEL,repeats,5+,3,2.91444137781777e-05,7.55792161811306e-05,4.52977215017008e-05,0.000145904570952278,9.78445030914427e-05,3.11202486782153e-05,0.000275885968536275,0.00141486897865782,0.000168750279699671,3.07039489384726e-05,0.000109083487055674,0.00183767328098551,0.000442485469549433,0.000371708025078152,0.000100717019487112,2.85972634695092e-05,9.34447270214976e-05
DEL,repeats,5+,4,5.988342301866e-05,6.11807116154806e-05,2.31494349348924e-05,7.10845046650411e-05,3.98125909130698e-05,1.77160795948457e-05,2.19101393427456e-05,1.84156704871773e-05,5.20829799523326e-05,6.03451522932495e-05,0.000110529930551721,0.000639433867996987,6.31843508744012e-05,4.65637457166985e-05,5.60928062493197e-05,2.53541363843312e-05,2.85943481268968e-05
DEL,repeats,5+,5+,5.99358275643696e-05,1.49392182957031e-05,8.84743659523762e-05,4.72338880009612e-05,5.64574029332233e-05,2.66971318543076e-05,9.52947545212864e-05,0.000361173318356585,0.0003439055668496,3.4441632385892e-05,8.1925772436004e-05,0.00350702134429009,0.000244741852923992,0.000755786411330582,5.70553698388236e-05,4.96205158581058e-05,6.32368192633814e-05
INS,repeats,2,0,0.00211916496485712,0.000344401390301864,0.00103615886588827,0.00215135699285484,0.000249897110194466,0.000316713292744091,0.0254510187832085,0.000208492885918946,0.00700681696399524,0.00199885816301028,0.00940588750324084,0.00820132969931073,0.025694384315304,0.00642740505585704,0.00263713664002177,0.00297469285202839,0.000513286401606826
INS,repeats,2,1,0.00211497634438219,0.000162870611995689,0.00230974685471423,7.25281535867294e-05,0.000183980155685225,4.00510295909616e-05,0.00017673222295171,0.000387638222301734,0.0192661555613187,0.00196098248877231,0.00233844650453203,0.00301004638225841,0.0392367018392887,0.0195048518092157,0.0019875999036826,0.00115317004526425,0.000163926210980455
INS,repeats,2,2,0.000689804778356527,0.000893110047056013,0.000495848424372336,0.000639331608602872,0.000296045226403495,0.000110693697032552,0.000884362749497327,0.000510028701836924,0.00588301418320932,0.000295761372986323,0.000584215576128137,0.00303164048032731,0.0245677917381391,0.00745909744343367,0.00105154789792135,0.000500180171488771,0.000957663994773637
INS,repeats,2,3,0.00031106964015,0.000273586367077101,0.000386388122077113,0.000351062767601614,0.000429791039505374,0.00047105470571899,0.0015788216784468,9.23444427981335e-05,0.001036026279241,0.000134618055382347,0.00038859147310145,0.00131273473872073,0.00377936024674659,0.00138471690163983,0.00129715421478952,0.000923485473416047,0.000507249181027179
INS,repeats,2,4,0.000152066762103579,0.00191759012832615,0.000213410046411881,0.000183378624003732,0.000571821770301969,0.00263453999984536,0.00347286870953362,0.000117246065865081,0.000291976924426189,0.000147558970993335,0.000145923517322356,0.00203753520304045,0.00192185733909637,7.01228852910229e-05,0.00030604239785061,0.000320471986586695,0.00305929270714711
INS,repeats,2,5+,0.00189935035469661,0.0130520953537701,0.00157136175386533,0.000896489975391516,0.000612171693735209,0.0160821328631583,0.000847160162098036,0.000158966817245724,0.00086437326678584,0.00180535171203614,0.00145566334336598,0.0391945308208367,0.00600992384335585,0.00121236791098964,0.000200101710103386,0.000324628292312834,0.0218138870933344
INS,repeats,3,0,0.000711590096644351,0.000114336935870379,0.000108968212419385,0.000824237107408479,8.70353721624391e-05,2.76850399859777e-05,0.00631174664760516,0.000149941919126181,0.0040902769357231,0.000679911368464232,0.000420245954236043,0.00970592566907526,0.0193320712064233,0.00382238188386712,0.0002660373159844,0.000217470807525349,8.40958933473716e-05
INS,repeats,3,1,0.000517423768426828,0.00104668506333254,0.00119764918824515,0.000162933866436495,0.000385367385802938,0.000248631417236713,0.00307695536193413,0.000342181118751206,0.00410203626821519,0.000795830162266792,0.00380149950140502,0.00114029266061659,0.0362810783150528,0.00551276614448159,0.000378974197626067,0.000282058052726854,0.000771624930266014
INS,repeats,3,2,0.000235835428420281,0.000251984915146189,0.000163378080932291,0.000764624970227542,8.14621092788142e-05,3.02191728726904e-05,0.000159063784529758,0.000781640439100542,0.000550272651194579,0.000151969003687583,0.000462655283950093,0.000553290505556674,0.00298292540424334,0.000954676225162277,0.000109679425591821,8.37841403081793e-05,0.000216933825352001
INS,repeats,3,3,3.956917519254e-05,4.44087324306682e-05,1.4054256540095e-05,0.000279875831084037,0.000151702716159657,0.000120303902813032,0.000649745660596442,2.94362463235736e-05,2.33524553376426e-05,3.5775486536857e-05,1.11287591430604e-05,1.18068449873108e-05,0.00070653365190727,1.83294627468535e-05,1.70092029413549e-05,3.0047606016918e-05,7.83584895910931e-05
INS,repeats,3,4,7.9677368569521e-05,0.000102431380256044,4.05931726025263e-05,0.000224008858511471,9.0959149170193e-05,7.55464088075832e-05,0.000405353524084856,0.000146127957267307,5.87491739899973e-05,5.75762301262057e-05,1.12173169081245e-05,0.000109368669356142,0.000692882711903542,5.46983245992327e-05,1.92630103704371e-05,8.77390095694004e-05,0.000149417802336906
INS,repeats,3,5+,6.98664889763276e-05,0.00173185065112341,0.000168218378762731,3.94906801482691e-05,0.00032442388113155,0.00118439749874366,0.00213893350116436,5.92161926983829e-05,8.89399690706405e-05,9.06659344566482e-05,0.000157937854116058,0.00188194894968793,0.00156381268414143,0.000115197922025024,5.52124127223344e-05,7.1617377827139e-05,0.00175796776699859
INS,repeats,4,0,0.000893052065709147,1.74937519543137e-05,0.000179706132071085,0.00141766324109797,0.000192539987692586,1.31132046220759e-05,0.0061776865737664,0.000105593525418348,0.00254728749032652,0.000494263451160009,0.00091357174415335,0.00511741285926987,0.0160006568052276,0.00163297298784046,7.94467118751482e-05,5.91551751975524e-05,3.17587784171768e-05
INS,repeats,4,1,0.00141954556372556,0.00125115491341209,0.00134631547875153,0.000514310331586503,0.000564649005962954,0.000615874268613697,0.00063737137520345,0.00107238850824909,0.00366050627826369,0.000553524169184181,0.00300354483941875,0.00335640639409012,0.0567140003260625,0.00342909397700253,0.000144184982559463,0.000229859150117799,0.00133980506662412
INS,repeats,4,2,7.33139594476482e-05,4.22815966406872e-05,6.00689020850425e-05,0.000440882698294686,6.97657548862739e-05,4.63593219167069e-05,1.48778457109037e-05,0.000246189020570603,0.000431444626042334,0.000151007471969001,0.000142745277531721,0.00125300142427835,0.00658813865922808,0.000399549869003847,7.97401763841433e-05,8.65371053287237e-05,3.75125358183663e-05
INS,repeats,4,3,3.0158816055841e-05,0.000201508857352784,0.000143792055443122,0.000288262439010475,6.17807437144435e-05,7.26702784257896e-05,0.000595241398388651,8.92067939433044e-05,6.05656079842318e-05,4.43063694535977e-05,3.10739357858396e-05,0.000378673482323289,0.000465887080984397,3.06315736525844e-05,7.47278025705073e-05,0.000107795366926391,0.000135852453883226
INS,repeats,4,4,9.77344777482944e-05,0.00023452565062796,6.98555515984742e-05,9.87891197808122e-05,0.000130046965986289,0.000259237909706649,0.00199034639898408,0.000359011334163328,4.61706653828634e-05,0.000151589451693406,2.58785469020767e-05,0.000273965409672665,0.00183780655135913,3.55242647791008e-05,3.05555246765678e-05,2.71469209221004e-05,0.000391808801600376
INS,repeats,4,5+,0.000722639969425391,0.00187561768691608,0.000126853134113632,0.000241105374898916,0.000197613406371402,0.000867116749131339,0.000347436765647555,0.000215167319171975,0.000650752318581533,0.000509214184949686,0.000103720822393456,0.00828141428603387,0.00667238446039394,0.000458343209715944,0.000126524288408139,0.000126065654294443,0.00188629754422275
INS,repeats,5+,0,0.000193552446396354,1.61130228167522e-05,0.000143949015144897,0.00918565960210398,0.000956551854743775,1.03086728249985e-05,0.00257107671527528,9.60142723774566e-05,0.00486299151850576,0.000200363690335601,0.00289248356227664,0.00959111963689602,0.0653534852409937,0.00432766421577677,0.000282629799322982,0.000380661202304159,2.41761383934396e-05
INS,repeats,5+,1,0.00964354439237916,0.000165550778457182,0.00212990497371188,0.00652414076769037,0.00131760181998273,0.00120169845888457,0.0254193495424991,0.00226958448349045,0.00464292994649836,0.0102490027361723,0.0125174432967828,0.0044516466198867,0.277725059147573,0.0044637765794699,0.000566621273967701,0.00102851444622423,0.000618298606795377
INS,repeats,5+,2,9.6435593651065e-05,8.83124702615147e-05,0.000123909079166808,0.00130208810148272,0.000912815486822951,0.000125327229049242,0.000700885265306911,0.000142380517998995,0.000310384642779527,0.000127008941594322,5.92648243312578e-05,0.000917360784869342,0.010328886247107,0.000482252131916576,0.000106668479729532,0.000138957588049188,0.000283337800513148
INS,repeats,5+,3,8.7687777699408e-05,7.79058864227484e-05,7.50818854522011e-05,1.95196698990147e-05,7.07154588754118e-05,0.000227156411944264,7.10564635453233e-05,3.87161477069375e-05,8.17870182109914e-05,3.48428730654506e-05,3.33469184224859e-05,0.000282043777295561,0.00365650178671303,0.000165020618064877,5.04172026453548e-05,9.42051200932645e-05,0.000184649004690187
INS,repeats,5+,4,6.54495344093806e-05,4.93478259557543e-05,3.93841586834417e-05,2.48077142862191e-05,0.000149615866604578,0.000213132991271806,0.000547689698592387,7.4261385263765e-05,0.000131109730819144,2.87845002822059e-05,3.229406499339e-05,0.00161714938020278,0.00106633342771983,4.93022877421767e-05,1.92160560489979e-05,3.71515986796887e-05,0.000133154102472909
INS,repeats,5+,5+,0.000162693655337107,0.000107579861785934,0.000100191195582241,7.83891761490607e-05,0.000176757406925729,7.26984608474332e-05,0.000372647777511369,0.000123388318393616,0.000294458197006549,0.00029174535140984,2.86828761291078e-05,0.00419003179148366,0.00462240329869115,0.00034688198989391,0.000109925935779377,4.86267626311776e-05,0.000194202258925701
DEL,MH,2,1,0.0041441290156195,0.0002925741640304,0.00476711218787163,0.000531509279826485,0.000392615126772674,0.00106880996227704,0.00195751308245809,0.200493755058766,0.0287553788929052,0.00357391579888429,0.00938256729177396,0.00602226770964607,0.0026233206418594,0.0289034043370452,0.0074807918381463,0.00354599352473083,0.000769471700352731
DEL,MH,3,1,0.0104680176236637,6.1372855902242e-05,0.00371534219488782,0.00102734666700708,0.000269878382281723,7.0194033756507e-05,0.00133838421046287,0.00707234921557226,0.0130697293453394,0.00927653269059637,0.000676896197143597,0.014860700978601,0.00513314346825923,0.0124809948595945,0.000670331631446563,0.000532436864070956,0.000122156276270257
DEL,MH,3,2,0.00317541601545129,0.0024399971882886,0.00195125513801221,0.00408567689516149,0.00118371854972453,0.00125355792314421,0.00331806257216871,0.0543454197045501,0.00865709473622776,0.00391036876042729,0.00116283233355388,0.00623137314850028,0.0239410185785393,0.0094434270793997,0.000523511337596324,0.000788006021661108,0.00287574484788093
DEL,MH,4,1,0.00593718049252614,0.000218205703194696,0.00257639593510685,0.00251565587640142,8.27991925266793e-05,6.60710216387505e-05,0.000156065890645889,0.0110813663970713,0.008068107109509,0.00548455523410514,0.0015099098943436,0.00344705500001243,0.000636523831031005,0.0090649153556757,0.000134412614409927,0.000232672546077819,0.000204731280640905
DEL,MH,4,2,0.00190529078427097,0.000419088859921359,0.002832757791802,0.00911082673183518,0.000361549809443769,0.000106598105649368,0.000942486809107448,0.0311895711559112,0.00856819038350994,0.00162673815835733,0.000400743566418585,0.00502668657673579,0.00100899947970417,0.00585757503246836,0.000500973263305502,0.000187006899480934,0.000473105496060481
DEL,MH,4,3,0.0013211560291559,0.000691538373301788,0.00185022399591776,0.00488188608691962,0.000658994599620731,6.78929771136579e-05,0.00208165459248959,0.0378204542863188,0.00307189855930844,0.00110857739068776,0.000702174519193572,0.00054901829190995,0.00119601735775526,0.00276010911033932,0.000269535412931622,0.000270891758021573,0.000568790672434786
DEL,MH,5+,1,0.224063031708452,0.000524335892994945,0.000416944358074187,0.0658353843818006,0.000192602468218187,3.30625507104117e-05,0.00891817618596842,0.000649504400048056,0.00713519017170543,0.377697318779647,0.00817681396141898,0.00631689509804653,0.00219721630031444,0.0101568769960218,0.00203721301357331,0.00128907922814435,0.00032174978680162
