Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID13 0.998),hdp.2 (ID6 0.995),hdp.3 (ID4 0.994),hdp.4 (ID9 1),hdp.5 (ID1 1),hdp.6 (ID2 1),hdp.7 (ID8 0.982),hdp.8 (ID3 0.974),hdp.9 (ID14 0.979),hdp.10 (False Positive) (ID5 0.872),hdp.11 (ID11 0.977),hdp.12 (False Positive) (ID5 0.909),hdp.13 (False Positive) (ID3 0.935),hdp.14 (False Positive) (ID8 0.951),hdp.15 (ID5 0.995),hdp.16 (False Positive) (ID5 0.129)
DEL,C,1,0,0.0456195108993079,0.0302012989673836,0.011611138437495,0.333207407514611,0.000509439664252798,0.00415530786373914,0.0342499624507414,0.138295621585181,0.0104851580491543,0.0136733803353654,0.00847073112091932,0.0186352952618319,0.0669724927972065,0.0367070019575411,0.0254467998022833,0.00391783000699441
DEL,C,1,1,0.0157751602656991,0.00603908171717007,0.00245786504449115,0.0974363284975935,0.00059180192897922,4.64751863337412e-05,0.019372789264766,0.148395667504609,0.00253310628431259,0.036630101767823,0.00878706781073154,0.0293018531126767,0.31904547310396,0.0234185286947415,0.0271032563959669,0.00334534200768427
DEL,C,1,2,0.00722752048308817,0.00849924351971573,0.00315183743301356,0.00242222908011996,7.11872151092688e-06,4.25752814950407e-06,0.00274111269796015,0.212590983947869,0.00029994572286823,0.0210049183658159,0.00286623347338675,0.0258928696850965,0.135410016850856,0.00250470481883016,0.029618562150683,0.000165949659381617
DEL,C,1,3,0.00547218500506039,0.000861184623731006,0.00166397604827729,0.0109206023297057,0.00187446906481888,0.00235576886644266,0.0056912077453682,0.0717114151455771,0.000928086120816888,0.0133737977854882,0.00235883104193858,0.0155351696753499,0.0555425917118551,0.00605262113375791,0.0131944822574003,0.0136362329810576
DEL,C,1,4,0.00401038937248009,0.00259130702295474,0.00247882151717475,0.0130480677018545,0.000804528579614078,0.00344522980434845,0.00104259231587191,0.0437505948302928,0.00173089034463824,0.00125791183647048,0.00327795687333427,0.00364601927838369,0.0402393172596152,0.00192533179377262,0.00317029783611888,0.00716850789027393
DEL,C,1,5+,0.00155821107326715,0.00187126306653441,0.00238921453052764,0.000656139792288999,0.00264200715567618,0.0140542916820811,0.000581437113421591,0.0252635621736262,0.00343223072404689,0.00158670561692037,0.000755695701913518,0.00363192762206005,0.0220757762879345,0.000805596088027893,0.00223506047130227,0.0195051212524792
DEL,T,1,0,0.0387316061283845,0.00258145486607071,0.00777494771721384,0.105609373500471,0.00143739075700632,0.00674345266185051,0.0285384339534259,0.0282771433924943,0.0199134410019275,0.0613604308912387,0.0148230093072424,0.200109618894758,0.0346610385638753,0.0385636931208913,0.0886245231305403,0.0110650672134446
DEL,T,1,1,0.507139224969733,0.000720311172939592,0.00370744892602494,0.038957722419131,8.51672200890608e-06,4.04136975594871e-06,0.0109482187303416,0.00955775175653148,0.000646071751275182,0.0814413487476011,0.00943831484018431,0.0740341752268305,0.0205798278912616,0.00800886318080733,0.115585118750028,0.00014266688384482
DEL,T,1,2,0.018969571481718,0.00948536542066199,0.00533384785086957,0.0848807144117314,0.00033080788404944,0.0069692646213589,0.00908058172019487,0.0114442524021382,0.00850755038379375,0.229789415448844,0.0196155056606458,0.084306183331207,0.00797491489059825,0.00792283155291909,0.101135591307427,0.00970249786814092
DEL,T,1,3,0.0546272931489758,0.0214076719156162,0.00632000646198054,0.106513735681872,0.00207774102353506,0.01738922298803,0.0103930632283205,0.0153168152886211,0.016001713445457,0.0472916342186881,0.00610142148234635,0.0723658883153416,0.0100281831961759,0.00819059942272459,0.092083833319622,0.0120899884065192
DEL,T,1,4,0.0145412394113961,0.0169075520961163,0.0040316399379303,0.0956789554713551,0.00424662854551003,0.0444768415954986,0.00167212398654158,0.0134371190252051,0.0107791643647693,0.0299585469282927,0.00729984913519198,0.044497276391053,0.0153226969749979,0.00137908508464955,0.0527443966920223,0.0389201774473263
