"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.919043594087197
"SBS96B","SBS2",0.995487914701029
"SBS96C","SBS7b",0.980915135823638
"SBS96E","SBS4",0.993115199251135
"SBS96F","SBS3",0.919913447404632
"SBS96H","SBS44",0.994361261803819
"SBS96I","SBS1",0.999654223865759
"SBS96J","SBS17b",0.999312242111283
"SBS96K","SBS18",0.991478349068144
"SBS96L","SBS7c",0.993012986189659
"SBS96M","SBS35",0.968559422100098
"SBS96N","SBS17a",0.999712322640349
"SBS96O","SBS7d",0.97000374335532
"SBS96P","SBS13",0.998900523360841
"SBS96Q","SBS28",0.976109075837676
