"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.932696663909661
"SBS96B","SBS7b",0.980616260109925
"SBS96C","SBS2",0.993444948842384
"SBS96D","SBS4",0.979232322731865
"SBS96E","SBS3",0.921489766604103
"SBS96F","SBS40",0.920355888608677
"SBS96G","SBS44",0.993511261710795
"SBS96H","SBS1",0.995385654108513
"SBS96I","SBS17b",0.999390201914278
"SBS96J","SBS16",0.944259479419441
"SBS96L","SBS12",0.978615977436241
"SBS96M","SBS18",0.989576743464037
"SBS96O","SBS7c",0.997972153646884
"SBS96P","SBS17a",0.999711976934892
"SBS96Q","SBS7d",0.961015716407918
"SBS96R","SBS13",0.998696863926008
"SBS96S","SBS22",0.981736017465519
"SBS96T","SBS28",0.979494187417222
