MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00000000	0.00220515	0.00222403	0.03001037	0.08331635	0.02258687	0.00407804	0.37367401	0.00993165	0.00293099
1:Del:C:1	0.00000145	0.00000000	0.00539368	0.01934319	0.23478942	0.00101497	0.00398260	0.09747520	0.00048506	0.00007261
1:Del:C:2	0.00000000	0.00000000	0.00641096	0.00000000	0.21097481	0.00398178	0.00743640	0.00000000	0.00119426	0.00000000
1:Del:C:3	0.00184098	0.00226053	0.00877086	0.00467887	0.07527600	0.00001101	0.00530362	0.01052567	0.00173574	0.00055630
1:Del:C:4	0.00058711	0.00344708	0.00292259	0.00025656	0.04428771	0.00171647	0.00068685	0.01407241	0.00287390	0.00116774
1:Del:C:5	0.00213541	0.01468092	0.00810888	0.00032397	0.02644955	0.00109449	0.00037966	0.00027725	0.00494508	0.00344372
1:Del:T:0	0.00090513	0.00576582	0.12681239	0.03383219	0.02389343	0.00017785	0.06541691	0.11726200	0.00648309	0.01623274
1:Del:T:1	0.00000002	0.00000000	0.00793161	0.00392280	0.00304619	0.00001744	0.43777759	0.00753022	0.00455327	0.00000001
1:Del:T:2	0.00003685	0.00639763	0.14759495	0.00345831	0.00250713	0.00787936	0.06001420	0.08995104	0.00162141	0.00570215
1:Del:T:3	0.00115669	0.01815653	0.11698734	0.00243732	0.00227565	0.01950244	0.07652985	0.11506490	0.00697617	0.01336297
1:Del:T:4	0.00281002	0.04226628	0.10599895	0.00095151	0.00213935	0.01426876	0.02136278	0.10436819	0.01295221	0.00994739
1:Del:T:5	0.00019425	0.83337559	0.00877909	0.00031076	0.00082516	0.00011465	0.00206176	0.00751876	0.00108416	0.05674183
1:Ins:C:0	0.00000002	0.00000001	0.00000004	0.00000013	0.00000013	0.00000002	0.00000006	0.00000024	0.00000006	0.52645443
1:Ins:C:1	0.00000442	0.00019728	0.00773859	0.00210534	0.00565622	0.00138713	0.00268509	0.00000000	0.00010282	0.01388448
1:Ins:C:2	0.00000001	0.00000029	0.00546121	0.00169764	0.00426862	0.00001110	0.00375797	0.00000008	0.00004917	0.00045139
1:Ins:C:3	0.00070738	0.00041521	0.00153768	0.00004854	0.00885732	0.00000032	0.00031335	0.00000506	0.00072246	0.00077317
1:Ins:C:4	0.00134452	0.00266443	0.00254411	0.00020784	0.00813517	0.00031902	0.00001364	0.00006808	0.00082066	0.00076091
1:Ins:C:5	0.02139815	0.00766100	0.01937135	0.00155266	0.00809513	0.00001529	0.00000000	0.00015462	0.00718563	0.00244733
1:Ins:T:0	0.00228639	0.00101599	0.00116032	0.00341750	0.01739221	0.00624949	0.02675543	0.01392255	0.00410630	0.03807705
1:Ins:T:1	0.00000001	0.00000000	0.01417489	0.00423485	0.06504141	0.00017419	0.00926664	0.00474614	0.00018703	0.00293822
1:Ins:T:2	0.00001688	0.00045167	0.03591942	0.00015013	0.05521999	0.00000000	0.01457491	0.00000000	0.00016863	0.00133114
1:Ins:T:3	0.00343970	0.00100961	0.02603042	0.00043741	0.03220816	0.00004107	0.01630399	0.00008768	0.00093113	0.00031686
1:Ins:T:4	0.01462633	0.00325221	0.02293360	0.00104777	0.00834823	0.00042228	0.01283496	0.00205580	0.00431871	0.00457240
1:Ins:T:5	0.91336584	0.00263935	0.02863293	0.00332920	0.00197051	0.00664304	0.00076818	0.00713370	0.01660744	0.16604808
2:Del:R:0	0.00013869	0.00002823	0.01847854	0.00774312	0.00871194	0.00015523	0.02793921	0.01265761	0.08440039	0.00196715
2:Del:R:1	0.00004555	0.00282576	0.01598893	0.00741179	0.01163986	0.00045139	0.01024927	0.00047477	0.20055602	0.00941358
2:Del:R:2	0.00044311	0.00167353	0.00197128	0.00001909	0.01336856	0.00167827	0.00285255	0.00003424	0.04459947	0.00290537
2:Del:R:3	0.00013061	0.00094686	0.00017337	0.00003135	0.00619518	0.00042455	0.00006233	0.00001210	0.00946489	0.00040940
2:Del:R:4	0.00001158	0.00092289	0.00062882	0.00021322	0.00328624	0.00012821	0.00015365	0.00020268	0.00316741	0.00042249
2:Del:R:5	0.00000001	0.00000000	0.02178906	0.00007166	0.00090294	0.00000340	0.01448125	0.00000000	0.00100309	0.00000001
3:Del:R:0	0.00000923	0.00000012	0.01337039	0.01445458	0.00195762	0.00066623	0.01484540	0.00097800	0.00467769	0.00140946
3:Del:R:1	0.00388807	0.00417358	0.00807744	0.00069761	0.00001065	0.00418129	0.00081958	0.00163049	0.09436935	0.00601749
3:Del:R:2	0.00053458	0.00207274	0.00144499	0.00012610	0.00000118	0.00052767	0.00079632	0.00044921	0.01460424	0.00167564
3:Del:R:3	0.00028181	0.00046552	0.00113958	0.00031646	0.00002055	0.00012243	0.00016484	0.00019121	0.00356109	0.00037357
3:Del:R:4	0.00000001	0.00000000	0.00603909	0.00001418	0.00002749	0.00000001	0.00345184	0.00000000	0.00046241	0.00001435
3:Del:R:5	0.00000001	0.00000000	0.00922403	0.00002034	0.00030324	0.00003282	0.00485485	0.00000009	0.00023287	0.00000818
4:Del:R:0	0.00003532	0.00000000	0.00654303	0.00780021	0.00084686	0.00220931	0.01218812	0.00039598	0.00598021	0.00044966
4:Del:R:1	0.00045316	0.00184507	0.00200819	0.00050089	0.00088090	0.00249956	0.00041724	0.00251968	0.05513654	0.00140781
4:Del:R:2	0.00000000	0.00048756	0.00002816	0.00000677	0.00000000	0.00054469	0.00008933	0.00005239	0.00975550	0.00079161
4:Del:R:3	0.00000000	0.00000000	0.00384706	0.00001373	0.00003990	0.00012155	0.00205147	0.00000002	0.00347007	0.00009341
4:Del:R:4	0.00000012	0.00000000	0.00510231	0.00009017	0.00015356	0.00001558	0.00276129	0.00000000	0.00011716	0.00000000
4:Del:R:5	0.00002950	0.00016123	0.00170720	0.00000607	0.00009898	0.00010250	0.00084193	0.00000000	0.00071289	0.00010186
5:Del:R:0	0.00000000	0.00000000	0.00702482	0.30893785	0.00096226	0.01112780	0.01542927	0.00015498	0.00237346	0.00062600
5:Del:R:1	0.00000172	0.00320723	0.00009537	0.00000000	0.00000000	0.00758560	0.00090598	0.00025854	0.01083869	0.00058718
5:Del:R:2	0.00009608	0.00042285	0.00033243	0.00031673	0.00002024	0.00043986	0.00028994	0.00007436	0.00281175	0.00005765
5:Del:R:3	0.00000652	0.00012278	0.00032615	0.00000244	0.00003164	0.00017379	0.00006998	0.00012179	0.00101681	0.00011304
5:Del:R:4	0.00000133	0.00007060	0.00012207	0.00000044	0.00004734	0.00008622	0.00003562	0.00006254	0.00019894	0.00002765
5:Del:R:5	0.00002556	0.00001902	0.00061550	0.00000089	0.00000423	0.00000000	0.00057253	0.00003771	0.00016015	0.00000770
2:Ins:R:0	0.00061896	0.00019094	0.00533269	0.00169468	0.00230652	0.00200323	0.01021315	0.00084711	0.00106080	0.02565714
2:Ins:R:1	0.00000339	0.00020715	0.02183934	0.00127251	0.00330292	0.00005841	0.01063236	0.00107573	0.00015277	0.00001507
2:Ins:R:2	0.00023010	0.00094993	0.00901645	0.00025081	0.00143048	0.00039460	0.00361843	0.00034749	0.00019358	0.00104280
2:Ins:R:3	0.00042164	0.00042778	0.00178566	0.00027887	0.00092714	0.00035137	0.00102776	0.00048830	0.00037518	0.00107425
2:Ins:R:4	0.00244017	0.00206612	0.00253594	0.00021916	0.00024612	0.00004957	0.00001794	0.00009004	0.00105318	0.00342479
2:Ins:R:5	0.01502906	0.01474457	0.02343552	0.00312977	0.00001466	0.00002508	0.00066341	0.00019929	0.00874694	0.00033551
3:Ins:R:0	0.00004349	0.00000000	0.00446491	0.00031991	0.00025657	0.00104659	0.00207697	0.00049733	0.00022274	0.00815064
3:Ins:R:1	0.00038351	0.00098163	0.00723006	0.00035676	0.00035087	0.00007959	0.00561685	0.00062470	0.00062847	0.00317186
3:Ins:R:2	0.00003159	0.00017650	0.00165139	0.00000813	0.00016634	0.00084012	0.00083227	0.00000144	0.00112661	0.00039552
3:Ins:R:3	0.00015252	0.00000938	0.00006370	0.00002167	0.00000185	0.00029455	0.00006918	0.00003656	0.00003548	0.00036046
3:Ins:R:4	0.00011006	0.00010656	0.00014880	0.00009530	0.00002095	0.00015019	0.00000046	0.00004122	0.00018875	0.00089582
3:Ins:R:5	0.00108438	0.00211439	0.00157030	0.00011220	0.00001113	0.00000194	0.00000808	0.00002335	0.00044937	0.00190302
4:Ins:R:0	0.00000120	0.00000675	0.00185910	0.00066086	0.00013660	0.00172506	0.00290302	0.00000970	0.00037595	0.00537961
4:Ins:R:1	0.00062170	0.00113594	0.00458404	0.00074501	0.00002967	0.00063441	0.00512036	0.00110205	0.00195838	0.00201027
4:Ins:R:2	0.00003302	0.00000005	0.00028985	0.00012730	0.00018527	0.00043957	0.00026366	0.00001896	0.00007530	0.00009676
4:Ins:R:3	0.00005661	0.00025506	0.00002818	0.00000925	0.00000314	0.00039095	0.00000003	0.00000312	0.00009750	0.00075993
4:Ins:R:4	0.00040138	0.00015868	0.00021195	0.00011431	0.00000000	0.00000491	0.00002160	0.00015441	0.00031476	0.00141745
4:Ins:R:5	0.00085186	0.00215140	0.00222274	0.00108922	0.00001795	0.00003709	0.00082829	0.00000083	0.00060148	0.00014043
5:Ins:R:0	0.00000003	0.00000000	0.00456386	0.00001305	0.00006753	0.00878793	0.00395482	0.00000000	0.00006394	0.00282612
5:Ins:R:1	0.00176137	0.00004497	0.00184153	0.01131256	0.00020764	0.00566545	0.01266028	0.00132978	0.00222103	0.02448786
5:Ins:R:2	0.00023478	0.00000635	0.00037156	0.00001661	0.00000812	0.00134097	0.00031042	0.00000933	0.00011714	0.00054653
5:Ins:R:3	0.00022569	0.00008875	0.00042815	0.00003752	0.00009146	0.00005978	0.00004968	0.00015565	0.00007890	0.00012468
5:Ins:R:4	0.00019862	0.00000482	0.00024112	0.00001357	0.00001016	0.00001850	0.00005967	0.00015899	0.00002393	0.00002928
5:Ins:R:5	0.00021033	0.00005013	0.00078700	0.00038660	0.00007179	0.00000213	0.00034398	0.00000755	0.00005321	0.00000000
2:Del:M:1	0.00004600	0.00001706	0.01989211	0.00033858	0.00983767	0.00009844	0.01671522	0.00019821	0.19684206	0.00567725
3:Del:M:1	0.00000009	0.00000000	0.00985352	0.01191984	0.00159202	0.00087258	0.01259415	0.00113690	0.00598701	0.00144129
3:Del:M:2	0.00140146	0.00245489	0.01134952	0.00312108	0.00070267	0.00405021	0.00364154	0.00032253	0.04144490	0.00420109
4:Del:M:1	0.00004406	0.00002904	0.00922936	0.00560486	0.00030625	0.00256782	0.00506229	0.00181486	0.01181296	0.00020136
4:Del:M:2	0.00002647	0.00047860	0.00552739	0.00078143	0.00031699	0.00965294	0.00228898	0.00150336	0.02988296	0.00121806
4:Del:M:3	0.00000000	0.00054648	0.00190279	0.00005495	0.00000317	0.00494893	0.00066226	0.00153677	0.04579487	0.00255828
5:Del:M:1	0.00000000	0.00050765	0.00051194	0.34957755	0.00015965	0.06489487	0.00033657	0.00004471	0.00030832	0.00152710
5:Del:M:2	0.00000002	0.00000000	0.00098354	0.11730119	0.00118853	0.27092978	0.00302772	0.00000002	0.00000969	0.00135027
5:Del:M:3	0.00000001	0.00000000	0.00354711	0.02155402	0.00057457	0.24508173	0.00094625	0.00001611	0.00017034	0.00002023
5:Del:M:4	0.00000027	0.00038229	0.00052927	0.00020410	0.00096844	0.13921068	0.00001599	0.00000000	0.00330549	0.00004982
5:Del:M:5	0.00034610	0.00239806	0.00065193	0.00070626	0.00000000	0.11238301	0.00478808	0.00000165	0.00051894	0.00041532
