Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11
DEL,C,1,0,0.375878323113371,8.72333094772115e-56,8.89829288692123e-46,0.00147461161145805,0.0364272841167072,0.0217150597932259,5.84322089919454e-76,0.00591743282467207,0.0246856498203744,0.00481417101387807,0.110601907241346
DEL,C,1,1,0.10758242790868,0.000658960820034518,0,0,0.0215392542044078,0.0271706508910126,1.43800143192074e-125,1.77934000025652e-31,0.000494159470642455,3.28521932952875e-05,0.233938801077621
DEL,C,1,2,0,0,0,1.11359352566511e-112,2.2896732800237e-33,0.0259929911130273,0.00535707646016513,0,0.00738634967281625,0,0.206122634262173
DEL,C,1,3,0.0105823601966637,0.00188069441012259,2.81773487815442e-216,0,0.00467405452538972,0.0141704736645916,0.00373105090640241,0.000229491220241849,1.37207348098832e-82,0.00248334458745143,0.073750199183336
DEL,C,1,4,0.0137286220151576,0.000616851124260698,2.93138405950306e-288,0.00182603448816135,0.000398541753619088,0.0023517782277808,0.00262612694271661,0.000584687554791981,0.00206289175605224,0.00388828625975841,0.0499374000597662
DEL,C,1,5+,7.34636506508595e-178,0.00338280994412133,1.36819822056644e-166,0.000232343361866888,0.000427855522023752,0.00298502906946011,0.000284960661569012,0.00198462020940171,0.00102022511203557,0.0146285384754741,0.0255041335896583
DEL,T,1,0,0.114429251170541,0.00123324187607661,0.000235196781230628,0.0211835241681371,0.0342957521205878,0.108821745898722,0.0340492394159675,0.00271521585257676,5.12455120897402e-75,0.00792227321151153,0.0326300829195151
DEL,T,1,1,3.54890650424144e-13,0,0,0,6.83366822487404e-35,0.0881899929056662,0.712926401710502,0,8.09376955186699e-254,0,1.44485354392165e-13
DEL,T,1,2,0.0952489012536649,0.000847891555725425,6.12583395136283e-134,0.0116575014074229,0.00774351564997852,0.124143318365646,3.3740611870312e-40,1.66294005142147e-239,0.0108824792971417,0.00706591620389413,0.010951353461861
DEL,T,1,3,0.123065062444754,0.00224400863924064,4.55915416286678e-93,0.0181745009499032,0.00762985364533121,0.0949486351435454,0.0480653059557785,1.72905171488265e-302,0.0223111681166793,0.0202619224735769,0.0112283752314217
