Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16
DEL,C,1,0,1.1125369292536e-308,0.0222296549142369,0.0815135804526871,0.0139404323091157,0.610759926418314,2.65708380137165e-44,0,0.003299373805325,0,0,6.05545945727531e-72,1.80680447789397e-124,0.0297771480796785,8.72084226231666e-56,0.0003337842245588,4.45120053435479e-129
DEL,C,1,1,6.66905148035879e-236,0.000819464914982238,0.266099818891315,0,0.141493045506806,0.0160991207610594,0.000480253737314853,0,0,0,0.0178314506746434,0,0,0,0,2.91918757568378e-258
DEL,C,1,2,0,0.00534535384598527,0.250307012047,0,0,0,0,0,0,0,0.0211318273382708,0,0,0,0,4.53119087093306e-65
DEL,C,1,3,0,0,0.0792286614259062,0.0296119735858561,0.0135795445774225,0.0046692998883594,0.00126230901259435,0.00174033456492327,8.50126219176501e-244,0,0.0180139667625248,0.000236926913462042,8.09956230413817e-13,2.60451571095802e-215,0,0.00310168197558575
DEL,C,1,4,0,0.00180632400888563,0.0462604224748412,1.20268755709983e-59,0.0156495837059391,0,0.000468737046853814,0.00248257557423182,0,0,0,0.000536436424504031,0.0718575805358373,0.00513076912901519,0.000889605166302543,0
DEL,C,1,5+,0,0.000194257763566856,7.12935714177431e-05,7.40979341458186e-287,1.85200987717909e-234,0,0.00133150533792658,0.0088052298743959,0,0,0,0,0.386394517444216,0,0,0
DEL,T,1,0,1.30208075715901e-161,0,0.0184611034807527,0.0184384726362326,0.158060900721146,0.0296918288425945,1.01227840606245e-100,0.00572843924921677,0,0,0.192598581563981,0,0.0985699642261785,0.0303846898538552,0.0223680133770985,0.0418125623393863
DEL,T,1,1,0,0,6.86220409981547e-154,0,0,0,0,0,0,0,2.34991837533595e-14,0,0,0,0,0.76751964702864
DEL,T,1,2,7.88973847339898e-156,1.5730111755498e-07,0.011084851553825,8.85294443258253e-159,5.38038547517635e-83,1.12842851465336e-211,7.13408905970103e-231,0.00311471341503582,0.971978819830835,0,0.110573302212534,0,0.0244533406823259,0.0473081145191558,1.11533299628444e-274,1.1373074170458e-10
DEL,T,1,3,0.982059080033136,2.85147386243326e-62,5.250587904401e-135,4.97850113323698e-30,2.01197351333296e-134,7.80245408250664e-233,0.000840050017041953,0.00877117656089225,6.96343569059695e-287,0,0.0257506699079199,0,0.225982939914631,0.0829078556448573,0,4.97277770188118e-71
DEL,T,1,4,1.19042484182561e-287,5.38222327949007e-108,3.7946247320567e-116,4.86905480048403e-234,2.69442946739097e-173,1.28022616356868e-249,1.10167522645101e-58,0.0283438835816605,0,0,6.76321682141463e-34,1.11269961999278e-308,8.17845783574249e-286,0.783739776574395,0,1.00289242954448e-143
DEL,T,1,5+,0,5.95615608489964e-142,4.87698016243028e-53,1.19539884690325e-166,2.82483187614773e-262,7.83630622066966e-80,0.000385101456876209,0.884897748667706,0,1.11253692936977e-308,0.0076564112935817,0,5.80324427478139e-171,2.35110724778727e-137,0,2.90644307134394e-147
INS,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744091364371566,0
INS,C,1,1,0,0.00121097656317279,0,0,0,0,0,0.000187812768690388,0,0.168467562110818,0,0,0.0024710647805775,0,0.022582583394101,0
INS,C,1,2,0,0,0.000908185420678584,0,0,9.58717771114596e-05,0,1.38747018420857e-05,0,0.10079648002312,0.00385441188080949,0,0.000116597544498369,0,0.000235513527117027,0.000575197527509024
INS,C,1,3,0,0,0.00708247591089593,0.00727645476344204,0,0,0.000610497063717257,0.000296763084557354,0,0.0381203288964379,0,0.000250411456029966,0.000845778697524133,0,0.00176531976543151,0
INS,C,1,4,0,0.000124297269906102,0.00415264975095902,0.014327278424196,0,1.46604430886046e-22,0.00151109143097318,0.00158106033116973,0,0.0100840604170555,0,0,0.0331299461948969,0.00455819548637982,0.00167969850699272,0
INS,C,1,5+,0,0,0.0077527488863882,0.208121802894639,0,0,0.0180829264309945,0.00721542586101283,0,0,0,0,2.57743809691994e-18,1.11936428654779e-308,0,0
INS,T,1,0,8.90882349735083e-261,0.00710659911585286,0.0223505924514192,0.0224634935808466,0.0173265354928979,0.00170174521605177,0.00185718917104205,0.000853121266209556,0,6.29323406096494e-05,0,0.00091001099664326,0.000959752101341182,3.32615055438636e-189,0.0453445390262947,0.0420506977165742
INS,T,1,1,0,0,0.0550116265571859,0,0.00802562553269033,0.00209243555438266,0,0,0,0.31984529881593,0.012990960462577,1.11253692981114e-308,0,0,0,4.71612820952434e-14
INS,T,1,2,0,0,0.0476566097259377,0.00288253045814118,0,0,4.54295540712266e-68,0.000427055663605133,0,0.170886889513254,0.0501524061347705,0,1.00627099093072e-55,0.00566149175163187,0.00144136614853242,1.73921595811832e-103
INS,T,1,3,1.67006946825855e-178,0.000127537033841629,0.0309248722935848,0.0204975371297157,0,0,0.00323484964251044,0.00074850695050343,1.978289688996e-204,0.12104884429477,0.028405077051977,0,0,1.1125374727039e-308,0,0.00818402179789572
INS,T,1,4,1.97310322142736e-203,0.000877534597684306,0.00833615600217562,0.0780291332156434,0,2.7913439868338e-235,0.0137193625163462,0.00212666067512273,0,0.0576620992828653,0.0142814545183804,0.000226355410505994,1.01128206059281e-18,0,0.00369777514120799,0.0189033987367135
INS,T,1,5+,2.13278165397734e-261,2.60118484245521e-82,1.16609336289886e-93,5.57815915201172e-140,1.8645911213315e-128,1.93559901108854e-49,0.932885537994804,0.00190109542033036,0,0,7.58564847689124e-46,1.03790587748124e-206,8.46199537018672e-194,1.76099970238349e-115,0,3.42691166489372e-142
DEL,repeats,2,0,5.8235352038262e-49,0.00074908583013189,0.00696119278834331,2.44311247019188e-186,0.0166394032813678,0.0070249426760045,0.000207752571957755,7.29078464888741e-05,2.85355886520934e-25,0,0.0443287404432374,0.0748120546666989,6.87565220967253e-08,0,0,0.0290371174159861
DEL,repeats,2,1,0,0.000587611491623647,0.00711946726709931,0.0147847581812654,0,0.00634351319978177,0.000409307913377385,0.00175388958161857,0,0.000640565156955718,0.028883908688306,0.239276564948742,0.0362001417847078,0.0053146846933577,0.00428778552638159,0.00478307291644521
DEL,repeats,2,2,0,0.00161682558208747,0.0149954156221267,0.00907783503354471,0,0,0.000205686340516419,0.00140062907241977,0,0.000498716859174961,0.00177994896537317,0.0530736236301065,0.00987770702188283,1.17473809041082e-152,0.00418378093012087,0.00262337516502721
DEL,repeats,2,3,0,0.000178737912785669,0.00736766125236052,0.00293547913812661,0,0,0.000284580198624163,0.000467454483601171,0,0,0,0.0100284757897741,0.0103627808498059,0,5.079573853033e-05,0
DEL,repeats,2,4,0,0.000201948445009558,0.00239181853760975,0.00508636516676844,5.89854186339073e-45,0,0,0.000501840460457233,0,0,0.00123482181885017,0.00328357676885448,0.0115839291418192,0.000615954674604572,0,0
DEL,repeats,2,5+,0,0,0,0,0,0,0,0,0,0.00379436319543215,0.0524446619215667,0,0,0,0,0
DEL,repeats,3,0,0.00121843563021272,0.00067087704673901,0.000655174617769112,0,0.00280036897889893,0.013135337533131,8.72150739770582e-05,5.7908739856012e-07,2.32321136436477e-140,0.000477081484177989,0.0335489085488739,0.00428244799564806,0,0,0.00142586327706377,0.00570566496381007
DEL,repeats,3,1,2.04378749301774e-73,0.00502293253020617,0,0.0540860045762523,5.00840222469208e-98,0,0.00300548517377179,0.00402386228543276,3.46134251432884e-225,0,0.0028193186665403,0.105791918305074,0.00683246881045103,5.49181714689813e-55,0.00437383850898024,0.000788197804363386
DEL,repeats,3,2,0,0.000299064217806999,0,0.0186095107545018,0,6.80103872491033e-05,0.000137716498912578,0.00177344978138573,0,0,0,0.0190539287594132,7.25798585966217e-44,0.00537418584681623,0.00192515422052048,4.64137346949545e-05
DEL,repeats,3,3,0,0,5.1268018902512e-66,0.00357123737791254,0,0.000166788297161909,0.000212518875702256,0.000344749449562203,0,2.56449312885734e-05,0.00121279950357492,0.00452393467358956,4.42416501485991e-150,5.85645426098951e-05,0.000649578254105192,0
DEL,repeats,3,4,0,0,0,0,0,0,0,0,0,0.00104800903647952,0.0140717792322265,0.000179867827784215,0,0,0,0
DEL,repeats,3,5+,0,0,0,0,0,0,0,0,0,0.000833332168941347,0.0198959813863342,0,0,0,0,0
DEL,repeats,4,0,2.38530460841252e-38,0.00148346176498668,0.000267903585632096,0,0.00162582595085914,0.00827153842130892,1.93876468821685e-05,1.61978738402679e-06,0.0050355800889872,1.20435927678706e-05,0.0208499013298808,0.00853792170122578,1.07990260491647e-148,0,0,0.00250308388783551
DEL,repeats,4,1,0,0.00247088540149281,0,0.0146662904568531,0.00112023046753063,2.85095041730455e-06,0.000173438853756477,0.00145327085941079,0,0.000253007930186451,0,0.0686536573823329,0.00448683128950093,0.00619517502385608,0,0
DEL,repeats,4,2,0,0.000522649693055146,0,0.0028596589580329,0,0,0,0.000359444772028166,0,0,0,0.0124314058981477,0.00257471242286734,0.000266687205646777,0.000399825883935751,0
