"","ID1","ID2","ID3","ID4","ID5","ID6","ID8","ID9","ID11","ID13","ID14"
"hdp.0",0.603051581748994,0.777639227960894,0.124849412802692,0.0399120209905328,0.261022833329184,0.067755859278977,0.0757403329763122,0.132446167744907,0.061340481557044,0.0769612087370238,0.341962533124586
"hdp.1",0.0307468520708463,0.999340253724259,0.034303431442108,0.00499898635550711,0.151433547161597,0.0262531428426899,0.0302229825437164,0.0210724844096485,0.0184200434424644,0.0175873524218428,0.0904419653218198
"hdp.2",0.999954870101526,0.00572824156257012,0.0839809691368291,0.00573311452305947,0.0113014480478012,0.0389996068519191,0.0514478042328533,0.0174518451351588,0.0592296866241446,0.0231909108888801,0.451967035365545
"hdp.3",0.00771029393589207,0.14603093579689,0.37239856877357,0.21600478165124,0.996618964076897,0.128907094420536,0.202241064599333,0.540191660352482,0.135924618122412,0.5672030123384,0.0705631544403504
"hdp.4",0.0335345304800109,0.0295972750539987,0.100117037997226,0.044280793080816,0.186793688456426,0.457236670862412,0.999366398103406,0.120715542395199,0.0186353170983415,0.0983143406231807,0.0510377256825927
"hdp.5",0.0944855810125204,0.0388302831773569,0.996985559151894,0.0707461518868779,0.328387708399469,0.0713758880813042,0.109013637822028,0.511905050837838,0.188284367017831,0.132192868305227,0.075472096825289
"hdp.6",0.0416367735154718,0.015207825143907,0.0744707672246199,0.0263414836110775,0.122677094169856,0.999325207325574,0.4577448770819,0.105796468907316,0.0116904434516257,0.0522219645709092,0.043364563606479
"hdp.7",0.0151440600713648,0.0389252872398291,0.570579952699529,0.0561720694305072,0.537834940790601,0.112134613372305,0.145040239534899,0.999453411695213,0.031664995819366,0.293885645966744,0.0590043679528651
"hdp.8",0.226322161871726,0.0750065752469329,0.0535254765414815,0.0174773583621939,0.0629772009093708,0.0339246381669848,0.047631891793232,0.048304712519597,0.0348731542339666,0.0331417258870653,0.970883393642343
"hdp.9",0.0589558448841806,0.0184127636929917,0.137665348296688,0.0390122249060991,0.579686192412446,0.0520209960810301,0.0909043314953646,0.256214243940848,0.0274361378205749,0.997565265182556,0.0519536599070444
"hdp.10",0.016227173838854,0.0157442237839377,0.0770376113099733,0.991446047457605,0.241557606954657,0.0356921360573722,0.0594510019470451,0.0809757569402313,0.00964611035810137,0.0543786510662697,0.0286272739732603
"hdp.11",0.0476808226677516,0.0388401116020994,0.247162503488298,0.0681012713039018,0.298484679304687,0.0877910191959533,0.183581924372496,0.114002931827291,0.968378651377618,0.0804382691974912,0.0550738119683833
"hdp.12",0.0955435961671034,0.0883063734922849,0.148995039774939,0.107534569668549,0.377247850814928,0.111069949938431,0.0684625614956471,0.299028055408124,0.0570073390010487,0.090345643907358,0.0702749576461832
