"ex.sig","gt.sig","sim"
"hdp.2","ID1",0.999928262469348
"hdp.1","ID2",0.998343764050359
"hdp.6","ID3",0.974534032554703
"hdp.12","ID4",0.994624137236668
"hdp.3","ID5",0.99052727404449
"hdp.5","ID6",0.995413953250182
"hdp.4","ID8",0.990533469738807
"hdp.8","ID9",0.999671346245749
"hdp.13","ID11",0.977783315685577
"hdp.11","ID13",0.997841876462143
"hdp.9","ID14",0.969835963865319
