Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID2 0.778),hdp.1 (ID2 0.999),hdp.2 (ID1 1),hdp.3 (ID5 0.997),hdp.4 (ID8 0.999),hdp.5 (ID3 0.997),hdp.6 (ID6 0.999),hdp.7 (ID9 0.999),hdp.8 (ID14 0.971),hdp.9 (ID13 0.998),hdp.10 (ID4 0.991),hdp.11 (ID11 0.968),hdp.12 (False Positive) (ID5 0.377)
DEL,C,1,0,0.00915250090731944,0.0028064164517912,0.000544299276378307,0.0210738450254076,0.0341575628228013,0.112087439087468,0.0296502641598442,0.336467300527121,0.0113110844458678,0.0471290083610652,0.0120882477283542,0.00597126186626727,0.0298943310818832
DEL,C,1,1,0.00389132216531918,2.50489776894329e-05,0.000537070835951196,0.0302712416838059,0.0209891364706971,0.209934789044218,0.00616092511902314,0.0964931813941346,0.00272340445046911,0.0141943491867224,0.00230683699404912,0.0141136846258415,0.000745441226472435
DEL,C,1,2,0.00269963218448455,6.79002311359182e-07,1.98025914109275e-06,0.0278021602450017,0.00248508133172069,0.190484748818404,0.00807565597413369,0.00268710694707909,0.000452522435448724,0.0074267115153754,0.0033894296778632,0.00224123076025069,2.57393420647893e-06
DEL,C,1,3,0.00490477873374446,0.00154636030720731,0.00168612502054428,0.0139044822854944,0.00577926335873263,0.0677409043663617,0.000957885222960977,0.0113485703302537,0.00105485684623822,0.00447420756344147,0.0014710255861053,0.00230655998573958,0.0201860262595095
DEL,C,1,4,0.00719891125518496,0.00212805031819499,0.000760355828808093,0.00284354361140884,0.00141716259755068,0.0433658828987855,0.00262795137709154,0.0130887543205167,0.00219779254561574,0.00406958365700222,0.00234127830181138,0.00312911581628189,0.0199106981494701
DEL,C,1,5+,0.022595135326994,0.0108250027834101,0.0027078275452726,0.00231811317024747,0.000613226844114737,0.0247450624981698,0.00187929455783089,0.000827551048606993,0.00443580888518303,0.00128595664740512,0.00229027251855891,0.000744387030293425,0.0135861648448575
DEL,T,1,0,0.0225286053870598,0.00380557135922917,0.00147021300267428,0.112322064233739,0.0329734930109898,0.0286681816139916,0.00314710906959356,0.108530360122852,0.0187488313331939,0.039622434147377,0.00755475894167196,0.0244299138226871,0.0222824205484307
DEL,T,1,1,0.00818537263700961,1.74723626733074e-07,1.79498278140433e-06,0.0975550310148129,0.0101160312364761,0.00926964776830075,0.00106377149772514,0.0389467580108443,0.000696091111637527,0.514274986710077,0.00358870913095601,0.00803130220460077,1.5948775238485e-06
DEL,T,1,2,0.0221914336694719,0.00478197200991945,0.000743696328378037,0.120831798574142,0.00862067901756557,0.00853026181770556,0.00988924974057624,0.0850079840563604,0.00711088543335828,0.0209476153734301,0.00495008700091737,0.0329197844913457,0.0768745412647492
DEL,T,1,3,0.0477640130859801,0.0135590891479498,0.00221429141908332,0.0817329491266957,0.00971312984672265,0.0122838563440502,0.0214730572341586,0.104237681235728,0.0158725915302217,0.0545633384600532,0.00713009100548225,0.00578814044923779,0.0537729241069197
DEL,T,1,4,0.0779022520286282,0.0316623745119721,0.00393333664321295,0.0457668580371471,0.00138523802311614,0.0128063935536683,0.0170917755144011,0.090526831721645,0.0111666955653888,0.013658272179164,0.00474434652043725,0.00706048714588564,0.0656275064640377
DEL,T,1,5+,0.326025387254152,0.852988757962315,0.000789968717738148,0.0270112244863928,0.0107873282029612,0.00936907320753409,0.00330435983626939,0.00387540447483502,0.0402234745191024,0.00624249347151653,0.00230850789696831,0.00965356811322679,0.0121653786705086
INS,C,1,0,6.93445793898234e-05,1.54105631532171e-07,1.54082169942499e-06,0.000550971892992122,0.00261440233619634,0.0026306113169233,0.00218379591056206,0.000205825456310778,0.544004334569809,0.00289524216801713,0.0004376185199052,0.000727235971345491,7.92653274779646e-07
INS,C,1,1,0.000639077057813232,9.19513186128702e-05,4.06747084689924e-05,0.00123196365589584,0.00214302872499455,0.00131690336650236,0.00178236716479831,0.000203652387479411,0.0164612826753235,0.00234136398643635,0.000271816034603274,0.114511988461167,0.000750493569652731
INS,C,1,2,0.000337832889226961,8.23733767133478e-06,1.16234106143019e-05,0.00301561617705923,0.00147643782649509,0.0018462946678017,0.000136980410196467,0.000371498032032471,0.00075726507540071,0.00196412128006368,0.000176061779304314,0.0630210932988436,0.000187437948893176
INS,C,1,3,0.0013538521613145,0.000203930517618414,0.00084147050451154,0.000312222540964566,0.000151542527585761,0.00627540753877935,9.63223044408718e-05,0.000266112990776513,0.00106583849762519,0.000425717366189602,0.000878209621461069,0.0253351898950127,0.0020864958596417
