"","ID1","ID2","ID3","ID4","ID5","ID6","ID8","ID9","ID10","ID11","ID12","ID13","ID14"
"hdp.1",0.778907342040782,0.631092799782662,0.0884123264855572,0.00991445832096982,0.111914042328884,0.0475113208306146,0.0587688195648129,0.0336771401420889,0.0056669518592174,0.0575490639157418,0.0168867083195091,0.0308149681302757,0.400656923389825
"hdp.2",0.998179799018257,0.065382173726988,0.0863309876775831,0.00688072274384499,0.021629360634166,0.0405398950503933,0.0531085881820557,0.0191902180138752,0.00365785474869385,0.061015384718263,0.00755969417512248,0.0244884905752518,0.455726378531916
"hdp.3",0.0355669215219534,0.165494975749698,0.368855403407332,0.210833778375309,0.999573954814556,0.136556201375145,0.209069067954199,0.550017902966143,0.142347172321589,0.131410542928806,0.278942420130693,0.611134826663867,0.0836814787921668
"hdp.4",0.0196893624050246,0.999893382262012,0.0380342935034998,0.00810558550491924,0.164071603526234,0.0283647862982719,0.0311763578336859,0.0325853300969804,0.00532173412404569,0.0185114963966954,0.0191161906156972,0.020614036663084,0.0865583643906667
"hdp.5",0.0620758062342903,0.0298023174077345,0.120614651007148,0.0498776609697298,0.198666670809353,0.47517080697478,0.999913233805846,0.145260529123794,0.061082954151508,0.0213562496656807,0.050579897305309,0.105746931529486,0.064950397016329
"hdp.6",0.0220981503523776,0.0183523982037268,0.0642053119437743,0.999788636420078,0.212175821016057,0.0293353487689948,0.0489120361046564,0.0533881831889301,0.0889019833024901,0.00804798424708231,0.0346522486322868,0.0395139606057099,0.0286500992894261
"hdp.7",0.0441367504832307,0.0346660568992604,0.572083765707175,0.0542826695975135,0.547768112305669,0.11123767032317,0.141190585562594,0.999606548984415,0.126696907871844,0.0306168795671324,0.256179961405457,0.306695855738634,0.071153051616652
"hdp.8",0.332946686171438,0.12488100681334,0.0661074806928357,0.0211316263188073,0.0827290830982637,0.0417912899778415,0.0577631035715522,0.0610435645849459,0.0681390426329815,0.0403954783247145,0.0236952847350814,0.0386769564390113,0.990821116386975
"hdp.9",0.0408282977674372,0.0266309905274168,0.0765438029655728,0.0291866532106736,0.130833164548061,0.999979128532625,0.479995084139812,0.111747074810471,0.0702402637822005,0.011582261030963,0.0401083744276545,0.052984489575544,0.0444769921330862
"hdp.10",0.0306914912214757,0.0134213505207592,0.181048120519188,0.00770105878120531,0.132524956713383,0.00934093561848659,0.0190083125853199,0.0298665794431267,0.116067349879635,0.999531866470524,0.0214724216892772,0.0211643682183078,0.0319662799090406
"hdp.11",0.0906247683061157,0.0376052142504014,0.999932629627563,0.0653805395322512,0.373071067127521,0.0768393550717535,0.118657471991012,0.577193546733777,0.174596588162072,0.184488649950333,0.144914070291296,0.160177021163424,0.0768221028518347
"hdp.12",0.0564801305409992,0.0190391360076591,0.184484805803712,0.0849274860108071,0.151112873306755,0.0764082377488567,0.0626017476697636,0.130558675097813,0.997466294262005,0.113454181145944,0.0770492145570848,0.0694130315987246,0.0905298040663838
"hdp.13",0.0439906089747015,0.0451929855129978,0.155897688508018,0.0544894503042388,0.298740846492854,0.0582029589914634,0.069948108252017,0.252908862746432,0.0779222037669014,0.0327434204204375,0.997737798105941,0.0781787961329357,0.0423915221201521
"hdp.14",0.0401573803928345,0.0219934036158212,0.160063972633949,0.040500623668126,0.611452512471112,0.055103657627351,0.106023972398461,0.30770159448365,0.0654208625341256,0.0245356904896595,0.0642908385450776,0.999816528820728,0.0479690341432895
