prog,noise,seed,ex.sig,gt.sig,sim
SigProfilerExtractor,Moderate,145879,SBS96G,SBS3,0.938
SigProfilerExtractor,Moderate,145879,SBS96H,SBS44,0.998
SigProfilerExtractor,Moderate,145879,SBS96I,SBS1,1
SigProfilerExtractor,Moderate,145879,SBS96J,SBS17b,0.999
SigProfilerExtractor,Moderate,145879,SBS96K,SBS12,0.965
SigProfilerExtractor,Moderate,145879,SBS96L,SBS18,0.989
SigProfilerExtractor,Moderate,145879,SBS96M,SBS7c,0.998
SigProfilerExtractor,Moderate,145879,SBS96N,SBS17a,1
SigProfilerExtractor,Moderate,145879,SBS96O,SBS7d,0.994
SigProfilerExtractor,Moderate,145879,SBS96P,SBS13,1
SigProfilerExtractor,Moderate,145879,SBS96Q,SBS22,0.98
SigProfilerExtractor,Moderate,145879,SBS96R,SBS28,0.97
SignatureAnalyzer,Moderate,145879,W.20,SBS1,0.993
SignatureAnalyzer,Moderate,145879,W.33,SBS2,0.961
SignatureAnalyzer,Moderate,145879,W.13,SBS4,0.997
SignatureAnalyzer,Moderate,145879,W.30,SBS5,0.901
SignatureAnalyzer,Moderate,145879,W.15,SBS7a,0.996
SignatureAnalyzer,Moderate,145879,W.23,SBS7b,0.998
SignatureAnalyzer,Moderate,145879,W.11,SBS7c,0.999
SignatureAnalyzer,Moderate,145879,W.36,SBS7d,0.988
SignatureAnalyzer,Moderate,145879,W.31,SBS12,0.981
SignatureAnalyzer,Moderate,145879,W.7,SBS13,1
SignatureAnalyzer,Moderate,145879,W.14,SBS17a,1
SignatureAnalyzer,Moderate,145879,W.10,SBS17b,1
SignatureAnalyzer,Moderate,145879,W.9,SBS18,0.979
SignatureAnalyzer,Moderate,145879,W.37,SBS22,0.986
SignatureAnalyzer,Moderate,145879,W.17,SBS28,0.979
SignatureAnalyzer,Moderate,145879,W.35,SBS41,0.903
SignatureAnalyzer,Moderate,145879,W.27,SBS44,0.961
mSigHdp,Moderate,200437,hdp.8,SBS1,0.999
mSigHdp,Moderate,200437,hdp.5,SBS2,1
mSigHdp,Moderate,200437,hdp.19,SBS3,0.998
mSigHdp,Moderate,200437,hdp.13,SBS4,0.998
mSigHdp,Moderate,200437,hdp.3,SBS5,1
mSigHdp,Moderate,200437,hdp.6,SBS7a,0.998
mSigHdp,Moderate,200437,hdp.20,SBS7c,1
mSigHdp,Moderate,200437,hdp.10,SBS7d,0.998
mSigHdp,Moderate,200437,hdp.18,SBS12,0.998
mSigHdp,Moderate,200437,hdp.16,SBS13,1
mSigHdp,Moderate,200437,hdp.23,SBS16,0.996
mSigHdp,Moderate,200437,hdp.15,SBS17a,0.999
mSigHdp,Moderate,200437,hdp.11,SBS17b,0.999
mSigHdp,Moderate,200437,hdp.22,SBS18,0.999
mSigHdp,Moderate,200437,hdp.12,SBS22,0.995
mSigHdp,Moderate,200437,hdp.21,SBS28,0.996
mSigHdp,Moderate,200437,hdp.14,SBS29,0.989
mSigHdp,Moderate,200437,hdp.24,SBS35,0.987
mSigHdp,Moderate,200437,hdp.25,SBS38,0.99
mSigHdp,Moderate,200437,hdp.4,SBS40,1
mSigHdp,Moderate,200437,hdp.9,SBS41,0.997
mSigHdp,Moderate,200437,hdp.17,SBS44,0.997
signeR,Moderate,200437,signeR.11,SBS1,1
signeR,Moderate,200437,signeR.14,SBS2,0.999
signeR,Moderate,200437,signeR.8,SBS3,0.994
signeR,Moderate,200437,signeR.2,SBS4,0.999
signeR,Moderate,200437,signeR.1,SBS5,0.99
signeR,Moderate,200437,signeR.4,SBS7a,0.997
signeR,Moderate,200437,signeR.6,SBS7b,0.957
signeR,Moderate,200437,signeR.18,SBS7c,0.999
signeR,Moderate,200437,signeR.23,SBS7d,0.98
signeR,Moderate,200437,signeR.22,SBS12,0.959
signeR,Moderate,200437,signeR.25,SBS13,1
signeR,Moderate,200437,signeR.21,SBS17a,1
signeR,Moderate,200437,signeR.7,SBS17b,0.999
signeR,Moderate,200437,signeR.15,SBS18,0.997
signeR,Moderate,200437,signeR.30,SBS22,0.986
signeR,Moderate,200437,signeR.28,SBS28,0.998
signeR,Moderate,200437,signeR.3,SBS40,0.993
signeR,Moderate,200437,signeR.10,SBS44,0.965
SigProfilerExtractor,Moderate,200437,SBS96A,SBS7a,0.922
SigProfilerExtractor,Moderate,200437,SBS96B,SBS2,1
SigProfilerExtractor,Moderate,200437,SBS96C,SBS7b,0.993
SigProfilerExtractor,Moderate,200437,SBS96D,SBS4,0.985
SigProfilerExtractor,Moderate,200437,SBS96F,SBS3,0.929
SigProfilerExtractor,Moderate,200437,SBS96G,SBS40,0.927
SigProfilerExtractor,Moderate,200437,SBS96H,SBS44,0.999
SigProfilerExtractor,Moderate,200437,SBS96I,SBS1,1
SigProfilerExtractor,Moderate,200437,SBS96J,SBS17b,0.999
SigProfilerExtractor,Moderate,200437,SBS96K,SBS12,0.991
SigProfilerExtractor,Moderate,200437,SBS96L,SBS18,0.99
SigProfilerExtractor,Moderate,200437,SBS96M,SBS7c,0.999
SigProfilerExtractor,Moderate,200437,SBS96N,SBS17a,1
SigProfilerExtractor,Moderate,200437,SBS96P,SBS7d,0.994
SigProfilerExtractor,Moderate,200437,SBS96Q,SBS13,1
SigProfilerExtractor,Moderate,200437,SBS96R,SBS22,0.993
SigProfilerExtractor,Moderate,200437,SBS96S,SBS41,0.933
SigProfilerExtractor,Moderate,200437,SBS96T,SBS28,0.983
SignatureAnalyzer,Moderate,200437,W.36,SBS1,0.995
SignatureAnalyzer,Moderate,200437,W.28,SBS2,0.976
SignatureAnalyzer,Moderate,200437,W.19,SBS4,0.998
SignatureAnalyzer,Moderate,200437,W.8,SBS5,0.908
SignatureAnalyzer,Moderate,200437,W.6,SBS7a,0.995
SignatureAnalyzer,Moderate,200437,W.25,SBS7b,0.997
SignatureAnalyzer,Moderate,200437,W.2,SBS7c,0.999
SignatureAnalyzer,Moderate,200437,W.20,SBS7d,0.988
SignatureAnalyzer,Moderate,200437,W.24,SBS12,0.984
SignatureAnalyzer,Moderate,200437,W.3,SBS13,1
SignatureAnalyzer,Moderate,200437,W.29,SBS17a,1
SignatureAnalyzer,Moderate,200437,W.23,SBS17b,1
SignatureAnalyzer,Moderate,200437,W.4,SBS18,0.98
SignatureAnalyzer,Moderate,200437,W.16,SBS22,0.985
SignatureAnalyzer,Moderate,200437,W.22,SBS28,0.978
SignatureAnalyzer,Moderate,200437,W.31,SBS41,0.903
SignatureAnalyzer,Moderate,200437,W.33,SBS44,0.96
mSigHdp,Moderate,310111,hdp.16,SBS1,0.999
mSigHdp,Moderate,310111,hdp.1,SBS2,1
mSigHdp,Moderate,310111,hdp.11,SBS3,0.998
mSigHdp,Moderate,310111,hdp.12,SBS4,0.999
mSigHdp,Moderate,310111,hdp.4,SBS5,0.999
mSigHdp,Moderate,310111,hdp.17,SBS7a,0.996
mSigHdp,Moderate,310111,hdp.6,SBS7c,1
mSigHdp,Moderate,310111,hdp.8,SBS7d,0.999
mSigHdp,Moderate,310111,hdp.18,SBS12,0.998
mSigHdp,Moderate,310111,hdp.9,SBS13,1
mSigHdp,Moderate,310111,hdp.10,SBS16,0.996
mSigHdp,Moderate,310111,hdp.20,SBS17a,0.999
mSigHdp,Moderate,310111,hdp.2,SBS17b,0.999
mSigHdp,Moderate,310111,hdp.13,SBS18,0.999
mSigHdp,Moderate,310111,hdp.7,SBS22,0.995
mSigHdp,Moderate,310111,hdp.15,SBS28,0.996
mSigHdp,Moderate,310111,hdp.14,SBS29,0.988
mSigHdp,Moderate,310111,hdp.21,SBS35,0.987
mSigHdp,Moderate,310111,hdp.22,SBS38,0.99
mSigHdp,Moderate,310111,hdp.3,SBS40,1
mSigHdp,Moderate,310111,hdp.5,SBS41,0.997
mSigHdp,Moderate,310111,hdp.19,SBS44,0.996
signeR,Moderate,310111,signeR.11,SBS1,1
signeR,Moderate,310111,signeR.14,SBS2,0.999
signeR,Moderate,310111,signeR.7,SBS3,0.995
signeR,Moderate,310111,signeR.2,SBS4,1
signeR,Moderate,310111,signeR.1,SBS5,0.984
signeR,Moderate,310111,signeR.4,SBS7a,0.997
signeR,Moderate,310111,signeR.5,SBS7b,0.995
signeR,Moderate,310111,signeR.18,SBS7c,0.999
signeR,Moderate,310111,signeR.22,SBS7d,0.98
signeR,Moderate,310111,signeR.6,SBS12,0.923
signeR,Moderate,310111,signeR.23,SBS13,1
signeR,Moderate,310111,signeR.19,SBS17a,1
signeR,Moderate,310111,signeR.9,SBS17b,0.999
signeR,Moderate,310111,signeR.15,SBS18,0.997
signeR,Moderate,310111,signeR.30,SBS22,0.993
signeR,Moderate,310111,signeR.28,SBS28,0.995
signeR,Moderate,310111,signeR.3,SBS40,0.993
signeR,Moderate,310111,signeR.29,SBS41,0.938
signeR,Moderate,310111,signeR.10,SBS44,0.968
SigProfilerExtractor,Moderate,310111,SBS96A,SBS7a,0.908
SigProfilerExtractor,Moderate,310111,SBS96B,SBS2,1
SigProfilerExtractor,Moderate,310111,SBS96C,SBS7b,0.997
SigProfilerExtractor,Moderate,310111,SBS96D,SBS4,0.991
SigProfilerExtractor,Moderate,310111,SBS96E,SBS5,0.917
SigProfilerExtractor,Moderate,310111,SBS96F,SBS40,0.939
SigProfilerExtractor,Moderate,310111,SBS96G,SBS3,0.941
SigProfilerExtractor,Moderate,310111,SBS96H,SBS44,0.999
SigProfilerExtractor,Moderate,310111,SBS96I,SBS1,1
SigProfilerExtractor,Moderate,310111,SBS96J,SBS17b,0.999
SigProfilerExtractor,Moderate,310111,SBS96K,SBS12,0.963
SigProfilerExtractor,Moderate,310111,SBS96L,SBS18,0.989
SigProfilerExtractor,Moderate,310111,SBS96M,SBS7c,0.998
SigProfilerExtractor,Moderate,310111,SBS96N,SBS17a,1
SigProfilerExtractor,Moderate,310111,SBS96O,SBS7d,0.994
SigProfilerExtractor,Moderate,310111,SBS96P,SBS13,1
SigProfilerExtractor,Moderate,310111,SBS96Q,SBS22,0.978
SigProfilerExtractor,Moderate,310111,SBS96R,SBS28,0.97
SignatureAnalyzer,Moderate,310111,W.19,SBS1,0.996
SignatureAnalyzer,Moderate,310111,W.26,SBS2,0.975
SignatureAnalyzer,Moderate,310111,W.9,SBS4,0.998
SignatureAnalyzer,Moderate,310111,W.2,SBS7a,0.996
SignatureAnalyzer,Moderate,310111,W.11,SBS7b,0.997
SignatureAnalyzer,Moderate,310111,W.1,SBS7c,0.999
SignatureAnalyzer,Moderate,310111,W.29,SBS7d,0.988
SignatureAnalyzer,Moderate,310111,W.34,SBS12,0.982
SignatureAnalyzer,Moderate,310111,W.30,SBS13,1
SignatureAnalyzer,Moderate,310111,W.7,SBS17a,1
SignatureAnalyzer,Moderate,310111,W.24,SBS17b,0.998
SignatureAnalyzer,Moderate,310111,W.15,SBS18,0.98
SignatureAnalyzer,Moderate,310111,W.8,SBS22,0.989
SignatureAnalyzer,Moderate,310111,W.10,SBS28,0.978
SignatureAnalyzer,Moderate,310111,W.25,SBS41,0.9
SignatureAnalyzer,Moderate,310111,W.38,SBS44,0.961
mSigHdp,Moderate,528401,hdp.4,SBS1,0.999
mSigHdp,Moderate,528401,hdp.2,SBS2,1
mSigHdp,Moderate,528401,hdp.16,SBS3,0.998
mSigHdp,Moderate,528401,hdp.12,SBS4,0.999
mSigHdp,Moderate,528401,hdp.7,SBS5,1
mSigHdp,Moderate,528401,hdp.14,SBS7a,0.998
mSigHdp,Moderate,528401,hdp.6,SBS7c,1
mSigHdp,Moderate,528401,hdp.19,SBS7d,0.998
mSigHdp,Moderate,528401,hdp.8,SBS12,0.998
mSigHdp,Moderate,528401,hdp.13,SBS13,1
mSigHdp,Moderate,528401,hdp.20,SBS16,0.996
mSigHdp,Moderate,528401,hdp.11,SBS17a,0.999
mSigHdp,Moderate,528401,hdp.3,SBS17b,0.999
mSigHdp,Moderate,528401,hdp.10,SBS18,0.999
mSigHdp,Moderate,528401,hdp.17,SBS22,0.995
mSigHdp,Moderate,528401,hdp.5,SBS28,0.996
mSigHdp,Moderate,528401,hdp.18,SBS29,0.989
mSigHdp,Moderate,528401,hdp.21,SBS35,0.987
mSigHdp,Moderate,528401,hdp.23,SBS38,0.99
mSigHdp,Moderate,528401,hdp.1,SBS40,1
mSigHdp,Moderate,528401,hdp.15,SBS41,0.996
mSigHdp,Moderate,528401,hdp.9,SBS44,0.997
signeR,Moderate,528401,signeR.12,SBS1,1
signeR,Moderate,528401,signeR.17,SBS2,0.994
signeR,Moderate,528401,signeR.2,SBS3,0.992
signeR,Moderate,528401,signeR.3,SBS4,0.98
signeR,Moderate,528401,signeR.1,SBS5,0.93
signeR,Moderate,528401,signeR.14,SBS7a,0.975
signeR,Moderate,528401,signeR.5,SBS7b,0.987
signeR,Moderate,528401,signeR.19,SBS7c,0.993
signeR,Moderate,528401,signeR.23,SBS7d,0.98
signeR,Moderate,528401,signeR.22,SBS13,1
signeR,Moderate,528401,signeR.21,SBS17a,1
signeR,Moderate,528401,signeR.10,SBS17b,0.999
signeR,Moderate,528401,signeR.7,SBS18,0.995
signeR,Moderate,528401,signeR.4,SBS40,0.97
signeR,Moderate,528401,signeR.11,SBS44,0.966
SigProfilerExtractor,Moderate,528401,SBS96A,SBS7a,0.908
SigProfilerExtractor,Moderate,528401,SBS96B,SBS2,1
SigProfilerExtractor,Moderate,528401,SBS96C,SBS7b,0.989
SigProfilerExtractor,Moderate,528401,SBS96D,SBS4,0.981
SigProfilerExtractor,Moderate,528401,SBS96F,SBS3,0.927
SigProfilerExtractor,Moderate,528401,SBS96G,SBS40,0.923
SigProfilerExtractor,Moderate,528401,SBS96H,SBS44,0.999
SigProfilerExtractor,Moderate,528401,SBS96I,SBS17b,0.999
SigProfilerExtractor,Moderate,528401,SBS96J,SBS1,1
SigProfilerExtractor,Moderate,528401,SBS96K,SBS12,0.994
SigProfilerExtractor,Moderate,528401,SBS96L,SBS18,0.989
SigProfilerExtractor,Moderate,528401,SBS96M,SBS7c,0.999
SigProfilerExtractor,Moderate,528401,SBS96N,SBS16,0.945
SigProfilerExtractor,Moderate,528401,SBS96O,SBS17a,1
SigProfilerExtractor,Moderate,528401,SBS96Q,SBS7d,0.995
SigProfilerExtractor,Moderate,528401,SBS96R,SBS13,1
SigProfilerExtractor,Moderate,528401,SBS96S,SBS22,0.992
SigProfilerExtractor,Moderate,528401,SBS96T,SBS41,0.972
SigProfilerExtractor,Moderate,528401,SBS96U,SBS28,0.984
SignatureAnalyzer,Moderate,528401,W.32,SBS1,0.996
SignatureAnalyzer,Moderate,528401,W.7,SBS2,0.975
SignatureAnalyzer,Moderate,528401,W.26,SBS4,0.998
SignatureAnalyzer,Moderate,528401,W.25,SBS7a,0.995
SignatureAnalyzer,Moderate,528401,W.12,SBS7b,0.997
SignatureAnalyzer,Moderate,528401,W.29,SBS7c,0.999
SignatureAnalyzer,Moderate,528401,W.15,SBS7d,0.988
SignatureAnalyzer,Moderate,528401,W.28,SBS12,0.981
SignatureAnalyzer,Moderate,528401,W.11,SBS13,0.999
SignatureAnalyzer,Moderate,528401,W.18,SBS17a,1
SignatureAnalyzer,Moderate,528401,W.17,SBS17b,1
SignatureAnalyzer,Moderate,528401,W.5,SBS18,0.981
SignatureAnalyzer,Moderate,528401,W.2,SBS22,0.985
SignatureAnalyzer,Moderate,528401,W.37,SBS28,0.979
SignatureAnalyzer,Moderate,528401,W.20,SBS44,0.961
mSigHdp,Moderate,1076753,hdp.6,SBS1,0.999
mSigHdp,Moderate,1076753,hdp.2,SBS2,1
mSigHdp,Moderate,1076753,hdp.13,SBS3,0.998
mSigHdp,Moderate,1076753,hdp.12,SBS4,0.998
mSigHdp,Moderate,1076753,hdp.3,SBS5,1
mSigHdp,Moderate,1076753,hdp.1,SBS7a,0.999
mSigHdp,Moderate,1076753,hdp.10,SBS7c,1
mSigHdp,Moderate,1076753,hdp.16,SBS7d,0.996
mSigHdp,Moderate,1076753,hdp.9,SBS12,0.998
mSigHdp,Moderate,1076753,hdp.5,SBS13,1
mSigHdp,Moderate,1076753,hdp.11,SBS16,0.996
mSigHdp,Moderate,1076753,hdp.7,SBS17a,0.999
mSigHdp,Moderate,1076753,hdp.4,SBS17b,0.999
mSigHdp,Moderate,1076753,hdp.19,SBS18,0.999
mSigHdp,Moderate,1076753,hdp.15,SBS22,0.995
mSigHdp,Moderate,1076753,hdp.17,SBS28,0.996
mSigHdp,Moderate,1076753,hdp.18,SBS29,0.988
mSigHdp,Moderate,1076753,hdp.21,SBS35,0.987
mSigHdp,Moderate,1076753,hdp.23,SBS38,0.989
mSigHdp,Moderate,1076753,hdp.20,SBS40,1
mSigHdp,Moderate,1076753,hdp.14,SBS41,0.997
mSigHdp,Moderate,1076753,hdp.8,SBS44,0.997
signeR,Moderate,1076753,signeR.13,SBS1,1
signeR,Moderate,1076753,signeR.15,SBS2,0.994
signeR,Moderate,1076753,signeR.8,SBS3,0.994
signeR,Moderate,1076753,signeR.3,SBS4,1
signeR,Moderate,1076753,signeR.4,SBS5,0.947
signeR,Moderate,1076753,signeR.2,SBS7a,0.992
signeR,Moderate,1076753,signeR.11,SBS7b,0.992
signeR,Moderate,1076753,signeR.17,SBS7c,0.999
signeR,Moderate,1076753,signeR.19,SBS7d,0.987
signeR,Moderate,1076753,signeR.5,SBS12,0.917
signeR,Moderate,1076753,signeR.22,SBS13,1
signeR,Moderate,1076753,signeR.18,SBS17a,1
signeR,Moderate,1076753,signeR.9,SBS17b,0.999
signeR,Moderate,1076753,signeR.14,SBS18,0.999
signeR,Moderate,1076753,signeR.28,SBS28,0.992
signeR,Moderate,1076753,signeR.1,SBS40,0.994
signeR,Moderate,1076753,signeR.10,SBS44,0.967
SigProfilerExtractor,Moderate,1076753,SBS96A,SBS7a,0.904
SigProfilerExtractor,Moderate,1076753,SBS96B,SBS2,0.997
SigProfilerExtractor,Moderate,1076753,SBS96C,SBS7b,0.99
SigProfilerExtractor,Moderate,1076753,SBS96D,SBS4,0.98
SigProfilerExtractor,Moderate,1076753,SBS96F,SBS3,0.927
SigProfilerExtractor,Moderate,1076753,SBS96G,SBS40,0.923
SigProfilerExtractor,Moderate,1076753,SBS96H,SBS44,0.999
SigProfilerExtractor,Moderate,1076753,SBS96I,SBS17b,0.999
SigProfilerExtractor,Moderate,1076753,SBS96J,SBS1,1
SigProfilerExtractor,Moderate,1076753,SBS96K,SBS12,0.994
SigProfilerExtractor,Moderate,1076753,SBS96L,SBS18,0.989
SigProfilerExtractor,Moderate,1076753,SBS96M,SBS7c,0.999
SigProfilerExtractor,Moderate,1076753,SBS96N,SBS16,0.951
SigProfilerExtractor,Moderate,1076753,SBS96O,SBS17a,1
SigProfilerExtractor,Moderate,1076753,SBS96Q,SBS7d,0.994
SigProfilerExtractor,Moderate,1076753,SBS96R,SBS13,1
SigProfilerExtractor,Moderate,1076753,SBS96S,SBS22,0.993
SigProfilerExtractor,Moderate,1076753,SBS96T,SBS41,0.953
SigProfilerExtractor,Moderate,1076753,SBS96U,SBS28,0.984
SignatureAnalyzer,Moderate,1076753,W.13,SBS1,0.995
SignatureAnalyzer,Moderate,1076753,W.36,SBS2,0.978
SignatureAnalyzer,Moderate,1076753,W.12,SBS4,0.998
SignatureAnalyzer,Moderate,1076753,W.6,SBS7c,0.999
SignatureAnalyzer,Moderate,1076753,W.14,SBS7d,0.949
SignatureAnalyzer,Moderate,1076753,W.31,SBS12,0.985
SignatureAnalyzer,Moderate,1076753,W.33,SBS13,1
SignatureAnalyzer,Moderate,1076753,W.9,SBS17a,1
SignatureAnalyzer,Moderate,1076753,W.8,SBS17b,1
SignatureAnalyzer,Moderate,1076753,W.19,SBS18,0.98
SignatureAnalyzer,Moderate,1076753,W.23,SBS22,0.986
SignatureAnalyzer,Moderate,1076753,W.7,SBS28,0.978
SignatureAnalyzer,Moderate,1076753,W.1,SBS41,0.902
SignatureAnalyzer,Moderate,1076753,W.18,SBS44,0.961
mSigHdp,Realistic,145879,hdp.1,SBS1,0.996
mSigHdp,Realistic,145879,hdp.5,SBS2,0.998
mSigHdp,Realistic,145879,hdp.11,SBS3,0.979
mSigHdp,Realistic,145879,hdp.24,SBS4,0.993
mSigHdp,Realistic,145879,hdp.9,SBS5,0.987
mSigHdp,Realistic,145879,hdp.4,SBS7c,0.997
mSigHdp,Realistic,145879,hdp.16,SBS7d,0.984
mSigHdp,Realistic,145879,hdp.17,SBS12,0.99
mSigHdp,Realistic,145879,hdp.10,SBS13,0.994
mSigHdp,Realistic,145879,hdp.13,SBS16,0.987
mSigHdp,Realistic,145879,hdp.3,SBS17a,0.997
mSigHdp,Realistic,145879,hdp.2,SBS17b,0.997
mSigHdp,Realistic,145879,hdp.18,SBS18,0.995
mSigHdp,Realistic,145879,hdp.19,SBS22,0.989
mSigHdp,Realistic,145879,hdp.15,SBS28,0.981
mSigHdp,Realistic,145879,hdp.21,SBS29,0.953
mSigHdp,Realistic,145879,hdp.7,SBS38,0.99
mSigHdp,Realistic,145879,hdp.8,SBS40,0.989
mSigHdp,Realistic,145879,hdp.14,SBS41,0.992
mSigHdp,Realistic,145879,hdp.12,SBS44,0.99
signeR,Realistic,145879,signeR.10,SBS1,0.999
signeR,Realistic,145879,signeR.6,SBS2,0.993
signeR,Realistic,145879,signeR.11,SBS3,0.966
signeR,Realistic,145879,signeR.2,SBS4,0.996
signeR,Realistic,145879,signeR.7,SBS7a,0.951
signeR,Realistic,145879,signeR.24,SBS7d,0.962
signeR,Realistic,145879,signeR.5,SBS12,0.945
signeR,Realistic,145879,signeR.23,SBS13,0.999
signeR,Realistic,145879,signeR.21,SBS17a,0.998
signeR,Realistic,145879,signeR.8,SBS17b,0.999
signeR,Realistic,145879,signeR.16,SBS18,0.993
signeR,Realistic,145879,signeR.28,SBS28,0.986
signeR,Realistic,145879,signeR.1,SBS40,0.963
signeR,Realistic,145879,signeR.9,SBS44,0.972
SigProfilerExtractor,Realistic,145879,SBS96A,SBS7a,0.925
SigProfilerExtractor,Realistic,145879,SBS96B,SBS2,0.998
SigProfilerExtractor,Realistic,145879,SBS96C,SBS7b,0.982
SigProfilerExtractor,Realistic,145879,SBS96D,SBS40,0.909
SigProfilerExtractor,Realistic,145879,SBS96E,SBS4,0.983
SigProfilerExtractor,Realistic,145879,SBS96G,SBS44,0.992
SigProfilerExtractor,Realistic,145879,SBS96H,SBS1,1
SigProfilerExtractor,Realistic,145879,SBS96I,SBS18,0.991
SigProfilerExtractor,Realistic,145879,SBS96J,SBS17b,1
SigProfilerExtractor,Realistic,145879,SBS96K,SBS3,0.929
SigProfilerExtractor,Realistic,145879,SBS96L,SBS7c,0.994
SigProfilerExtractor,Realistic,145879,SBS96M,SBS17a,1
SigProfilerExtractor,Realistic,145879,SBS96N,SBS7d,0.962
SigProfilerExtractor,Realistic,145879,SBS96O,SBS13,0.999
SigProfilerExtractor,Realistic,145879,SBS96P,SBS28,0.953
SignatureAnalyzer,Realistic,145879,W.27,SBS1,0.912
SignatureAnalyzer,Realistic,145879,W.35,SBS4,0.98
SignatureAnalyzer,Realistic,145879,W.8,SBS7a,0.965
SignatureAnalyzer,Realistic,145879,W.23,SBS7b,0.968
SignatureAnalyzer,Realistic,145879,W.28,SBS7c,0.994
SignatureAnalyzer,Realistic,145879,W.22,SBS7d,0.961
SignatureAnalyzer,Realistic,145879,W.36,SBS12,0.934
SignatureAnalyzer,Realistic,145879,W.3,SBS13,0.987
SignatureAnalyzer,Realistic,145879,W.1,SBS17a,0.988
SignatureAnalyzer,Realistic,145879,W.25,SBS17b,0.996
SignatureAnalyzer,Realistic,145879,W.5,SBS22,0.947
SignatureAnalyzer,Realistic,145879,W.29,SBS28,0.977
SignatureAnalyzer,Realistic,145879,W.45,SBS38,0.971
SignatureAnalyzer,Realistic,145879,W.31,SBS44,0.964
NR_hdp_gb_20,Realistic,145879,hdp.5,SBS1,0.995
NR_hdp_gb_20,Realistic,145879,hdp.7,SBS2,0.999
NR_hdp_gb_20,Realistic,145879,hdp.12,SBS3,0.978
NR_hdp_gb_20,Realistic,145879,hdp.6,SBS4,0.993
NR_hdp_gb_20,Realistic,145879,hdp.2,SBS5,0.989
NR_hdp_gb_20,Realistic,145879,hdp.1,SBS7a,0.915
NR_hdp_gb_20,Realistic,145879,hdp.13,SBS7c,0.996
NR_hdp_gb_20,Realistic,145879,hdp.17,SBS7d,0.986
NR_hdp_gb_20,Realistic,145879,hdp.22,SBS12,0.991
NR_hdp_gb_20,Realistic,145879,hdp.18,SBS13,0.993
NR_hdp_gb_20,Realistic,145879,hdp.24,SBS16,0.987
NR_hdp_gb_20,Realistic,145879,hdp.16,SBS17a,0.999
NR_hdp_gb_20,Realistic,145879,hdp.9,SBS17b,0.998
NR_hdp_gb_20,Realistic,145879,hdp.14,SBS18,0.995
NR_hdp_gb_20,Realistic,145879,hdp.40,SBS22,0.989
NR_hdp_gb_20,Realistic,145879,hdp.37,SBS28,0.983
NR_hdp_gb_20,Realistic,145879,hdp.29,SBS29,0.952
NR_hdp_gb_20,Realistic,145879,hdp.39,SBS35,0.945
NR_hdp_gb_20,Realistic,145879,hdp.25,SBS38,0.99
NR_hdp_gb_20,Realistic,145879,hdp.4,SBS40,0.99
NR_hdp_gb_20,Realistic,145879,hdp.36,SBS41,0.991
NR_hdp_gb_20,Realistic,145879,hdp.11,SBS44,0.989
mSigHdp_ds_10k,Realistic,145879,hdp.1,SBS1,0.998
mSigHdp_ds_10k,Realistic,145879,hdp.2,SBS2,0.994
mSigHdp_ds_10k,Realistic,145879,hdp.3,SBS17b,0.999
mSigHdp_ds_10k,Realistic,145879,hdp.4,SBS7a,0.923
mSigHdp_ds_10k,Realistic,145879,hdp.5,SBS3,0.986
mSigHdp_ds_10k,Realistic,145879,hdp.6,SBS40,0.997
mSigHdp_ds_10k,Realistic,145879,hdp.7,SBS7c,0.999
mSigHdp_ds_10k,Realistic,145879,hdp.8,SBS44,0.995
mSigHdp_ds_10k,Realistic,145879,hdp.9,SBS28,0.985
mSigHdp_ds_10k,Realistic,145879,hdp.10,SBS41,0.994
mSigHdp_ds_10k,Realistic,145879,hdp.11,SBS12,0.992
mSigHdp_ds_10k,Realistic,145879,hdp.12,SBS22,0.99
mSigHdp_ds_10k,Realistic,145879,hdp.13,SBS4,0.996
mSigHdp_ds_10k,Realistic,145879,hdp.14,SBS17a,0.998
mSigHdp_ds_10k,Realistic,145879,hdp.15,SBS18,0.997
mSigHdp_ds_10k,Realistic,145879,hdp.16,SBS13,0.994
mSigHdp_ds_10k,Realistic,145879,hdp.17,SBS7d,0.978
mSigHdp_ds_10k,Realistic,145879,hdp.18,SBS5,0.997
mSigHdp_ds_10k,Realistic,145879,hdp.20,SBS29,0.945
mSigHdp_ds_10k,Realistic,145879,hdp.21,SBS38,0.978
mSigHdp_ds_10k,Realistic,145879,hdp.22,SBS7b,0.989
mSigHdp,Realistic,200437,hdp.1,SBS1,0.996
mSigHdp,Realistic,200437,hdp.16,SBS2,0.999
mSigHdp,Realistic,200437,hdp.14,SBS3,0.976
mSigHdp,Realistic,200437,hdp.11,SBS4,0.99
mSigHdp,Realistic,200437,hdp.6,SBS5,0.987
mSigHdp,Realistic,200437,hdp.4,SBS7c,0.995
mSigHdp,Realistic,200437,hdp.5,SBS7d,0.978
mSigHdp,Realistic,200437,hdp.13,SBS12,0.99
mSigHdp,Realistic,200437,hdp.12,SBS13,0.994
mSigHdp,Realistic,200437,hdp.21,SBS16,0.989
mSigHdp,Realistic,200437,hdp.2,SBS17a,0.998
mSigHdp,Realistic,200437,hdp.3,SBS17b,0.996
mSigHdp,Realistic,200437,hdp.18,SBS18,0.994
mSigHdp,Realistic,200437,hdp.20,SBS22,0.986
mSigHdp,Realistic,200437,hdp.7,SBS28,0.98
mSigHdp,Realistic,200437,hdp.22,SBS29,0.946
