Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12
DEL,C,1,0,0.00303474905604432,0.0312008431089554,0.0211439872433292,0.0297596970396344,0.000690927870703892,0.0126697693578631,0.0111225144583213,0.335293761268098,0.110847310835815,0.034489731105307,0.046747714984284,0.0140830573033202
DEL,C,1,1,3.75339571336589e-05,0.000382579373182577,0.0300603746743074,0.00624681455455848,0.000574461215529965,0.00241986298893293,0.00269558805391271,0.0962633693476609,0.212335636009456,0.0211180550870187,0.0144672306969644,0.0011184379532979
DEL,C,1,2,9.08148123794794e-07,2.01167649657427e-05,0.0274828829322254,0.00810081670593637,2.23506694031141e-06,0.00338063818042967,0.000451251090797311,0.0028115388803315,0.187534203506254,0.00247366464982773,0.00777162261761937,8.84936228706742e-05
DEL,C,1,3,0.00163206043289256,0.0111658306914199,0.0137771228380004,0.000985685371582139,0.00181165088254895,0.00138450958102504,0.00109048232225597,0.0114316446407822,0.067163902454596,0.00581305292197359,0.0046525947830495,0.00219981428258287
DEL,C,1,4,0.00246828161794099,0.0154432254995422,0.00272733036757942,0.00262425121949147,0.000966108156217589,0.00233137582137276,0.0022439708951815,0.0131055573634517,0.0432096389125663,0.00147659299382139,0.00401192127945764,0.0217993413960507
DEL,C,1,5+,0.0114263288783964,0.0276566051531552,0.00227001120392185,0.00187341621238065,0.00310813297339552,0.0022252715414814,0.00449551003206619,0.000855425390973291,0.0245668073125738,0.000614780704916402,0.0013274642541512,0.00678095035224397
DEL,T,1,0,0.00443010108230522,0.0329807595885224,0.109348533106108,0.00331052359779115,0.00206165163406429,0.00751423388379268,0.0188273420668856,0.108562451756417,0.0292576516985118,0.0334795227309583,0.0408478075297564,0.0367992690943994
DEL,T,1,1,2.59011651995076e-07,1.27195688796848e-05,0.0969268567606313,0.0011516191795516,2.31361160366225e-06,0.0037064744373759,0.00068619859869876,0.0391534358992926,0.00955594123501623,0.0100588508225718,0.508881464493518,0.0001388011792523
DEL,T,1,2,0.00480027511629847,0.0132636912881248,0.121846610941942,0.0100331188176857,0.00092321522974035,0.00494657992211175,0.00697417303891619,0.0851708761529277,0.008405942748768,0.0085072842217533,0.0220118678835805,0.0648046109158042
DEL,T,1,3,0.0138649701948426,0.0912674397495842,0.0825891000782306,0.0216108032101399,0.0028999889871585,0.00712871898948137,0.0154176661456357,0.104582006488714,0.0124825396017097,0.00970490147956743,0.0552359842152698,0.559896318307716
DEL,T,1,4,0.036012074011854,0.550341206381872,0.045350825169223,0.0170761786779913,0.00561112015889779,0.00488857464268085,0.011786859652687,0.0910357750749916,0.0127814739077964,0.00136081130112814,0.014138922112081,0.0403646737865315
DEL,T,1,5+,0.828833493287188,0.0144108994256359,0.0268686277799631,0.00344211761376283,0.00129102166585042,0.00236066627865289,0.0413655658589585,0.00407220781561165,0.00947432531323578,0.0109398008780853,0.00659159876431581,0.0107084255216868
INS,C,1,0,2.1584304332923e-07,1.08815460717162e-05,0.0005483491883088,0.00218333380780888,2.02645231445159e-06,0.000436291267466493,0.532883261038038,0.000201783908857627,0.00261060110132725,0.00261423567472821,0.00288711296088448,6.46329535273997e-05
INS,C,1,1,0.000113211053947734,0.0017218778084467,0.00213568844742896,0.00174746709372366,4.86505644795084e-05,0.000254390566587885,0.0159971176321677,0.000188762492188877,0.00154229454113244,0.0021526911508255,0.00205578941043452,0.00119847576874815
INS,C,1,2,9.67183492347927e-06,0.000151834215394465,0.00345860196307148,0.000132174068076705,1.28178607015498e-05,0.000169798976298518,0.000725929739338518,0.000357620475687607,0.0019222399016606,0.00152059429786091,0.00181640335018404,0.000364027007219213
INS,C,1,3,0.000226547939797325,0.00138478668070796,0.000514207177821098,9.60552138300013e-05,0.000891202938387776,0.000866277322236944,0.00103887525678389,0.000260308209604999,0.00641585953295628,0.000145454207374675,0.000382705755106039,0.00401021164683574
INS,C,1,4,0.0018702351944973,0.00633184198267588,0.00017717116369475,0.000461067148525854,0.0016763774931823,6.69477042312274e-05,0.00102114224500917,0.000472494836945226,0.00742296681919458,0.000276009920769263,0.000299213319677622,0.00599447030674633
INS,C,1,5+,0.00642643683436115,0.0188198989220515,0.000127103138381139,0.000476583542335126,0.0211598078919687,0.000898673531842937,0.00202192089704419,0.000988306305354948,0.00969931062857687,0.00069812753362666,0.00100422952921598,0.0060151150706079
INS,T,1,0,0.000820415504150004,0.0053278868620509,0.0052367510490163,0.00698902659196176,0.00233872767357262,0.00378115974869484,0.0402607643212416,0.0137433244893609,0.0194109434499074,0.00482615456278849,0.0384453781694644,0.0056896339514701
INS,T,1,1,2.91342184442689e-06,6.67213555506163e-05,0.0155555032882547,0.00129794085994585,1.53294048568561e-05,0.00124673198215526,0.00379022482155806,0.0105422182167085,0.0452062078263373,0.00405279729445647,0.00453530870735889,0.000218614106207325
INS,T,1,2,0.000289248506922395,0.00380908238335087,0.0306283858852123,0.000705735955945552,0.000185748703465127,0.000309290093692917,0.00185382760972214,0.00252035285564623,0.0433484132144576,0.0017008531489487,0.00565871136454223,0.00146930898354651
INS,T,1,3,0.000957819348571321,0.00437464087374147,0.0214930831220872,0.000820699453637958,0.00357782817516161,0.000877629382462516,0.000439468811250402,0.00178079284703311,0.024728427232179,0.00107275619692253,0.0116379905485061,0.00369700943953717
INS,T,1,4,0.00330487823211266,0.00689510012550313,0.0114275275698969,0.00106055807286969,0.0137856025867651,0.00106583529603717,0.0069700952123967,0.00377369424095595,0.00741306092895209,0.0012741491745126,0.0117088897983326,0.0112006839488828
INS,T,1,5+,0.0391367545311419,0.00833208439871469,0.000481532227386694,0.0155341419889246,0.895812832757294,0.00359204352840399,0.140622025698037,0.00476833707517876,0.0302042374155608,0.0140127995776794,0.030958007242757,0.00856883637812491
DEL,repeats,2,0,8.3637112707747e-05,0.000743925636258376,0.0268572344022911,0.00113193631391481,0.000644163006502111,0.0889319594859428,0.000833255749633234,0.0149824792574328,0.00864480517761375,0.00829511951811721,0.0233060969108983,0.00181948285945992
DEL,repeats,2,1,0.00249383720465091,0.0158677523871152,0.0245035324176944,0.00169746235798728,0.000950149765696619,0.189869258134966,0.0064647001202133,0.00388714513553898,0.0104687747211815,0.00991097896112907,0.00509277861005448,0.0445495338387582
DEL,repeats,2,2,0.00127222918421917,0.00517686453403173,0.00476330342676203,0.0022162765230903,0.000781122906880232,0.0460019215236093,0.00217008476498813,0.00061834911848763,0.012230613938449,0.000454310711433584,0.00297548669990632,0.00548253413621825
DEL,repeats,2,3,0.000578356256626109,0.00213610951305239,0.000338292742989209,0.000610656927365462,0.000338550748262459,0.0121109615158867,0.000172945815748168,0.000211580002301692,0.00665287885818274,8.03068082483827e-05,9.86851318197961e-05,0.00172179129713458
DEL,repeats,2,4,0.000484182329479754,0.0016858503061678,0.000820156242000842,0.000198006445093341,0.000150635468803462,0.0032286838931414,0.000262538814268163,0.000265407463641793,0.00287398124189209,0.000300543125268285,9.55079519660856e-05,0.00244217661388586
DEL,repeats,2,5+,1.79792662688072e-07,1.28887120828721e-05,0.0227947755351846,0.00017191824797978,1.74494824100219e-06,0.00208889956327634,1.82608306561565e-05,0.000228079002112142,0.000156385125305078,0.000651124508595653,0.000893288185415056,0.000168014194781908
DEL,repeats,3,0,1.01645999989947e-05,0.000198393701125155,0.0172896957845381,0.00108955006741143,4.98878000166108e-05,0.00514233602668548,0.00176616710936482,0.0021502214893124,0.00117537441288283,0.0119974742648265,0.00429711649650799,0.00042928964853324
DEL,repeats,3,1,0.00311819512469669,0.0138107004072326,0.00579269450786982,0.00421423062979925,0.00485421414262189,0.101499506754322,0.00476636625032086,0.00395912329852713,0.000281681336124717,0.00192967812220263,0.000749198265140415,0.0182582471502523
DEL,repeats,3,2,0.00148659209535979,0.0168157549361258,0.000840541278064018,0.00057245130030192,0.000739752490157386,0.0141337701341941,0.00148901111736397,0.000928857051578522,7.16656957120796e-05,0.000289711556299793,0.000783338506841195,0.00239380309856316
DEL,repeats,3,3,0.000280961741400365,0.00132952195811989,0.000467078530893845,0.000141274519699968,0.000320239159627498,0.00373109287930376,0.000527027153114537,0.000369446660844788,8.97515458319067e-05,0.00030933764115563,0.000119356056504391,0.00214806743983181
DEL,repeats,3,4,2.04591650645047e-07,1.24940446087684e-05,0.00572256088698851,3.59384721896547e-05,1.79144668170589e-06,0.000768231934156658,2.56758346195655e-05,3.61031990755803e-05,4.45385039546923e-05,2.83607578207052e-05,0.000879876635305302,8.00603042997713e-05
DEL,repeats,3,5+,2.17450385141257e-07,1.22797965513979e-05,0.00885275961673114,0.00018981497756148,1.39306814919044e-06,0.000786357747299846,4.08038048181623e-05,8.29995188862826e-05,0.000106355312629009,3.46514458315773e-05,0.000348623280311689,0.000124903070247452
DEL,repeats,4,0,1.0969648626561e-05,0.000183227193906027,0.0109232480242645,0.00235783753193969,5.89839003899445e-05,0.00626135733130306,0.000340187782293713,0.00131837038820297,0.000195182139806567,0.00653032779707627,0.00412862005826621,0.000339626605487401
DEL,repeats,4,1,0.0013933515745657,0.010921001542913,0.00256138957488407,0.00259045611056792,0.00102249694093042,0.0571973152859494,0.000217793394254756,0.00351134993344933,0.00134620985058447,0.00149309767184078,0.000577890504118987,0.013464141675614
DEL,repeats,4,2,0.000369972657026233,0.00169853604640685,0.000121961855344892,0.000536633082816964,5.43654741849153e-05,0.0138510128039057,0.000473836630998142,0.00054112154675018,2.36214946670969e-05,0.000160922405976751,0.000169507359104325,0.00500835674403828
DEL,repeats,4,3,1.2785256013374e-06,2.91828406565819e-05,0.00377226886737033,0.000174252604012176,3.30515943380322e-06,0.00399023578242475,2.1529902437958e-05,0.000118393987718822,3.89078540662223e-05,6.95733816727546e-05,0.000451284700857493,8.70093588021953e-05
DEL,repeats,4,4,2.0803595452796e-07,1.21557582023938e-05,0.00479747304321848,6.02405332481251e-05,2.47447107420477e-06,0.000380601915416522,1.20206493643324e-05,3.9706912175788e-05,8.39783879316362e-05,0.000192313609391735,0.00038730785198505,6.82761471500297e-05
DEL,repeats,4,5+,0.000113071444830347,0.000911163159356431,0.00146299145933375,0.000118585286445699,4.44418272385171e-05,0.000704871909336343,5.80941297890965e-05,5.1473035447966e-05,7.31541127242174e-05,2.18761787410048e-05,0.000270897907708644,0.0010687600847029
DEL,repeats,5+,0,1.27416281641904e-05,0.000197660747244677,0.0210089046654108,0.0169564615825602,1.14053134758483e-05,0.00525781111100833,0.0049256313411905,0.00202289029310506,0.00139185041649708,0.250401085219323,0.0129727719441386,0.000367085490754261
DEL,repeats,5+,1,0.00252110162532728,0.00335714302064795,0.000186712312320953,0.0073076944856084,9.76291314731698e-05,0.0151130459710113,0.000462905672227744,0.000828409555098734,7.59726045131591e-05,0.000638832772318702,0.00295806034979961,0.0062403184097253
DEL,repeats,5+,2,0.000230407397108258,0.00140473430247051,0.00028063833455052,0.000419257417224416,0.000118967517255018,0.00281702445446624,3.47594273049357e-05,0.000177164542194708,3.40720821991279e-05,0.000328020601553217,0.000357692684621372,0.00241004004791834
DEL,repeats,5+,3,8.39829208175915e-05,0.000859484272675938,0.000183548142474815,0.000188283498528105,2.94316278935188e-05,0.000940293290382207,0.000113779021780668,0.00014611855383642,3.78279600212457e-05,2.86001295106166e-05,0.000101409804239796,0.000846885095314828
DEL,repeats,5+,4,3.73605938382189e-05,0.000717652058696616,2.67699022628818e-05,8.27529213484255e-05,1.4959302403147e-05,0.00013172673657974,1.96144306908087e-05,7.34857163017344e-05,3.54749944041854e-05,1.18465049337162e-05,3.41402417007802e-05,0.00064916313031382
DEL,repeats,5+,5+,1.43436887102628e-05,0.000216931796194483,0.000662971799677377,1.75430392737612e-06,2.51732504252898e-05,0.000151137688616388,5.22370428467023e-05,7.78101720219835e-05,2.79474045364164e-05,2.24865765502789e-05,0.000145341536580648,0.000179326086091679
INS,repeats,2,0,0.000206079130681948,0.00127361449135972,0.00620674197280477,0.00207671386448075,0.000469201941280241,0.000954710942343221,0.0256349627090852,0.00151323516790819,0.00224416233347305,0.00211510022064181,0.0102514885159823,0.00299488506859808
INS,repeats,2,1,0.000158763809761333,0.00130827757179957,0.0194863566149349,0.000306433745895039,4.7995187808509e-05,0.000774068606631127,7.31625075333376e-05,0.0018465365863579,0.00229363161463604,0.00163366390930747,0.00276801685545903,0.00374437095663136
INS,repeats,2,2,0.000622931748617996,0.00212062727185398,0.00729926264615231,0.000470365666721563,0.0002763622256078,0.000117215376574411,0.00133242768694034,0.000705492907439152,0.00106532022563642,0.000490029755002166,0.000578294872464005,0.00659843084952011
INS,repeats,2,3,0.000308890912726132,0.00166020819656461,0.00120652543684421,0.000393561816352667,0.000464567806142542,0.000294350354056434,0.00106120540075176,0.000444475967591111,0.000813891756994578,0.000362102342762805,0.000705401322247903,0.00119269613442089
INS,repeats,2,4,0.00149705979410048,0.00491204265890815,4.95750615860242e-05,0.00012030775824536,0.00242535552531822,0.000170535253789563,0.00425404992022443,0.000230037019563255,0.000430789052293853,0.000125725192692176,0.000189157735108637,0.00318822170794221
INS,repeats,2,5+,0.0124384139235038,0.0118957963753085,0.00075273457890623,0.000297626857227365,0.0162159761735354,0.000159397383379569,0.000761804396860683,0.000577771308979292,0.000499756596315845,0.00212775340817053,0.00156064037196034,0.00958211647105603
INS,repeats,3,0,1.71129090321251e-05,0.000333877406878181,0.00400551301186567,0.00101525034442274,2.79870344451702e-05,0.000218058619120669,0.00742600302784153,0.000628421496602711,0.000190659885565433,0.00050285529014762,0.000503082360290713,0.00085745485459036
