Group.1,x
hdp.1,5955
hdp.2,5000
hdp.3,4643
hdp.4,4200
hdp.5,4027
hdp.6,4000
hdp.7,4000
hdp.8,4000
hdp.9,4000
hdp.10,4000
hdp.11,4000
hdp.12,3694
