"ex.sig","ref.sig","sim"
"hdp.3","SBS1",0.999421762633828
"hdp.1","SBS2",0.998709589885021
"hdp.20","SBS3",0.998171599785818
"hdp.18","SBS4",0.998633339412612
"hdp.4","SBS5",0.999503532209507
"hdp.9","SBS7a",0.997868974903458
"hdp.14","SBS7c",0.999565798004628
"hdp.10","SBS7d",0.994584077587301
"hdp.6","SBS12",0.997901175120043
"hdp.19","SBS13",0.99965340312356
"hdp.5","SBS16",0.99584659830967
"hdp.8","SBS17a",0.999440292360177
"hdp.15","SBS17b",0.999227140020319
"hdp.7","SBS18",0.99919852520456
"hdp.11","SBS22",0.9954296208999
"hdp.17","SBS28",0.996126096542503
"hdp.16","SBS29",0.988264986199903
"hdp.21","SBS35",0.986763409214054
"hdp.23","SBS38",0.989898846712001
"hdp.2","SBS40",0.999666677289536
"hdp.12","SBS41",0.996492810541059
"hdp.13","SBS44",0.996544345451737
