Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14
DEL,C,1,0,0.032413196149987,0.00847780364109726,0.00387057815738359,0.0193599061013049,0.0121303990392496,0.0459741134066086,0.169271720401945,0.0167219498333419,0.032789153700078,0.0206448665878872,0.0238637559358377,0.0419424803713183,0.0261267591687785,0.018942208689041
DEL,C,1,1,0.00704561761630967,0.00742007051946079,0.000396672368648477,0.021883805138725,0.00707185410675529,0.00475013452811264,0.140296774100216,0.0170091181126829,0.00493736291236696,0.00694914749312334,0.00859692003901123,0.071261151838517,0.011223034159406,0.00906994825086392
DEL,C,1,2,0.0126056373731084,0.00212601581246511,2.12500195065411e-05,0.025021112396393,0.00259655816130837,0.00192865169379486,0.0685297430977809,0.0189918036905629,0.0148753882616184,0.0448387833530282,0.0327632590818121,0.360770109457916,0.0446913716821713,0.0197196874038897
DEL,C,1,3,0.0103437203854619,0.00366426058102193,0.00371816891800642,0.0120633604620462,0.00914750618805172,0.00403177670773305,0.0923855859692965,0.01058710665252,0.00246868145618348,0.0100672273914382,0.0205725102723824,0.00791292528810422,0.0138220525963211,0.0107185087690812
DEL,C,1,4,0.00770166020621329,0.00326585920329392,0.00286575008729603,0.00347761190872067,0.0036536770197348,0.0112145678138441,0.0529998447380236,0.00313794300414292,0.00388776847094846,0.00764558487168539,0.00137261748522028,0.0265561965904654,0.00819448797766183,0.00309081218826829
DEL,C,1,5+,0.0118434320127118,0.00153791815650753,0.012443191527779,0.00290985431239446,0.00252560523642152,0.00288550011268615,0.023524628536142,0.00381624233491145,0.00624162753382108,0.00626859841977564,0.0025583454043751,0.0200328229153111,0.00614586598324637,0.00410898455931093
DEL,T,1,0,0.0309646159795459,0.0236279648372081,0.00862121458305728,0.0730568932631994,0.0794079624169532,0.0377767533847168,0.0201529372521254,0.067078166720477,0.00556594191164564,0.0557845016202761,0.0117756131626793,0.048399340649807,0.189139025634407,0.0187741051831278
DEL,T,1,1,0.0129071644023045,0.00745949259381049,2.4092429802254e-05,0.0913831097465411,0.00838264960224906,0.00298782281171758,0.0363755428912471,0.0697507030482462,0.0041924894378119,0.205799231403235,0.166795011462037,0.00506297083532151,0.161697734019212,0.213501003845368
DEL,T,1,2,0.0239409737472159,0.0159927876220827,0.00476032464104782,0.0813648321372581,0.135518332641343,0.0646745049352337,0.0106419216419888,0.0744423119241257,0.00276162576732272,0.0131436004885654,0.120732230178843,0.0660318975115314,0.00943936727626829,0.0104071352297192
DEL,T,1,3,0.0816529128619075,0.0106275314883411,0.0149931778549848,0.0813551351093008,0.37378495109191,0.244303314914373,0.014591597921609,0.0629295900574625,0.0120195492485022,0.270856545154232,0.00615531517590391,0.0397865787533076,0.154101443663919,0.00447766611205245
DEL,T,1,4,0.439889494150803,0.0209896253642214,0.042780917191036,0.0467087256380143,0.074260128410444,0.327789716883586,0.00625270089394228,0.0389809569080085,0.011333559052568,0.00836386866991715,0.158631026076068,0.016709321997137,0.00509355715211496,0.241975445426534
DEL,T,1,5+,0.0124647473056786,0.01230347589688,0.410336979910877,0.0259326872734795,0.00997534345998988,0.00725730302027747,0.00724937176092482,0.143998142531805,0.0114645743474997,0.0103684431777934,0.0270937520776414,0.011784438757067,0.00368751958994782,0.0216566982561172
INS,C,1,0,0.000678141778863382,0.000952400735739367,2.25951601535263e-05,0.000525592477558365,0.00093067915183033,0.00060029316765102,0.00250202235873389,0.000680725128783884,0.00256142262001148,0.00194565537603977,0.000603072213186027,0.00277765728249396,0.00382272864157924,0.00102963397371854
INS,C,1,1,0.00258987638010828,0.00234500919151629,0.000299958357488149,0.00121188437366937,0.00230636867075993,0.00217107778073085,0.00108229204357226,0.000878600938321775,0.00296035683266844,0.00274602875121231,0.000733947259450356,0.00404791856446739,0.00228079915378254,0.00298574749707252
INS,C,1,2,0.0026005855108927,0.000738992422731101,2.61982154579512e-05,0.00265067920153777,0.00104197160479891,0.00189401939566115,0.000918787557039432,0.00207290216121276,0.000378325065139627,0.00348218689281021,0.00246097436995444,0.00315504851140126,0.00394154871725534,0.0034174678645315
INS,C,1,3,0.00115380051266404,0.000174247528297995,0.00100842311860242,0.000467613743967974,0.00194713959262498,0.000760336363571965,0.00555797504067006,0.000535061733671636,0.000656548556623633,0.00538812150581413,0.000695208245756115,0.00311094723752512,0.00177000940317495,0.000594093072034263
INS,C,1,4,0.00157863730210625,0.00105848432934984,0.00215911087420266,0.000331326423769181,0.0012744420867877,0.0015340533877865,0.00473406045729783,0.000990649703792735,0.0014264474245926,0.00166827204750603,0.00068840274335037,0.0122261744675313,0.00198648046058485,0.00084624833090411
INS,C,1,5+,0.00866771046645445,0.0035085646171238,0.021732516652541,0.00524969969050342,0.00132960997894691,0.00278343977954968,0.0132823845279001,0.00534680536840652,0.0020005593911469,0.0012386257940015,0.0010265838628974,0.00499211960843853,0.000971729699351065,0.000953223289212531
INS,T,1,0,0.00625128486355979,0.00903787798322547,0.00157420688966147,0.00459866971423686,0.00579294756626684,0.0096973058433345,0.0253524472096664,0.00465626153337003,0.00582208417364679,0.00216478158545426,0.00879375610859279,0.00558278748969765,0.0026420394987978,0.00442608890001089
INS,T,1,1,0.0108398688434801,0.00196460413770434,5.0162536627159e-05,0.0113915123907945,0.0112172588126722,0.00946353783093194,0.0269324859360068,0.00846037487820473,0.00148680278517908,0.00968590806629395,0.013929292924005,0.0327686924333782,0.0064285758184757,0.00906612771663862
INS,T,1,2,0.014244691505536,0.00155872334404752,0.000527223072512137,0.0242519007395401,0.00691527933767916,0.00570409692215945,0.0819759685411985,0.0198788371648428,0.00221253919418233,0.0169541456891387,0.0435044358788181,0.0029208056796657,0.033600132204406,0.0479878201368898
INS,T,1,3,0.00696254447461778,0.000828941381106486,0.00375713796282116,0.0189362612589276,0.00602717194078094,0.00438990615434304,0.02704956322266,0.015919126204452,0.00531568797750659,0.0163735605360979,0.00483975921085488,0.0463164591737879,0.0195103930008147,0.00530099123760475
