Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16
DEL,C,1,0,4.66370720652604e-221,0.726265583533869,1.34988059510794e-92,0.0275053360783713,9.39644909082452e-279,3.01432815780855e-280,5.98040870192994e-15,8.62332753761379e-236,0,0.0825810974115577,0.00236986993221768,0.0157850245721082,0.00314354191681056,3.55599912210431e-75,0,0
DEL,C,1,1,0,0.170127624649771,2.91185100094058e-217,0,1.70649833820086e-95,0,0.0162149729828774,0,0.000505079857375026,0.248624942787676,0,8.44507406034507e-146,0,0.0186998615401001,0,0
DEL,C,1,2,0,0,8.8272243144856e-14,0,0,0,0,0,0,0.23368372541529,0,0.005843784476711,0,0.022203838335191,0,0
DEL,C,1,3,0.000181018229638738,0.0149488477248756,0.00383415443234216,0.0192644100848585,0,2.50011198217896e-169,0.00504043692534356,2.08998279981975e-279,0.00161723837161996,0.0740479256014805,0,0,0.00161277629675743,0.0206287816699968,1.11374066758994e-179,0
DEL,C,1,4,0.000798640498669528,0.0192110624521682,0,0.025714375296719,0,0,0,0.00130101567296461,0.000351927490877303,0.0484015397541087,0.00220921626294274,0.00197640970063309,0.00268516978541732,0,0,0
DEL,C,1,5+,0.00164641144661383,4.69323477251703e-285,0,0.113767889418708,0,0,0,0,0.00127883107710723,0.0262885876517606,0.0048278609560295,0.000768005983143235,0.0103037122111044,0,0,0
DEL,T,1,0,2.20000634979946e-154,6.42609055562176e-32,0.000272713521628302,0.0332216291928337,6.22812312157422e-81,0.989487379578354,0.0126991947681526,0.00592232715927365,4.54253704256021e-232,0.0346198367164651,3.86200260309088e-185,3.40909886849206e-196,0.00593474253515554,0.105666653035397,1.57890941768889e-279,0
DEL,T,1,1,0,0,0.790164027111342,0,0,0,0,0,0,6.01517236844419e-93,0,0,0,4.08481237081948e-42,0,0
DEL,T,1,2,0,1.79290898831309e-127,0.00491155747945866,0.0184138292605702,3.70879782713095e-60,5.04757451890652e-179,4.1618689584902e-188,0.0397524426296232,2.41261240375734e-218,0.0136919140069604,6.34068223664913e-247,0.000819957469652721,0.0030681300228505,0.117421133860424,0.965297728784163,0
DEL,T,1,3,0,8.1463139469591e-115,6.70018962581197e-87,0.106362492826091,0.983540976068144,7.08187094797406e-241,8.36196314061268e-181,4.30196433954985e-21,2.31674159016898e-41,1.17191221961068e-38,0,3.31564757984701e-69,0.0088693579832589,1.35231021962607e-19,7.37506957984678e-269,0
DEL,T,1,4,1.11253692925935e-308,1.57214234906491e-177,2.20818853152335e-132,2.14657073357237e-133,1.46485499141453e-182,0,1.7848819169689e-240,0.919025977311969,1.25524428483135e-62,2.18528569359205e-77,0,2.19277752996562e-97,0.0283972486050307,0.000883082959821925,0,0
DEL,T,1,5+,0,7.13843628100535e-304,1.37888466404707e-124,5.1908565926549e-37,6.38424408147309e-245,0,7.08136757812363e-138,1.98757889032719e-143,2.42507254886641e-87,5.82165458740218e-70,0,5.41576082386075e-174,0.886138021627477,0.00882272443466099,0,0
INS,C,1,0,0,0,0,0,0,0,0,0,0,0,0.755124509869019,0,0,0,0,0
INS,C,1,1,0,0,0,0.00107927428354654,0,0,0,0,0,0,0.0229141444883049,0.00120811858364044,0.000184760115159898,0,0,0.167618752145323
INS,C,1,2,0,0,0.000784644259854096,3.2499322287467e-05,0,0,8.23382887847736e-05,0,0,0.000862870526248066,0.000243337824069662,0,1.45096522515361e-05,0.004383281525963,0,0.100739855881167
INS,C,1,3,0.00023378042248135,0,0,0.00487980410213606,0,0,0,0,0.000693871901962087,0.00658853641684675,0.00178626706140406,0,0.00027252979610306,0,0,0.0378674327141601
INS,C,1,4,0,0,0,0.0216884675341981,0,0,2.35826457636878e-05,0.00297230025192892,0.00160518876155536,0.00632714836784417,0.00231987452838565,0.000254524928992662,0.00160722059010817,0,0,0.0101774325028808
INS,C,1,5+,0,0,0,0.129039750528003,0,0,0,0,0.0209693287044234,0.00648954801671326,0,0,0.00638444236504041,0,0,0
INS,T,1,0,0.000946221068140112,0.0195189700228776,0.0431543284190399,0.0136747928178265,5.18484654024663e-253,3.62061766198317e-248,0.00198032050918345,4.48825023636729e-209,0.00216946218302932,0.021081579774163,0.0459013345211081,0.00700121577093271,0.000796847964982676,0,0,0.000262837629567122
INS,T,1,1,5.72032773001095e-209,0.00935283363148735,0.000753172260912547,0,0,0,0.00204676085836306,0,0,0.0518334514602537,0,0,0,0.0137456231535607,0,0.320249130366712
INS,T,1,2,0,0,0.000294819167712221,0.00241736210907086,0,0,0,0.00583439825348113,2.87281053521115e-05,0.0442826546624594,0.00147987226320173,0,0.000410872853281256,0.0600068748368124,0,0.170395290215607
INS,T,1,3,0,0,0.00941854697312834,0.0113346968721435,5.04591255944093e-198,0,0,1.81460823881456e-297,0.00355925528140041,0.0288244410539252,0,0.000136539661253172,0.00070935480359729,0.0331469664061357,3.57718259502126e-158,0.121159062114297
INS,T,1,4,0.000198936202840526,0,0.0201053702265618,0.0468209287482317,1.08860029743392e-196,2.30956086202664e-277,3.4825586936496e-143,0,0.0147486986330759,0.00748952896441734,0.00326338207363346,0.000798552415225578,0.00187833085152422,0.0169190026072718,0,0.0580457188820425
INS,T,1,5+,7.66457677118358e-170,1.61473872593375e-147,5.39411616634551e-131,2.30678415625196e-87,4.45302430483876e-190,6.80124868510971e-292,3.39922005319681e-46,1.57673801098677e-121,0.922635294987283,2.40424972145015e-65,0,1.08131758320827e-65,0.0018904945917061,1.82958143404288e-55,0,0
DEL,repeats,2,0,0.0746049486915613,0.0185321376269407,0.0311907589547633,0.000495124165961673,1.53007680327891e-13,1.4559807176223e-52,0.00748720748251698,0,0.000190526072656523,0.00660186790477195,0,0.000504275167810197,6.07558648452787e-05,0.0508265757136574,0.00394827902117527,0
DEL,repeats,2,1,0.23970038077805,0,0.00600669670409596,0.0247404942435237,7.87141764651746e-264,8.10145879335225e-151,0.0066894207894365,0.00274514501251191,0.000446886554643643,0.00915187364486798,0.00496597200737637,0.000760379922306217,0.00177332806485569,0.0299638639910757,9.01924401167732e-305,0.000895149647677178
DEL,repeats,2,2,0.052475606891111,0,0.00257355930591022,0.00956345194501498,0,0,0,3.54874027390159e-227,0.000273049182391612,0.0144389067266302,0.00433001928416603,0.00169106490069791,0.00138447481381409,0.00154065414014358,0,0.000578637108848328
DEL,repeats,2,3,0.00963784701204963,0,0,0.00552759251423952,0,0,0,0,0.000290437572607406,0.00748685884098552,0.000222504924703118,0.000229721659251118,0.000477414868733975,0,0,0
DEL,repeats,2,4,0.00336039836130574,3.64631982807282e-05,0,0.00805870651877741,0,0,2.32113837259665e-84,8.56013582975974e-57,1.83150110375308e-135,0.00309199895308108,2.89458122370519e-05,0.000263227182696167,0.000500592997058421,0.00147504461619597,0,0
DEL,repeats,2,5+,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633060370730701,0,0.00364489914580413
DEL,repeats,3,0,0.00409051821746989,0.00373832405155793,0.0059444477031119,0,0.000101972012877236,0,0.0134736401809915,0,9.19039289168834e-05,0.000519299548610145,0.00148743360779941,0.000583165124858398,2.56095108475046e-06,0.040564704292211,6.71244072804257e-204,0.000400920719016544
DEL,repeats,3,1,0.106431839468597,4.4660064201551e-27,0.000855072784081442,0.038818761453828,9.8267552162255e-60,0.00063638451598684,0,7.57607163087411e-165,0.00358421389527835,2.30316296138034e-262,0.00413476904226758,0.00504906000196706,0.00376500766052967,0.00146917544202062,3.79202684375942e-104,0
DEL,repeats,3,2,0.0189962100905706,0,0.000117246223559756,0.014420272851427,0,0,0.000165176494927062,0.0033648852441473,0.000326884032823006,0,0.00190618059325632,0.000370221354601851,0.00167050784009813,0,0,1.80696458200058e-05
