Data_set,Noise_level,Approach,Run,PPV,TPR,aver_Sim_TP_only,Composite,N_Sigs,FN,FP
indel_set2,Realistic,mSigHdp_ds_10k,seed.1076753,0.8125,1,0.990666173519995,2.80316617352,16,0,3
indel_set2,Realistic,mSigHdp_ds_10k,seed.145879,0.866666666666667,1,0.989125088265356,2.85579175493202,15,0,2
indel_set2,Realistic,mSigHdp_ds_10k,seed.200437,0.8125,1,0.987478461659775,2.79997846165978,16,0,3
indel_set2,Realistic,mSigHdp_ds_10k,seed.310111,0.8125,1,0.988956993783231,2.80145699378323,16,0,3
indel_set2,Realistic,mSigHdp_ds_10k,seed.528401,0.866666666666667,1,0.990792155946439,2.85745882261311,15,0,2
indel_set2,Realistic,mSigHdp_ds_1k,seed.1076753,0.866666666666667,1,0.988299687968517,2.85496635463518,15,0,2
indel_set2,Realistic,mSigHdp_ds_1k,seed.145879,0.866666666666667,1,0.986875967302674,2.85354263396934,15,0,2
indel_set2,Realistic,mSigHdp_ds_1k,seed.200437,0.866666666666667,1,0.987615461117573,2.85428212778424,15,0,2
indel_set2,Realistic,mSigHdp_ds_1k,seed.310111,0.866666666666667,1,0.988311244546312,2.85497791121298,15,0,2
indel_set2,Realistic,mSigHdp_ds_1k,seed.528401,0.928571428571429,1,0.990837517242237,2.91940894581367,14,0,1
indel_set2,Realistic,mSigHdp_ds_3k,seed.1076753,0.866666666666667,1,0.98702571664532,2.85369238331199,15,0,2
indel_set2,Realistic,mSigHdp_ds_3k,seed.145879,1,1,0.990689795183902,2.9906897951839,13,0,0
indel_set2,Realistic,mSigHdp_ds_3k,seed.200437,0.928571428571429,1,0.987001924882236,2.91557335345367,14,0,1
indel_set2,Realistic,mSigHdp_ds_3k,seed.310111,0.866666666666667,1,0.990436208886132,2.8571028755528,15,0,2
indel_set2,Realistic,mSigHdp_ds_3k,seed.528401,0.928571428571429,1,0.985809980066523,2.91438140863795,14,0,1
indel_set2,Realistic,mSigHdp_ds_5k,seed.1076753,0.866666666666667,1,0.987177542400872,2.85384420906754,15,0,2
indel_set2,Realistic,mSigHdp_ds_5k,seed.145879,0.928571428571429,1,0.989073666126013,2.91764509469744,14,0,1
indel_set2,Realistic,mSigHdp_ds_5k,seed.200437,0.8125,1,0.988793057715296,2.8012930577153,16,0,3
indel_set2,Realistic,mSigHdp_ds_5k,seed.310111,0.928571428571429,1,0.987094100897924,2.91566552946935,14,0,1
indel_set2,Realistic,mSigHdp_ds_5k,seed.528401,0.928571428571429,1,0.988908029179299,2.91747945775073,14,0,1
indel_set2,Realistic,mSigHdp_ds_non_hyper,seed.1076753,0.764705882352941,1,0.983693843418005,2.74839972577095,17,0,4
indel_set2,Realistic,mSigHdp_ds_non_hyper,seed.145879,0.8125,1,0.981434339704911,2.79393433970491,16,0,3
indel_set2,Realistic,mSigHdp_ds_non_hyper,seed.200437,0.8125,1,0.985678355732441,2.79817835573244,16,0,3
indel_set2,Realistic,mSigHdp_ds_non_hyper,seed.310111,0.866666666666667,1,0.980827493127028,2.84749415979369,15,0,2
indel_set2,Realistic,mSigHdp_ds_non_hyper,seed.528401,0.8125,1,0.984286134798416,2.79678613479842,16,0,3
