Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17,low confidence hdp.18
DEL,T,1,5+,0.0242441193716864,0.0134362718128105,0.00974685714110642,0.0148871974357173,0.0170116956019253,0.0111357020740131,0.0176512103704341,0.0131068733834448,0.0200877697452288,0.00805212429051059,0.35881111571292,0.0264075265214661,0.00153367893090004,0.0340260930869671,0.00725547661973777,0.00491165526833646,0.00538333749552113,0.0203677532880104
INS,C,1,0,0.000473750868520934,0.00228078739890801,0.000771703866157958,0.000882296698795391,0.000683491541392342,3.39743566409554e-05,2.96496834619895e-05,0.000928087076795929,0.000669177760911886,0.00206923462559317,1.17296777682156e-05,0.000756545081405743,0.00038366725998952,0.00195470300148238,0.00308388100308762,0.00234227399449787,0.00260154833385813,0.000897535320770463
INS,C,1,1,0.00101122216648588,0.00141162261901357,0.00179988074186804,0.00276283786127726,0.000934662878258147,0.00238123838956696,0.0023709696029435,0.00226940541829409,0.00115752810441464,0.00112321298979948,0.000193013601282299,0.00176335025697439,0.000191586102730251,0.0022023916429209,0.00240977804086259,0.00252641503180116,0.00265800931606206,0.00172814914832558
INS,C,1,2,0.00219303903945199,0.0010823181365845,0.000815686988063334,0.00229810691563053,0.00163142779013374,5.86462108683158e-05,0.000188853407542638,0.000675821195020289,0.00242296212936139,0.000941302253483601,3.07465639837945e-05,0.0019332422721175,0.000438865839975109,0.00447823208211254,0.00471405243251268,0.00344957543214832,0.00501634111119556,0.00290911667565514
INS,C,1,3,0.00031443831375246,0.00683548098988685,0.00287868753948809,0.000707905108417569,0.000906244809649749,0.00558837721081048,0.00262193658465397,0.000192925046240516,0.000449294842414632,0.00554012579728065,0.000989891277967488,0.000516119055983658,0.000492084201844623,0.000590270983168431,0.00350496193932513,0.00260866469512996,0.00118133747380536,0.00658979880249893
INS,C,1,4,0.000312517133237091,0.00560188567305941,0.0020029716388833,0.00148066235651998,0.000382599464273712,0.0247895511057238,0.0124551787242716,0.000974051536393483,0.000278041167540271,0.0040136201373469,0.00236666707714044,0.0008172450229439,0.000770057319888643,0.000890499639457551,0.00188039247357507,0.00141174795265857,0.00142455401253,0.00332245531022049
INS,C,1,5+,0.000331744246602057,0.00738586816668591,0.00192741621695612,0.00473847840645903,0.000282809829788172,0.0386225744230527,0.0545188328758907,0.00365309724598374,0.00552230469509308,0.0104240429360822,0.0246465470088854,0.000880996916849897,0.00816592445616404,0.000722693265495954,0.00139675627630005,0.000804082529557706,0.000666673905254129,0.0259143641080349
INS,T,1,0,0.00640846117903063,0.0218597621712736,0.00479628934081244,0.00549107082588474,0.00381661624490387,0.00558979280900385,0.0047369138358087,0.00941535272201619,0.00481071614949444,0.0265289350692366,0.00276859364359019,0.008044946441627,0.012365967080359,0.00285002774434458,0.00182810747927507,0.00153328103727874,0.00162433902648237,0.004275102448933
INS,T,1,1,0.0123324021629064,0.0483513694777335,0.00192746814508116,0.011397998521132,0.0119237950994586,3.13453885675481e-05,0.000184431081873731,0.0019077046219688,0.0110382119827914,0.0250689297963994,5.65050922389126e-05,0.0115116252256749,0.00898697239254161,0.0122053671233538,0.00775591870803779,0.00803345965408492,0.00870584914059871,0.0184742686858587
INS,T,1,2,0.0377398996670747,0.0341540361887316,0.00341011997110511,0.0205276247045126,0.0272738170342473,0.00445165186153185,0.00435880499111716,0.00151278732163747,0.021122807629736,0.0794263462091669,0.000666409367156996,0.0525088404886922,0.00279656303442683,0.0304807143297529,0.0189822539127382,0.0218108920651172,0.0492535206679769,0.0262765274830826
INS,T,1,3,0.0187908752681817,0.0227629319613793,0.00429362509046529,0.00610268033295208,0.0181131895154212,0.00465772251282431,0.00358952133953049,0.000817574870224465,0.0181619264338413,0.0285696388835915,0.00420047164995337,0.0152967243734342,0.00303220899023975,0.0212422496776563,0.0160570952137756,0.0167249166148003,0.0137829943864754,0.0211393187391991
INS,T,1,4,0.0110934091208175,0.00997340244945079,0.00732139827693134,0.00452862747751835,0.00964001378950876,0.0140771128915292,0.0100860182545563,0.00169565764234102,0.0136927334175733,0.00780757447989726,0.0138629982989239,0.0103440838920667,0.0105788202306013,0.0116901533042576,0.012024615028388,0.00806414982696881,0.0109447442426085,0.0123253644268961
INS,T,1,5+,0.00114243649945388,0.0146644077350744,0.00522147682860608,0.00620606780201488,0.00155862008908956,0.0105917079111312,0.00668213408571834,0.0360706994435158,0.172918477121775,0.0586747931569815,0.444821101760449,0.00265384213674646,0.18127411689079,0.00332717685880407,0.0146752775072756,0.00805432897164596,0.00608692819683167,0.00856595113156372
DEL,repeats,2,0,0.023438272167704,0.00697145545982566,0.00258420314240972,0.0123444638060977,0.017551791222851,0.00144350570061392,0.00133212510035664,0.00148235382202112,0.0206655943180285,0.0093257139620995,0.000817920952415542,0.0213877430880061,0.012088984071373,0.0110736123136639,0.0052723814787877,0.00481590192893875,0.00380242999381101,0.0236311602218644
DEL,repeats,2,1,0.0190881071524579,0.011649117584112,0.0449138816185187,0.0144313526857587,0.0208415416980649,0.0216250824585948,0.0142910469212774,0.00436940666615735,0.0196457670525019,0.0167653911391881,0.00239258148151208,0.0133716206409643,0.00507282375885498,0.0108538020474522,0.00299238226306261,0.00641056331198525,0.0247928859162423,0.023454015092765
DEL,repeats,2,2,0.00406735346599373,0.012224468503331,0.011241919789014,0.00868335118262448,0.00528830663714002,0.00873262302660556,0.00895239527229264,0.00208240547817357,0.00433395271868564,0.0132243527849826,0.00168724205425393,0.00384749461839066,0.000410400204556531,0.00247903090478731,0.00284766486812511,0.00207220047311971,0.00119653850747565,0.00570800971542619
DEL,repeats,2,3,0.000206898129525638,0.00637036609278131,0.00166247892302315,0.000879477040548224,0.000407166079479593,0.00397419081373842,0.00272586123787328,0.000534516391491871,0.00036017851003487,0.00795344629675433,0.000702338812015118,0.000307568977514571,0.000428469694865715,0.00153116614707451,0.00180103132151257,0.00144857616011923,0.00191315866621787,0.000988076164532396
DEL,repeats,2,4,0.000908542339339768,0.00266794870385679,0.00176867193872149,0.00156072356190167,0.00082584299991925,0.00594773692361392,0.00258183413142911,0.000748269083487528,0.000353423205722951,0.00384844175649403,0.000562673811612178,0.00153581025266096,0.000381191987344426,0.00159710922693802,0.00197842683788757,0.00172356010915881,0.00150924548583589,0.00153919434395286
DEL,repeats,2,5+,0.0256141430482079,0.000961965373293258,0.00261338674867987,0.0227744651065583,0.023303207932114,3.78166945943967e-05,3.84943347998033e-05,0.000408383450604051,0.015864049277037,0.000510551358999766,8.18349611735975e-06,0.0300061174689684,0.000427479585807678,0.0127484593176768,0.00920309265741285,0.0042241953957375,0.00377419950270904,0.0256269953430514
DEL,repeats,3,0,0.0166793218373616,0.0017322868576259,0.000912948366255505,0.00745227130307345,0.0135561367937895,0.000596573524350109,0.000156590531639931,0.00109578553485888,0.0126241874341945,0.000878877696563882,3.44486217511715e-05,0.0179620961080147,0.0017782358682353,0.0135317344370311,0.00864476361113782,0.00533640726104938,0.00663633698520071,0.00822347054863815
DEL,repeats,3,1,0.0056876817051192,0.000720366656949127,0.00789027088669922,0.0107278597443886,0.00575396258524088,0.0254922944945768,0.0198437793355978,0.00524775876127936,0.00639552843591666,0.0010118784707571,0.00867321990644004,0.00673158960599973,0.00352825362831653,0.00766387257438031,0.00626859735232524,0.00415913222922367,0.00501634111119556,0.00652287730928359
DEL,repeats,3,2,0.000566870717724032,0.000182238053919606,0.00386173887454201,0.0028804090657652,0.00127335142181842,0.00988451549938462,0.0134869877087489,0.000990839337066808,0.000993835001915867,0.000217306103641497,0.00140619741616632,0.000545282156387465,0.000401489223034194,0.000580084653758622,0.00392884385740015,0.00218514030933239,0.000981552459852984,0.00139747824067331
DEL,repeats,3,3,0.000366922516118532,0.000105870329298832,0.00151126422291872,0.00103515635346757,0.000931420694320436,0.00416003863369698,0.00266425020071328,0.000370498681170129,0.000663540884466178,0.000134073361081871,0.000719524153861574,0.000355382897944069,0.000408667513704966,0.000218738021010645,0.00193454478910007,0.00168550429478279,0.000462545738824526,0.00277921024764889
DEL,repeats,3,4,0.00544457200181583,0.000156080353757102,0.00105912603823146,0.00729437044123208,0.0051370990117497,3.94345211011089e-05,4.04039754295586e-05,9.48914722551071e-05,0.00449581159948382,0.00018770270551462,5.18288087432784e-06,0.00540195569107731,7.45057066173196e-05,0.00328696766376535,0.00660658249405025,0.00517559075513784,0.0048361002833907,0.0088730026886694
DEL,repeats,3,5+,0.0102635203710233,0.00028650428731997,0.00130843296652864,0.00642207071258574,0.0102565509686438,4.0041206041126e-05,5.90983521208469e-05,0.000295716659988952,0.00664498258719655,0.000326709966284304,6.85854912693008e-06,0.0120664023449846,0.000106684251003537,0.00335505523403092,0.00392044091188765,0.00289224189257703,0.00275355867056103,0.0112467474186018
DEL,repeats,4,0,0.0115556022898237,0.00147748169266314,0.00238350093914611,0.00418770516217905,0.00982779934241112,0.000162389335611233,0.000104125668022445,0.00197000801056393,0.00792723776725113,0.0009842057290298,6.0947561559765e-05,0.0124122902800065,0.00213071469289664,0.00680017906494857,0.0080220119826003,0.00871600909902246,0.0104300806740573,0.0120301225450638
DEL,repeats,4,1,0.00190910233667063,0.00134254623938583,0.00495866858779958,0.0053323155221503,0.00211603637051478,0.0136736674064178,0.0133670823786805,0.00398759641875813,0.00251713375569643,0.00163333531404379,0.00168564432405959,0.0022007967630315,0.00152080751314555,0.00478543033220837,0.00179262837600007,0.00271546649676587,0.00357875764123389,0.00179113408311649
DEL,repeats,4,2,0.000271498781118121,5.03558513581306e-05,0.000979987575676804,0.00105942250323107,0.000279393568860516,0.00459240276761581,0.00363796590708533,0.000440971534264036,5.46687541004362e-05,0.000123132974817591,0.000141262730597281,0.000577158103340464,0.000272279990960304,0.000234285576425617,0.000365061299487514,0.000414931137390083,0.000314878554598856,0.000310988115530117
DEL,repeats,4,3,0.00437804892208876,0.00012146469340268,0.00120769240395906,0.00171657376319963,0.00380878278035638,1.33470686803753e-05,3.42730239340286e-05,0.000221024413142927,0.00292764151971084,0.000270291895941052,6.97545621432093e-06,0.00520425699880499,8.71295971072974e-05,0.00391101437076631,0.00234722277982509,0.00311075592351027,0.00328342327278255,0.0014329072664932
DEL,repeats,4,4,0.0048714478797848,0.000168229557351742,0.000692149978603016,0.00516484491110643,0.00379923030553319,3.41765849542944e-05,3.13583092886126e-05,0.000201992254090814,0.00330652014366877,0.000350521395212444,1.3015655729515e-05,0.00610458294731788,5.49510527210796e-05,0.00500309610801798,0.0027776403221876,0.00311689395808704,0.00559615196690518,0.00531829043140744
DEL,repeats,4,5+,0.00178760871786406,0.000214948850394598,0.000709182403614779,0.00212021211349107,0.00110758660814401,0.00250237314925703,0.00163515491607833,0.000174970179210221,0.00109239086548646,0.000349019773568327,5.56477735980463e-05,0.00303431886527055,7.89611973784882e-05,0.000381719291567596,0.000965405073325036,0.000793034067319508,0.00106407235692027,0.00148014596758638
DEL,repeats,5+,0,0.0262343781904465,0.00183100255465032,0.00129747613214607,0.00750900624477402,0.019916170179145,6.39041470151303e-05,8.27175914888724e-05,0.0394503440646282,0.0155127287157026,0.00171828419562526,2.19785324294805e-05,0.0296748110841484,0.00190744510030919,0.00613645928550941,0.00998550025068787,0.00651736511362116,0.00509234627954701,0.0120970440382791
DEL,repeats,5+,1,0.000324021254012387,6.06822187045128e-05,0.000948882628780322,0.00198922617128176,0.000268535516612744,0.0336323885630991,0.00882656000553193,0.000901154776250487,0.000226772434153119,0.000329284174817076,0.00101537702301869,0.000479834733388223,0.000684660413632911,0.000740921433913507,0.000479901554825018,0.000538919435840966,0.000347452198178048,0.000854233178101713
DEL,repeats,5+,2,0.00013547001570324,4.73481715485047e-05,0.000975573685048755,0.000570852628767384,0.000168463007018545,0.0024752745552696,0.00145373905625158,0.000750513441866315,0.000319512472819407,0.000165821932986058,0.000300295338477973,0.00023262659159316,0.000232428101374296,0.000522719535503379,0.000403341384600015,0.00040019985440582,0.000436486823961172,0.00190135771900059
DEL,repeats,5+,3,0.000226194129841355,6.72262008357595e-05,0.000700666191108898,0.000753788638076016,0.00020166819285041,0.00173734343989552,0.00106990128967077,0.000330818425033178,0.000125174446786432,0.000143941160457497,9.13044352522567e-05,0.000381154940161387,0.000158912503815014,0.000308806617897381,0.000312776305187512,0.000193961892626134,0.000158525065418734,0.000712517074822166
DEL,repeats,5+,4,5.40839104446066e-05,6.48473995317827e-05,0.000488747512837541,0.000466183496864967,6.08399079855143e-05,0.000600011405676872,0.000716818787969184,0.000134571728392058,4.67055476930077e-05,4.71938231008187e-05,3.10972852459671e-05,0.00010376638050657,6.36145069789075e-05,4.5034298443368e-05,8.40294551250032e-05,5.64699181063427e-05,0.000102064083214801,0.000728263308519893
DEL,repeats,5+,5+,0.000417837626828626,0.000103537098901061,0.000266650922059156,0.00123535208901644,0.000166243525396756,0.00012376372776348,0.000155183428018006,3.42937960278627e-05,0.000579703531614936,0.000257849888032655,4.52430428202603e-05,0.000597504452459399,6.65848341530199e-05,0.00090658331747304,0.000946731861075036,0.00128284922654626,0.00200002171576239,0.00151163843498183
INS,repeats,2,0,0.00625072537002377,0.00222851756948921,0.00411883502159457,0.00899368447819148,0.00540526461475881,0.00233209690942558,0.00106688606762379,0.00124104040913396,0.00539726445965059,0.00135188851446072,0.000459288977329534,0.00676075270640354,0.00176833477765492,0.00512104308013156,0.00861862111398782,0.00860675208355584,0.00659942018914429,0.00682992886638927
INS,repeats,2,1,0.0191773234077851,0.00170901835291688,0.00482116291270462,0.00962016127419844,0.01730122915545,0.00166535016034683,0.00109010327738555,0.00139599091160541,0.0168652211657553,0.00134888527117249,0.000159149514968082,0.0185338285182568,0.00154754045771257,0.0175108363780629,0.0165276601624756,0.0173239887894937,0.0165886708867632,0.0139039243550933
INS,repeats,2,2,0.00795299846411951,0.00150692049807251,0.00760160243962486,0.00427613989811293,0.00814908788988377,0.00904425685746099,0.0028348112611709,0.000363586057363466,0.00538478280466367,0.000722280010820257,0.000563764944427826,0.00721006791611336,0.000296537662882222,0.00637985894614381,0.0119956715494005,0.0102947115921693,0.00370470906307343,0.00673151490577847
INS,repeats,2,3,0.000980452661817418,0.000771579241343939,0.00103617380696561,0.00336222884927355,0.00074026239973791,0.00453982340614766,0.00163977825655037,0.000807340596017198,0.00134703452206558,0.00180687987262816,0.00049440007257592,0.000999005741739721,0.000904464624517229,0.00239110679830264,0.000483636197275018,0.000498408407634242,0.000590668736902681,0.00175964161572104
INS,repeats,2,4,0.000107540184226822,0.00028537412884605,0.00192731236070605,0.00114717368565049,0.000295082257579241,0.00571254539520064,0.00695913248443442,0.000493669068997951,0.000651282915052496,0.000456278462433824,0.00375934224019855,0.000145137290381738,0.000603718998138347,0.00040423644078928,0.000476166912375018,0.000381785750675491,0.00036482480808695,0.000732199866944325
INS,repeats,2,5+,0.000994880650946782,0.00120918753946327,0.00338529832733797,0.00235065509205501,0.00159056321674433,0.101154602332178,0.0459841463645066,0.00183139643709005,0.00539645919158692,0.00143276156586531,0.027542374532586,0.00118517483617798,0.00651566018368008,0.00153920798608226,0.00485783616683768,0.00293275292078375,0.00202825220686435,0.0178601655716473
INS,repeats,3,0,0.00366190783619452,0.000579725726214771,0.00077933730053823,0.00441951524777191,0.00292251330530273,0.000118101334989988,0.000378108844691541,0.000591433319977905,0.00318653520218156,0.000657281245367765,4.92178837915494e-05,0.00351347538702147,0.000511391328476353,0.00306018780374696,0.00119788656583755,0.00212867039122605,0.00351795350655273,0.00242885654787446
INS,repeats,3,1,0.00421709073460792,0.000756467928845879,0.0040235988402788,0.00450333599748316,0.00434430888029611,0.00918338993703824,0.00283249959093488,0.000528232188031268,0.0052781295233417,0.000598288966491742,0.00080393107095777,0.00194138081176507,0.000956445350064196,0.00952797085637544,0.0052919883516502,0.00367177228382763,0.00507931682211533,0.0076487330186711
INS,repeats,3,2,0.00068413927021792,0.000398098322438332,0.000827578528696546,0.00253982852718313,0.00061318619707861,0.00133308904153082,0.000805466316150454,0.000915698218545026,0.000871076359320452,0.000296033981268772,0.000181478768659735,0.000646335690344844,0.000151981740408752,0.00264844564655045,0.00081228473287503,0.000563471574148072,0.000825198970672863,0.000740072983793189
INS,repeats,3,3,1.90357607239933e-05,2.71784884615286e-05,0.00017961938449905,6.63046909030819e-05,5.09392791824352e-05,0.000288377574821443,0.000141011884397191,8.69913307617774e-05,6.8224099838924e-05,0.000101895754422222,8.627743049445e-05,4.10318040565195e-05,6.88125795336042e-05,9.43575776908663e-05,0.000305307020287512,0.0002442937761557,0.000171554522850411,0.000570800971542619
INS,repeats,3,4,3.8025596814153e-05,5.23609712312145e-05,0.000407272284656272,0.000212328810430616,5.69014160880257e-05,0.00291067211388852,0.000451077218228505,0.000462068503024632,5.88293057627443e-05,0.00011433776233062,0.000114802759817818,9.32541001284533e-05,5.47035254565702e-05,0.000160836780154886,8.21621339000031e-05,4.66490627835005e-05,4.56031010108687e-05,0.000350353699774435
INS,repeats,3,5+,4.73636056936351e-05,0.000114902482908951,0.000747401503641174,0.000776175015674737,0.00010575177139113,0.0111731143119809,0.00823004857723733,0.000216176599044747,0.000428984192364225,0.000205507647866292,0.00228023377052947,8.5793772118177e-05,0.000315844789513953,0.000387616640173275,0.00118761629910004,0.000677639017276112,0.000358310079371112,0.00223202862665286
INS,repeats,4,0,0.00303594742293802,0.000319515851775925,0.0013269193790414,0.00133805600456477,0.00242680731681275,5.11637632747721e-05,4.63339121219565e-05,0.00166253091267013,0.00231496673459998,0.000264285409364585,1.41847266034236e-05,0.00373830254478571,0.000405697186530853,0.000971990274736027,0.00157882009573756,0.000794261674234863,0.000922919901410439,0.00133842986430683
INS,repeats,4,1,0.0028925554078985,0.00037047323909598,0.00394658943085061,0.00378346870256245,0.00242269474792531,0.0110244765016767,0.00400220473036075,0.00172725820831434,0.00315682975805497,0.000473439852652304,0.00137661992305643,0.00285594920466121,0.00149085671413992,0.00202707955255208,0.00402314357926265,0.00256815366692324,0.00199567856328516,0.0065622428935279
INS,repeats,4,2,0.000444833657417096,0.000176414092106421,0.000248112581421353,0.000321441040177054,0.000342191842982903,4.65125120679746e-05,0.000123222074319997,0.000293831398950771,0.000196977515797234,0.000187488188136889,2.52908999055547e-05,0.000836234948788239,0.00013292214104153,0.00025412211264472,0.000502309409525019,0.00044684891718932,0.000414771061575044,0.0013226836306091
INS,repeats,4,3,2.37124192693732e-05,2.89922105285454e-05,0.000190732003256724,0.000149954552235707,2.37832687511327e-05,0.00080062189250918,0.000327151592097545,0.000167698458062952,3.60133772920222e-05,8.53779163369356e-05,0.000178478153416703,6.0021729900859e-05,8.31691608751475e-05,7.29126736702149e-05,0.000206338995362508,0.000116622656958751,6.51472871583839e-05,0.00059442032208921
INS,repeats,4,4,3.32035102616336e-05,2.93385494157144e-05,0.000302896753334188,0.000735759914132008,5.79893972751772e-05,0.00074703138947434,0.00118447972745609,0.000151539077735687,5.19397901068792e-05,0.000154023477210854,0.000366542687999456,6.57865288178907e-05,0.000115347705261365,0.000249833131840589,0.000281031844362511,0.000272528735208871,0.000304020673405792,0.000421211751414209
INS,repeats,4,5+,0.000373543317496198,0.000221565745975775,0.00146847544788917,0.00253085688730578,0.000489743851584395,0.00431029427050787,0.0126297600807919,0.000372114619202856,0.000722817561375407,0.000296892050779696,0.00241471589005808,0.000343514194291357,0.000243814355541727,0.000716259794289758,0.00123896763278755,0.00101645852591417,0.000445173128915623,0.00179900719996536
INS,repeats,5+,0,0.00384503996771131,0.000410356896207868,0.00208969160769319,0.00757146594715824,0.00473857150289609,3.55921831476675e-05,5.80932781051862e-05,0.00457588763700574,0.00337689162501082,0.000226315833506199,1.33274079625573e-05,0.00279287552239251,0.000188615775556138,0.00537730968317835,0.00822835097796281,0.00600913585066407,0.00436486823961172,0.00473961634301595
INS,repeats,5+,1,0.00425237616160334,0.000763330907320571,0.0054873488287897,0.00327080356671388,0.00518895219512934,0.00123015483004126,0.000511180644365012,0.00871744704054864,0.00351454772678418,0.00136454503974685,0.00153452242909234,0.00241884180442275,0.00201536698763527,0.00290524837219775,0.0026525298001126,0.00341029201085696,0.00334857055994093,0.00209818564022218
INS,repeats,5+,2,0.000375962014878096,7.90564080869547e-05,0.000744026175513843,0.000688936498391171,0.00037361273966784,0.000210924130812598,0.000268053239976698,0.000942899842095922,0.000250125207999622,0.000134287878459602,0.00029717781614755,0.000446602363160629,7.32680702947728e-05,0.000330251521918032,0.00025769032905001,0.000241838562324989,0.000204128166429603,0.000539308504147164
INS,repeats,5+,3,0.000154720091385123,0.000189720796718705,0.000223810218904569,0.000697224584754057,0.000139174553460425,0.000718921653920216,0.000585857643728599,0.000245263483633825,0.000254912079267009,0.000156812203121357,0.000158642917589388,0.000215332194842065,0.000328468680003931,0.000431042570815094,0.000337051481112513,0.000396517033659754,0.000608041346811583,0.00027555908971023
INS,repeats,5+,4,0.000159014044648557,3.36404429616036e-05,0.000493732612840984,0.000586830692167998,0.000180626636690899,0.000181803253691779,0.000110357126919541,0.000238350859827161,0.000109069085512981,0.000108760310509614,0.000120336361954319,0.0003299499615454,9.77732694812002e-05,0.000187106787580184,0.000633955555887524,0.000466490627835005,0.000360481655609724,0.000621976231060233
INS,repeats,5+,5+,0.000647093398925549,0.000169478200181799,0.00120088981957936,0.0010681378105405,0.000605330972907375,0.00154482208559677,0.000552087156802401,0.00033458894710954,0.000637906517772602,0.00031727120166414,0.000131754287489492,0.000927454414004799,0.000171536394304992,0.00059187935096998,0.00102142471007504,0.00111098425839652,0.00117699432132814,0.00157068681134831
DEL,MH,2,1,0.0286265770586232,0.0063669209322721,0.004643620653207,0.0177091626759958,0.0287522964290913,0.000996176671508013,0.00100597858227476,0.00346277565546262,0.027435303980865,0.0126981416574085,0.00114576739448863,0.0260195894649317,0.0066587309425665,0.0481491707523677,0.0455533012838767,0.0414047260411027,0.0338440156787804,0.0333741423223333
DEL,MH,3,1,0.0163961428910385,0.0018054828471747,0.0012521948071148,0.0125969513855032,0.0100127996634744,5.15682199014501e-05,5.08567451924295e-05,0.00079225850771175,0.00924434315961688,0.00106615136732304,4.76201535972077e-05,0.0223250315707517,0.00148318336894013,0.00501703529563141,0.00303252966940011,0.00263567204726778,0.00534859227570332,0.00597963224671199
DEL,MH,3,2,0.0096864926551164,0.000997720306302841,0.00642148387005984,0.00841129688386751,0.00867358186058579,0.0145175661579816,0.0131444584842117,0.00497251064970494,0.00687689978953424,0.00227452775608173,0.00317858679906992,0.0119104136684061,0.00120025970560592,0.00684467724079143,0.00575041571238772,0.00399586050948142,0.00613253129784254,0.0103767680068024
DEL,MH,4,1,0.0104096295935646,0.0010418147151482,0.00144827540725022,0.00259724702239817,0.00728932163654914,0.00183663754174498,0.000706567033009445,0.00284485890661503,0.00761814904214482,0.000853779163369356,0.000160708276133293,0.0115967407861558,0.00261908598577362,0.00813673270803568,0.00413051454970016,0.00505160245668696,0.00849086309297604,0.00615677737581142
DEL,MH,4,2,0.00502430036939403,0.000504962097492465,0.0049835940878168,0.00303472127165562,0.0069698686003777,0.0029054141777417,0.00157736316017784,0.00623850832401102,0.00591509656170669,0.000869653449321449,0.000318299029936164,0.00347719106442604,0.00139036064474912,0.00310575822479085,0.00564584572378771,0.0042462923202139,0.00641917936133943,0.0156202638281456
