Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10
DEL,C,1,0,0.00527603958882318,0.0172757063955033,1.29315077657203e-200,0.0360926972671893,0.00469525390097187,0.000471824339903855,0.0243003490805822,0.370616748385253,3.04524147971949e-133,0.109400994418678
DEL,C,1,1,2.99891188626527e-81,0.0222422928180583,0.000590327250485473,0.0208189754295666,2.32478542780139e-05,0,0.00135298850725122,0.107056225878894,3.94334932187223e-235,0.229431272386469
DEL,C,1,2,0,0.0224248037137245,0,2.35105873939175e-176,0,0,0.00823719326354083,0,0.00554071023471959,0.201250943447107
DEL,C,1,3,0.000286076190229463,0.0127481097933399,0.00190396322882879,0.00448818433995635,0.00247655352879301,0,0.000210405147496059,0.010723227728504,0.00393740595552817,0.0723207824642474
DEL,C,1,4,0.000605354834837921,0.00124672123653028,0.000664330753084234,0.000224183503290589,0.00387656791035636,0.000352296973916729,0.00228148952487165,0.0138720726374988,0.00275388518510715,0.0488914585362627
DEL,C,1,5+,0.00202463478187568,0.00239117358592698,0.00343387726856618,0.000366856173190145,0.0146218836288897,1.53951297755058e-114,0.00114582593265469,1.11253692965408e-308,0.000398623541950611,0.0249724729417389
DEL,T,1,0,0.00301264130620417,0.10937379904275,0.00126398998776174,0.0329829161859177,0.00789334318978041,0.00748726734607134,6.24080102031276e-123,0.117048076034189,0.0333774154801023,0.0312850143154484
DEL,T,1,1,0,0.0921058008532039,0,1.05148282055218e-67,0,0,0,1.06754085537295e-115,0.710841329758309,4.85011028555994e-09
DEL,T,1,2,0,0.125270727206275,0.000886467715449919,0.00684906096850289,0.007039287225027,0.002523388243797,0.0108929447356208,0.0968752316879712,1.0506405831455e-105,0.0100545450728331
DEL,T,1,3,0,0.0956883725175852,0.00232550103645865,0.00662668637766075,0.0202289943338566,0.00503529853025889,0.0222880858870753,0.124648767731766,0.0474545183044449,0.010294305884321
DEL,T,1,4,2.79018033905895e-298,0.0570534338293131,0.00431954191343043,6.04644838544669e-96,0.0471436807137533,0.00282130398347908,0.0175725615205573,0.104690056826857,1.52825603517054e-69,0.00803687036480647
DEL,T,1,5+,3.14847419258754e-172,0.0303870625902606,2.74708321858958e-41,0.0113102718340602,0.815245403327514,4.94803151381607e-144,1.44191305778724e-30,3.8076045007593e-102,2.49955266685152e-144,0.00880573201089039
INS,C,1,0,0,0,0,0,0,0.374368108278902,0.000433412754137574,0,0,0
INS,C,1,1,0,0.00211117443610171,0,0.00113427625124448,0.000211473062711196,0.10454066825557,0.00133725823005077,0,4.65496942226968e-110,0.00189485587903909
INS,C,1,2,0,0.00461686175397247,0,0.00032698724808837,2.1318677319281e-05,0.0503371562232547,0,0,0,0.00219006418357658
INS,C,1,3,0.000224899437138797,0.000166880794003807,0.000572866103409382,0,0.000483889232615609,0.0205327644411732,0,0,0,0.00805705614319065
INS,C,1,4,0,0,0.0016820993884125,0,0.00293976020705873,0.00706756932916227,0.000188356293127673,0,0,0.00856462332785846
INS,C,1,5+,7.92490276104879e-05,0.000185800912486322,0.0244409696379003,2.47469401750648e-207,0.00904358600793181,7.67020810271805e-233,0,9.59509226138568e-143,0.000184652085242683,0.00763454981629834
INS,T,1,0,3.34667172891952e-18,0.0040621351896525,0.00238700931994886,0.00257970424494961,0.00131124506399333,0.0270021244843668,0.00651992448643108,0.0115104368806068,0.0562753764456425,0.0186203479904472
INS,T,1,1,0,0.0161502036765285,1.37430546860175e-05,0.00399390482186843,0,0.159586242817222,0,0.00887354290645617,0,0.0524214574316427
INS,T,1,2,0,0.0332006899490579,6.55113886974085e-05,9.08111968644948e-43,0.000673080033638902,0.0799585361192436,0.00022640750949713,0.000156613587798727,3.81545602740554e-253,0.0487219320747996
INS,T,1,3,0,0.0209227850862142,0.00412944796593417,0.000747060973416355,0.00110814898325112,0.0532524556851772,0.000495473700314437,8.364280062577e-136,0.0089143885630163,0.0297368859767109
INS,T,1,4,0,0.0127509863013296,0.0165717821950646,0.000241109909077285,0.00352353059503346,0.0270519832455188,0.000948164968562007,1.46165920815887e-104,0.0140142008278382,0.00690039279567008
INS,T,1,5+,1.68128002051077e-154,9.47367324029878e-15,0.900339447036764,2.80575247743065e-08,0.00316327110691253,4.72089163908344e-126,9.88252073641118e-27,9.19129421944996e-44,3.64908040894063e-143,1.47334756963962e-21
DEL,repeats,2,0,0.074074601549471,0.0290209363537798,0.000154513518152062,0.00935092123109777,0.00010459975369242,0,0.00081941622090159,0.0120322454005585,0.025812509838017,0.00634753863127089
DEL,repeats,2,1,0.236159398068883,0.0244243356185363,0.000103620856125063,0.0120639479267722,0.0032955271140683,0.00219901609452039,0.00130012546028076,0.000589772667221154,0.00334185684363352,0.0102413567804437
DEL,repeats,2,2,0.0580975585601766,0.0041170528158267,3.31095663664633e-05,0,0.00183313164035901,0.000238600754252798,0.00242441573233257,0,0.0040347090123917,0.0138506667369551
DEL,repeats,2,3,0.0139108225086475,0,0.000108222843324523,0,0.00077715351425931,0,0.000235214994432852,0,0,0.00756311256960112
DEL,repeats,2,4,0.00279367064980705,0.000751437767933458,0,0,0.000865560062208228,0,0,0,0,0.00371549156452934
DEL,repeats,2,5+,9.18706445888253e-97,0.0272751239634587,0,0,0,0.00175480010646836,0,0,0,0
DEL,repeats,3,0,0.00485476851022927,0.0187231533428596,7.04801917512095e-05,0.0121127188251629,1.12512840301191e-05,0.000207466798502413,1.57801066788232e-05,0.00221091157989987,0.00108745804201962,0.00026692829814269
DEL,repeats,3,1,0.100159009900215,0.00568053293898208,0.00469655680901756,0.00164841076653028,0.00486413936237621,0.000791000538069139,0.00559358109395797,0.00390374749814463,0.000135776186069072,2.63690969140583e-73
