"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.999064270525269
"hdp.2","SBS17b",0.99934884458159
"hdp.3","SBS18",0.997795130889574
"hdp.4","SBS4",0.999122156827798
"hdp.5","SBS3",0.997586173129709
"hdp.6","SBS28",0.984241507011754
"hdp.7","SBS41",0.9938893004099
"hdp.8","SBS2",0.999732855714372
"hdp.9","SBS12",0.992790960644374
"hdp.10","SBS17a",0.9984326572631
"hdp.11","SBS5",0.999174942150621
"hdp.12","SBS7c",0.99933803393024
"hdp.13","SBS22",0.988723030622792
"hdp.14","SBS13",0.99732851049215
"hdp.15","SBS7d",0.977367653619491
"hdp.16","SBS40",0.999230846174308
"hdp.17","SBS44",0.994541573365982
"hdp.18","SBS16",0.991065446806152
"hdp.19","SBS29",0.95093165301325
