Data_set,Noise_level,Approach,Run,PPV,TPR,aver_Sim_TP_only,Composite,N_Sigs,FN,FP,FP.sigs,FN.sigs
indel_set2,Realistic,mSigHdp,seed.1076753,0.8666666666666667,1,0.9910722371611617,2.8577389038278285,15,0,2,,
indel_set2,Realistic,mSigHdp,seed.145879,0.9285714285714286,1,0.9911713879445361,2.9197428165159645,14,0,1,,
indel_set2,Realistic,mSigHdp,seed.200437,0.8666666666666667,1,0.9909634323118444,2.857630098978511,15,0,2,,
indel_set2,Realistic,mSigHdp,seed.310111,0.8666666666666667,1,0.9911010438048381,2.8577677104715047,15,0,2,,
indel_set2,Realistic,mSigHdp,seed.528401,0.8666666666666667,1,0.9911314820201459,2.8577981486868125,15,0,2,,
indel_set2,Noiseless,NR_hdp_gb_1,seed.1076753,0.9285714285714286,1,0.998075720765759,2.9266471493371875,14,0,1,,
indel_set2,Noiseless,NR_hdp_gb_1,seed.145879,0.9285714285714286,1,0.9978474591956792,2.926418887767108,14,0,1,,
indel_set2,Noiseless,NR_hdp_gb_1,seed.200437,0.9285714285714286,1,0.9981047411092889,2.9266761696807175,14,0,1,,
indel_set2,Noiseless,NR_hdp_gb_1,seed.310111,0.9285714285714286,1,0.9979955548467018,2.9265669834181303,14,0,1,,
indel_set2,Noiseless,NR_hdp_gb_1,seed.528401,0.9285714285714286,1,0.9981022733085306,2.926673701879959,14,0,1,,
indel_set2,Realistic,NR_hdp_gb_1,seed.1076753,0.7647058823529411,1,0.9894146412262493,2.7541205235791906,17,0,4,,
indel_set2,Realistic,NR_hdp_gb_1,seed.145879,0.7647058823529411,1,0.9891677382237808,2.753873620576722,17,0,4,,
indel_set2,Realistic,NR_hdp_gb_1,seed.200437,0.6842105263157895,1,0.9885821824104973,2.672792708726287,19,0,6,,
indel_set2,Realistic,NR_hdp_gb_1,seed.310111,0.8125,1,0.9892330772245336,2.8017330772245335,16,0,3,,
indel_set2,Realistic,NR_hdp_gb_1,seed.528401,0.8666666666666667,1,0.9891508517138081,2.8558175183804746,15,0,2,,
indel_set2,Realistic,NR_hdp_gb_50,seed.1076753,0.8125,1,0.9907933719682481,2.8032933719682482,16,0,3,,
indel_set2,Realistic,NR_hdp_gb_50,seed.145879,0.8125,1,0.9911290817971552,2.803629081797155,16,0,3,,
indel_set2,Realistic,NR_hdp_gb_50,seed.200437,0.7647058823529411,1,0.990831291101202,2.755537173454143,17,0,4,,
indel_set2,Realistic,NR_hdp_gb_50,seed.310111,0.8125,1,0.9909704045029132,2.8034704045029133,16,0,3,,
indel_set2,Realistic,NR_hdp_gb_50,seed.528401,0.8666666666666667,1,0.9909063123382548,2.8575729790049214,15,0,2,,
indel_set2,Realistic,SignatureAnalyzer,seed.1076753,0.6,0.6923076923076923,0.9804700679475596,2.2727777602552517,15,4,6,,
indel_set2,Realistic,SignatureAnalyzer,seed.145879,0.6666666666666666,0.7692307692307693,0.9756621564102569,2.4115595923076927,15,3,5,,
indel_set2,Realistic,SignatureAnalyzer,seed.200437,0.5333333333333333,0.6153846153846154,0.9899072457471021,2.1386251944650505,15,5,7,,
indel_set2,Realistic,SignatureAnalyzer,seed.310111,0.5,0.6153846153846154,0.9890989290800671,2.1044835444646823,16,5,8,,
indel_set2,Realistic,SignatureAnalyzer,seed.528401,0.5333333333333333,0.6153846153846154,0.9898807689887,2.1385987177066488,15,5,7,,
indel_set2,Realistic,signeR,seed.1076753,0.6,0.46153846153846156,0.9934035302681725,2.054941991806634,10,7,4,,
indel_set2,Realistic,signeR,seed.145879,0.6666666666666666,0.46153846153846156,0.9875411636393644,2.1157462918444927,9,7,3,,
indel_set2,Realistic,signeR,seed.200437,0.5555555555555556,0.38461538461538464,0.9899363636250984,1.9301073037960386,9,8,4,,
indel_set2,Realistic,signeR,seed.310111,0.5,0.46153846153846156,0.9817476964919348,1.9432861580303964,12,7,6,,
indel_set2,Realistic,signeR,seed.528401,0.5,0.46153846153846156,0.9853916385596259,1.9469301000980874,12,7,6,,
indel_set2,Realistic,SigProfilerExtractor,seed.1076753,0.8333333333333334,0.7692307692307693,0.9894260266587135,2.591990129222816,12,3,2,,
indel_set2,Realistic,SigProfilerExtractor,seed.145879,0.8333333333333334,0.7692307692307693,0.9892855231378374,2.59184962570194,12,3,2,,
indel_set2,Realistic,SigProfilerExtractor,seed.200437,0.8333333333333334,0.7692307692307693,0.9893805566349627,2.5919446591990654,12,3,2,,
indel_set2,Realistic,SigProfilerExtractor,seed.310111,0.8333333333333334,0.7692307692307693,0.9893781007738023,2.591942203337905,12,3,2,,
indel_set2,Realistic,SigProfilerExtractor,seed.528401,0.8333333333333334,0.7692307692307693,0.989108157082488,2.5916722596465904,12,3,2,,
