"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.99928898585137
"hdp.2","SBS2",0.998167433910532
"hdp.21","SBS3",0.987097975757501
"hdp.14","SBS4",0.988284247210348
"hdp.27","SBS5",0.995880503194451
"hdp.9","SBS7c",0.990831665582214
"hdp.3","SBS7d",0.98923545881969
"hdp.29","SBS8",0.990229305759809
"hdp.25","SBS9",0.994746153550879
"hdp.30","SBS12",0.996052087834898
"hdp.17","SBS13",0.991717655143783
"hdp.34","SBS16",0.952753202618031
"hdp.4","SBS17a",0.99336726055708
"hdp.6","SBS17b",0.99504363491017
"hdp.23","SBS18",0.995607694270283
"hdp.16","SBS22",0.988828594439268
"hdp.15","SBS26",0.992108778374139
"hdp.24","SBS28",0.984603943562689
"hdp.33","SBS29",0.976079016820186
"hdp.12","SBS34",0.98742154719298
"hdp.26","SBS36",0.996513590826383
"hdp.19","SBS37",0.995178147009875
"hdp.13","SBS38",0.9924919816384
"hdp.5","SBS40",0.994162868881645
"hdp.28","SBS41",0.991427784018211
"hdp.22","SBS44",0.988600159723038
