Signature,NumberOfPostSamples
low confidence hdp.1,2058
low confidence hdp.2,808
low confidence hdp.3,400
low confidence hdp.4,200
low confidence hdp.5,200
low confidence hdp.6,200
low confidence hdp.7,3
