Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16,W.17
DEL,C,1,0,1.19913148018666e-70,1.36021664998843e-208,4.24041418115492e-204,2.32326025062142e-88,1.31916221669342e-217,0.0380129298037963,2.16687315959976e-96,0.0834411701623012,0.000893046582525969,0.604477669271661,0.0213357848962963,0,7.53783179187761e-67,0.0030990234246276,1.28307202295522e-125,1.27786489289042e-252,0
DEL,C,1,1,0.0224830057053306,7.99649125101874e-139,0,0,1.30168726453249e-134,0,1.12213979880349e-196,0.255278355663288,0,0.142973368177673,0.000765158852280892,0.000493861524121316,0.0181379175814609,0,0,0,0
DEL,C,1,2,0,0,0,0,0,0,4.41743236458392e-14,0.240215885140661,0,0,0.00547989115687353,0,0.0224697072988483,0,0,0,0
DEL,C,1,3,0.00665325348057644,3.80631854925066e-220,0.0300204059996774,0.000148858675597745,1.16989720145641e-105,0.0101868520002217,0.00321963404511214,0.0756953810264878,0,0.0136228625741676,0,0.00111270415179067,0.0187470518591706,0.00168070964399197,4.30537483912876e-169,3.76058666711729e-162,0
DEL,C,1,4,0,0,2.82816999653647e-271,0.000489546030219445,0,0.0466014232312455,0,0.0491970257644038,0.000925380722082092,0.0167573834680575,0.00186663512616562,0.000296497694695336,0,0.00244063216538091,2.52970791268664e-54,0,0
DEL,C,1,5+,0,0,0,0,0,0.226264147497133,0,0.0213603455252462,0,0,0,0.000323471241760107,0,0.00874286078721059,0,0,0
DEL,T,1,0,0.0341656754104523,1.55720144485148e-50,1.02391303541839e-145,0,0.0135477903620774,0.0870393645989001,0.0421733630987893,0.0239872844198033,0.0220704412467157,0.160982778687204,3.28093965548142e-298,4.59885518275105e-88,0.204130273752902,0.00560786929715387,0.017450838297433,0,0
DEL,T,1,1,0,0,0,0,0,0,0.775344436567275,4.60043250681203e-73,0,0,0,0,1.17641481421763e-25,0,0,0,0
DEL,T,1,2,1.12794112372485e-178,5.53510629564264e-68,6.04852224745636e-258,0,7.48684384919394e-291,0.029215708442969,5.04503505517378e-08,0.0119756596965016,1.84254126131773e-207,1.47704423009336e-76,1.77939430061166e-12,4.02797493781276e-175,0.117563147843248,0.00304823286241151,0.0371107075579967,0.973681782470574,0
DEL,T,1,3,2.95623160502192e-188,0.981844966025572,1.1211623814787e-95,0,2.15306116774018e-299,0.163144814267563,7.49046990717114e-79,6.27034307135801e-73,0,1.1980605180374e-101,3.85703925506594e-63,0.000359659923536029,1.40022228257686e-19,0.00837495063286927,0.023675127935563,1.02913985201273e-217,0
