"","ID1","ID2","ID3","ID4","ID5","ID6","ID8","ID9","ID10","ID11","ID12","ID13","ID14"
"ID83A",0.00220856353437693,0.999052400170055,0.0301514324788895,0.00402539766981569,0.144136157955396,0.0237610566045516,0.0284050633220971,0.0143372279535874,0.00257492927949565,0.0163870686418212,0.00835781713758976,0.0152149993274778,0.0770786076736664
"ID83B",0.999860843071308,0.00456481279880372,0.0821889163161537,0.00350479826106498,0.00774253939004221,0.0382427218096757,0.0509082875264852,0.0145780552261697,0.00193502843955962,0.0590247976735599,0.00315108719745893,0.0222796448943503,0.451573742669932
"ID83C",0.502140358033361,0.127800103082115,0.139870313245629,0.0622627479038498,0.350543631321714,0.0840016946625901,0.0490779681610924,0.279557125207993,0.0507650551081442,0.0544222169581434,0.204193483108829,0.092509552712591,0.260394619209282
"ID83D",0.0141163050658883,0.119567284043591,0.185969537498182,0.158452253447828,0.858509328879341,0.0833027661337284,0.105421192057028,0.474707435659945,0.113268003958449,0.0783624727814971,0.243892970469261,0.167275176506476,0.0704899702776449
"ID83E",0.0203229433725086,0.00300461591817014,0.066893566946493,0.0268584531211895,0.150321225656748,0.348887383288422,0.987224288109838,0.0755131328927393,0.0419709761431095,0.00734016469280263,0.0351577445543502,0.0839071505476136,0.0339180235185399
"ID83F",0.0144950978767586,0.00610904717270233,0.0408890654564106,0.0201824929144853,0.0988377197920269,0.995595087124121,0.430368743465718,0.0680742366755743,0.0599316221680988,0.00464512494621561,0.0268138218510359,0.0395846884483305,0.0255069067973641
"ID83G",0.020302780143045,0.00780982327459145,0.980715618891138,0.0565961022556964,0.287541009615241,0.0554294625470245,0.0921460122378048,0.416399704687655,0.163961910202759,0.176554443805566,0.104761457807013,0.0926832924642798,0.0282698006583729
"ID83H",0.0267004400077085,0.0385578187587949,0.551170281904434,0.0352582920877462,0.459286693810333,0.108632381163345,0.135245913568913,0.991940620385291,0.124343213484798,0.0143095591179553,0.24921800689269,0.210844476861723,0.0612378407426024
"ID83I",0.0341388510213767,0.00986125542250327,0.103225638066614,0.0532025438532123,0.63448776338231,0.0265826196420671,0.0811550550629849,0.209169397502626,0.056635464986065,0.0336340078022196,0.13061712287063,0.984362398886665,0.035167777586099
"ID83J",0.052022113273628,0.0115247881473881,0.0555052239438444,0.996506277121536,0.213363084895109,0.0267974629937482,0.0454252717659013,0.0449852757989696,0.100201387032974,0.0136776293360323,0.0324614239855308,0.037892459367141,0.0429996459295477
"ID83K",0.0952552889935929,0.00949406283634646,0.193532479348457,0.00997921419582526,0.138692350461724,0.0114570223767027,0.0214610163606288,0.0289054078556846,0.127911348217089,0.997445883814259,0.0281196614366215,0.0244359092155925,0.0608328982448545
"ID83L",0.192016830892817,0.0320630254730164,0.046397477961159,0.0298734707585177,0.0646093067386886,0.0231368719970195,0.0288501262465578,0.0440564624345416,0.0730377523079483,0.0482898595491891,0.0217007804953163,0.0298819130971085,0.960151813804162
