"","ID1","ID2","ID3","ID4","ID5","ID6","ID8","ID9","ID11","ID13","ID14"
"hdp.1",0.00951357888357629,0.141469667671875,0.359674665116634,0.216927684143287,0.993286225590272,0.129712692920835,0.199265718172871,0.528964084723412,0.137560116965323,0.612890991347485,0.0680794010279859
"hdp.2",0.041616314030024,0.0149617216481923,0.0745105382219043,0.0262248839603577,0.121979371336352,0.998602897222258,0.450716030244563,0.106122532840157,0.0116118543141545,0.0517664014839022,0.0432038782339645
"hdp.3",0.0219076559892291,0.0968458226390829,0.123685320262979,0.0609115318279924,0.358485869274235,0.0756655106601116,0.0364176912356571,0.335204110363998,0.0284378963927748,0.0946723219747104,0.0470495930244601
"hdp.4",0.0199822929226341,0.999828239817989,0.0359504408812015,0.0065680242628372,0.158195028095849,0.0272431321262947,0.0304585286020372,0.0272796421745125,0.0181959056091664,0.0190220460882731,0.0861863070484339
"hdp.5",0.0535938944643891,0.0185616378379372,0.136497250635597,0.0385687776058242,0.57671291927577,0.049791938079385,0.086864714329639,0.254606002460122,0.0271773907423432,0.997632811331551,0.0492438461615066
"hdp.6",0.999970645654868,0.00581413169077194,0.0840276273270919,0.0057703692294957,0.0111309059918644,0.0389680842891971,0.0514226727055594,0.0173024922327948,0.0593619526675299,0.0231830359431653,0.451964808590165
"hdp.7",0.0958869921267638,0.0363495117979222,0.974492717735265,0.073038492348747,0.33583574539251,0.0787704820307116,0.108333856687084,0.543553480364785,0.187573327093314,0.136811130005922,0.0779518979219076
"hdp.8",0.244327193332292,0.0905846461014091,0.0547898224757192,0.0175434034754373,0.0661917063739812,0.0348414749592805,0.0487347838623899,0.0486713615164841,0.0352692862715436,0.0335170493276886,0.975214048288741
"hdp.9",0.0125668410663879,0.0470783611809803,0.0963911629643965,0.0705555544053009,0.517007061238801,0.0783527686860442,0.0498432974608187,0.355089214783871,0.0102157405834359,0.142159481441594,0.0492434509228453
"hdp.10",0.0163319495963237,0.0153865271859602,0.0764311329665062,0.990162281957433,0.240197568666747,0.0354185298046564,0.0594636893555019,0.080509163720899,0.00939805324926046,0.053123239183156,0.0285272974225784
"hdp.11",0.0284058284027354,0.0244353160545075,0.0931300621080908,0.0418678025162188,0.173648429090116,0.454602554751669,0.985275142599083,0.113789588192491,0.016328319179877,0.0943643723396029,0.0470933453613736
"hdp.12",0.0148439746797193,0.0407156414492952,0.571413177321594,0.0560530824942962,0.538625541379082,0.112266159617998,0.144523939334194,0.999544112849009,0.0315598530081758,0.293964659748053,0.0589812139793848
"hdp.13",0.04128545723231,0.0353900630072544,0.236098387929979,0.0634904086673224,0.271495791721423,0.0852863259043863,0.178094948252163,0.102574450697213,0.974444280955431,0.0787647198515112,0.0505003635804929
"hdp.14",0.00839146691067649,0.149624546491036,0.358787883181894,0.203122825063707,0.933218576597872,0.117146790333087,0.19618474542467,0.524323218997804,0.12113496921539,0.468773673928225,0.072848895352374
"hdp.15",0.0414329272003192,0.0357151135883964,0.106255856633306,0.0452458840977357,0.196709222101576,0.4177957833704,0.952585169137321,0.12561286581783,0.0221363435569035,0.0977356859176751,0.0548224771065418
"hdp.16",0.0426354187402865,0.0446303617576532,0.933254956991946,0.0590082541670562,0.314386282532593,0.0539867707105204,0.102913352355171,0.428429890332072,0.160238526550637,0.138787747238998,0.0472037931767924
