Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID5 0.993),hdp.2 (ID6 0.999),hdp.3 (False Positive) (ID5 0.358),hdp.4 (ID2 1),hdp.5 (ID13 0.998),hdp.6 (ID1 1),hdp.7 (ID3 0.974),hdp.8 (ID14 0.975),hdp.9 (False Positive) (ID5 0.517),hdp.10 (ID4 0.99),hdp.11 (ID8 0.985),hdp.12 (ID9 1),hdp.13 (ID11 0.974),hdp.14 (False Positive) (ID5 0.933),hdp.15 (False Positive) (ID8 0.953),hdp.16 (False Positive) (ID3 0.933)
DEL,C,1,0,0.0224790290991246,0.0298401328671318,0.022706434979744,0.00389280538554778,0.0473782669655929,0.000468036156893594,0.136440315032994,0.0107387661645534,0.00728296373289483,0.0121958589038193,0.0340762811198333,0.334799918720496,0.00783411533048587,0.0195663861762613,0.0351062643442452,0.0661171846786473
DEL,C,1,1,0.0282504495493586,0.00614571990979729,0.00442613225327548,3.32557997366534e-05,0.014450223818264,0.000548394106933443,0.152314143353149,0.00256206031685731,0.0022246881647061,0.00225677904539108,0.0196858300558164,0.0978086610300112,0.00994833456363098,0.0290706994060074,0.0229205913170387,0.322419107447078
DEL,C,1,2,0.0277413237330422,0.00807394160525403,0.00882869836110401,1.8342867397671e-06,0.00703466323539291,4.30847923206572e-06,0.217904013997306,0.000367525396997193,0.000506740868849939,0.00333989639764601,0.00272854847317655,0.00243309373440683,0.00284992522732432,0.0268965269301504,0.00245041361217527,0.135853787521124
DEL,C,1,3,0.0130371700813936,0.000921588850736011,0.013279573386204,0.00213125217107801,0.00467238352117813,0.00184136532751508,0.0703520689965661,0.000889383851625766,0.00299599490578118,0.00133381829787529,0.00565863833958786,0.0110482399979043,0.00231006162997523,0.015267646952955,0.00613691975066697,0.054580451167958
DEL,C,1,4,0.00255715257867479,0.0026288874184507,0.0112416228824381,0.00317855035334474,0.00403061681016787,0.000797882041440271,0.0428143904448429,0.00201327835007381,0.00838825542597573,0.0022715672822091,0.00111292328977789,0.0131120670076706,0.00306936761538558,0.00359437132296933,0.00194313380969647,0.0397465623205803
DEL,C,1,5+,0.00208806746527291,0.00189519370597073,0.0318326517248788,0.0128201804998008,0.00134196555523405,0.00276800635572967,0.0256066805816453,0.00405428625000299,0.00266919123789061,0.00219305518855708,0.000624573718075,0.000750525626736466,0.000750960993188301,0.00317726164586113,0.000916339231581594,0.0217782695128021
DEL,T,1,0,0.0828394384659955,0.00330697182027161,0.0319502807447346,0.00596105386318036,0.0396941057480821,0.00143704106675575,0.0280566832858442,0.019398649922058,0.0288180144021942,0.00709290891272917,0.0290517468939023,0.106452639549944,0.0186446553735668,0.182279168700752,0.0383501631240241,0.0352503184829141
DEL,T,1,1,0.110686910565362,0.000945343792066268,0.00756943919398269,1.66338067599318e-06,0.519325848215047,4.95956347869852e-06,0.0081802182966939,0.000624104800169449,0.000547545293463728,0.00321749012834778,0.0109808537151369,0.0390180802669607,0.00894898862999225,0.0777855928912039,0.00819757611034248,0.0203493658131322
DEL,T,1,2,0.12989508025033,0.00971092800978457,0.0224943060528249,0.00632747095081281,0.018749471781247,0.000360515726964511,0.0112190500795003,0.00777246404372364,0.105752952483689,0.00530486319906264,0.00907416949428839,0.0849607621299721,0.0245794239822758,0.0882747996299086,0.00834545030144079,0.00913821407759015
DEL,T,1,3,0.0865253106859331,0.021396113327921,0.0610861048123313,0.0158709947159783,0.053871965023404,0.00196707271073344,0.0161148329592334,0.0155592885292367,0.583428549795282,0.00678093089127561,0.0106010863607158,0.10387302740831,0.00542596692685307,0.074447188534947,0.00817074169651736,0.00988164087033353
