"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.99942152946823
"hdp.2","SBS2",0.982999644436043
"hdp.3","SBS13",0.999497059584857
"hdp.4","SBS17a",0.995909104459706
"hdp.6","SBS17b",0.995770191035071
"hdp.8","SBS7c",0.994861619358864
"hdp.9","SBS5",0.995277315696273
"hdp.12","SBS7d",0.990144749074709
"hdp.13","SBS34",0.989230435060334
"hdp.14","SBS3",0.98665841373981
"hdp.15","SBS44",0.98990201284907
"hdp.16","SBS36",0.996793304027212
"hdp.18","SBS16",0.946740370455672
"hdp.19","SBS22",0.988809956151562
"hdp.20","SBS18",0.997096939072884
"hdp.21","SBS26",0.990195452725398
"hdp.22","SBS40",0.994279902761699
"hdp.23","SBS38",0.992433425064655
"hdp.24","SBS9",0.994130113991615
"hdp.25","SBS37",0.994503206064227
"hdp.26","SBS4",0.990184414780501
"hdp.28","SBS28",0.981669383181771
"hdp.30","SBS41",0.990832682822097
"hdp.31","SBS12",0.996097093003137
"hdp.32","SBS8",0.988841301533805
