"ex.sig","ref.sig","sim"
"signeR.12","SBS1",0.998780153234263
"signeR.15","SBS2",0.994903103951583
"signeR.11","SBS3",0.964028554699288
"signeR.3","SBS4",0.995772390439141
"signeR.2","SBS7a",0.988846281496188
"signeR.7","SBS7b",0.942507963930379
"signeR.16","SBS7c",0.99623095752635
"signeR.24","SBS7d",0.962379456253281
"signeR.5","SBS12",0.928616273624998
"signeR.20","SBS13",0.998933648714514
"signeR.18","SBS17a",0.99839087693896
"signeR.10","SBS17b",0.999469768176837
"signeR.14","SBS18",0.992448757944196
"signeR.26","SBS28",0.970914117386489
"signeR.1","SBS40",0.98407207326155
"signeR.8","SBS44",0.949759307913654
