"ex.sig","ref.sig","sim"
"signeR.11","SBS1",0.998710848252703
"signeR.16","SBS2",0.992505752687931
"signeR.8","SBS3",0.991979807092428
"signeR.3","SBS4",0.996959232638927
"signeR.1","SBS5",0.957516330621437
"signeR.4","SBS7a",0.976735207052928
"signeR.7","SBS7b",0.912495965694366
"signeR.21","SBS7c",0.983780943156728
"signeR.26","SBS7d",0.968768140413029
"signeR.20","SBS12",0.965220090555189
"signeR.22","SBS13",0.998994304019355
"signeR.19","SBS17a",0.998294286797149
"signeR.10","SBS17b",0.999244040842085
"signeR.14","SBS18",0.995285325767132
"signeR.31","SBS28",0.978708573075138
"signeR.2","SBS40",0.983437125318193
"signeR.13","SBS44",0.977142639740004
