MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	0.00277324	0.00000834	0.00731112	0.03876425	0.10759645	0.02732870	0.32541967	0.00649362	0.01063674
1:Del:C:1	0.00000358	0.00028243	0.00825488	0.02037921	0.22106304	0.00309879	0.09012267	0.00005244	0.00319439
1:Del:C:2	0.00000000	0.00000000	0.00900742	0.00124756	0.19363602	0.00396291	0.00084434	0.00000000	0.00062213
1:Del:C:3	0.00251329	0.00153350	0.00762335	0.00539867	0.07078729	0.00005320	0.01189021	0.00056990	0.00120871
1:Del:C:4	0.00368482	0.00082915	0.00019014	0.00081544	0.04273054	0.00176574	0.01042987	0.00169062	0.00229427
1:Del:C:5	0.01483333	0.00308341	0.00008878	0.00205656	0.02339123	0.00073114	0.00206696	0.00314126	0.00262214
1:Del:T:0	0.00751296	0.00147115	0.10817176	0.04243182	0.03512402	0.00447199	0.09875604	0.01592260	0.00821073
1:Del:T:1	0.00000000	0.00000000	0.19040739	0.03585634	0.00413102	0.00006365	0.01322565	0.00000000	0.03136292
1:Del:T:2	0.00683477	0.00109898	0.11974793	0.01311434	0.01708189	0.01152231	0.08513521	0.00920705	0.00182437
1:Del:T:3	0.02023557	0.00218788	0.09846835	0.01456864	0.01326664	0.02146562	0.10957620	0.01814869	0.00378520
1:Del:T:4	0.04740890	0.00366732	0.05053734	0.00823658	0.01088838	0.01699189	0.08921183	0.01332634	0.00187666
1:Del:T:5	0.81890199	0.00091009	0.00435730	0.00915482	0.00084776	0.00010721	0.01522593	0.05043138	0.00249073
1:Ins:C:0	0.00000000	0.00000000	0.00000016	0.00000013	0.00000012	0.00000170	0.00000187	0.45290132	0.00000561
1:Ins:C:1	0.00023731	0.00000000	0.00660952	0.00229836	0.00472931	0.00128090	0.00140517	0.01077176	0.00011102
1:Ins:C:2	0.00001449	0.00000004	0.00605414	0.00149070	0.00440378	0.00013862	0.00116629	0.00050768	0.00009639
1:Ins:C:3	0.00046893	0.00066892	0.00089213	0.00058595	0.00798907	0.00004034	0.00070853	0.00182829	0.00005387
1:Ins:C:4	0.00287188	0.00159710	0.00000000	0.00119795	0.00747774	0.00010921	0.00102643	0.00117592	0.00013756
1:Ins:C:5	0.00855941	0.02207579	0.00000000	0.00605287	0.00600357	0.00000376	0.00779068	0.00151437	0.00205921
1:Ins:T:0	0.00124617	0.00209316	0.01244959	0.00666249	0.01501084	0.00520183	0.01107995	0.03173685	0.00430354
1:Ins:T:1	0.00000024	0.00000008	0.01656198	0.00577786	0.05855637	0.00028553	0.00814739	0.00280114	0.00074593
1:Ins:T:2	0.00067865	0.00012674	0.03048949	0.00187641	0.05171126	0.00000000	0.00394530	0.00156733	0.00043371
1:Ins:T:3	0.00115523	0.00357570	0.02111664	0.00414395	0.03047125	0.00007130	0.00425833	0.00043928	0.00034024
1:Ins:T:4	0.00301275	0.01514392	0.01473216	0.01190288	0.00699240	0.00082109	0.00789982	0.00508298	0.00131796
1:Ins:T:5	0.00216911	0.90712623	0.00036974	0.03534849	0.00173134	0.00364510	0.03731453	0.24523289	0.00908414
2:Del:R:0	0.00012740	0.00018487	0.02890979	0.00973265	0.00644143	0.00143903	0.01314806	0.00118973	0.06721664
2:Del:R:1	0.00350398	0.00007210	0.01428308	0.00564895	0.01010395	0.00056498	0.00268056	0.00730512	0.22479686
2:Del:R:2	0.00175066	0.00011901	0.00202323	0.00032839	0.01203694	0.00117164	0.00051041	0.00221664	0.05030981
2:Del:R:3	0.00075058	0.00021388	0.00000000	0.00032556	0.00616286	0.00021186	0.00012321	0.00049585	0.00907718
2:Del:R:4	0.00094683	0.00001031	0.00037606	0.00013844	0.00328525	0.00014560	0.00011285	0.00001954	0.00281180
2:Del:R:5	0.00000000	0.00000000	0.02140966	0.00240315	0.00030728	0.00002281	0.00174856	0.00000002	0.00191374
