MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
3:Del:R:0	0.00000082	0.00010940	0.01839015	0.01168947	0.00096168	0.00215534	0.00317426	0.00108850	0.00449934
3:Del:R:1	0.00492050	0.00366016	0.00226931	0.00331914	0.00007027	0.00473353	0.00270272	0.00503582	0.08665374
3:Del:R:2	0.00236500	0.00051596	0.00008625	0.00056644	0.00003242	0.00024988	0.00167237	0.00133101	0.01840073
3:Del:R:3	0.00046770	0.00037537	0.00037820	0.00025752	0.00001944	0.00009090	0.00049133	0.00037336	0.00365878
3:Del:R:4	0.00000000	0.00000002	0.00628451	0.00033329	0.00000424	0.00000246	0.00053858	0.00001604	0.00030330
3:Del:R:5	0.00000000	0.00000002	0.00923098	0.00050981	0.00005141	0.00000508	0.00075452	0.00000002	0.00047166
4:Del:R:0	0.00000240	0.00005017	0.01184188	0.00644294	0.00058398	0.00249875	0.00178609	0.00031615	0.00737993
4:Del:R:1	0.00221875	0.00048601	0.00021113	0.00077471	0.00035169	0.00246474	0.00367452	0.00113110	0.05900734
4:Del:R:2	0.00053846	0.00000117	0.00000000	0.00004050	0.00000656	0.00020531	0.00002673	0.00068550	0.01210269
4:Del:R:3	0.00000405	0.00000000	0.00389593	0.00018095	0.00001900	0.00003977	0.00031400	0.00003178	0.00465841
4:Del:R:4	0.00000000	0.00000001	0.00450016	0.00021799	0.00005131	0.00013751	0.00042242	0.00000000	0.00080886
4:Del:R:5	0.00023512	0.00002731	0.00170708	0.00012835	0.00015978	0.00000010	0.00015571	0.00002523	0.00066381
5:Del:R:0	0.00000000	0.00000000	0.01867639	0.24010814	0.00241827	0.03357477	0.00078263	0.00243057	0.00383183
5:Del:R:1	0.00306693	0.00001598	0.00014340	0.00009917	0.00000000	0.00693822	0.00007459	0.00023231	0.01392816
5:Del:R:2	0.00044265	0.00008942	0.00039524	0.00040269	0.00003249	0.00032601	0.00019639	0.00003872	0.00227762
5:Del:R:3	0.00015979	0.00000166	0.00015351	0.00001079	0.00001349	0.00016510	0.00002255	0.00016877	0.00140958
5:Del:R:4	0.00005057	0.00001506	0.00009466	0.00012166	0.00004826	0.00004233	0.00001394	0.00000142	0.00013749
5:Del:R:5	0.00001730	0.00001030	0.00063326	0.00006450	0.00002168	0.00000000	0.00006012	0.00017943	0.00000909
2:Ins:R:0	0.00030499	0.00044803	0.00889099	0.00232205	0.00230471	0.00201264	0.00126446	0.02414119	0.00137691
2:Ins:R:1	0.00026466	0.00000914	0.01949156	0.00204702	0.00341499	0.00026263	0.00209577	0.00004627	0.00036284
2:Ins:R:2	0.00105344	0.00027924	0.00747681	0.00063728	0.00122312	0.00055351	0.00148363	0.00132439	0.00023279
2:Ins:R:3	0.00039721	0.00048247	0.00109535	0.00040959	0.00095470	0.00048192	0.00027979	0.00075328	0.00023834
2:Ins:R:4	0.00186657	0.00266905	0.00003517	0.00197975	0.00011761	0.00005367	0.00089217	0.00258562	0.00027572
2:Ins:R:5	0.01419995	0.01500202	0.00044723	0.01458961	0.00000558	0.00051726	0.00448525	0.00186348	0.00046160
3:Ins:R:0	0.00004932	0.00000000	0.00428081	0.00064840	0.00015318	0.00100318	0.00042751	0.00643126	0.00004983
3:Ins:R:1	0.00127866	0.00027800	0.00637753	0.00134545	0.00023457	0.00018954	0.00072645	0.00233421	0.00072007
3:Ins:R:2	0.00022966	0.00001215	0.00139863	0.00021914	0.00012389	0.00055409	0.00016970	0.00015116	0.00039512
3:Ins:R:3	0.00000100	0.00009740	0.00002088	0.00003588	0.00000000	0.00019551	0.00001723	0.00028367	0.00010582
3:Ins:R:4	0.00011564	0.00009047	0.00000007	0.00011993	0.00001185	0.00020263	0.00003969	0.00041737	0.00008671
3:Ins:R:5	0.00187914	0.00090472	0.00000846	0.00047309	0.00004861	0.00004000	0.00032326	0.00269004	0.00007275
4:Ins:R:0	0.00001125	0.00000022	0.00278010	0.00067061	0.00003852	0.00177117	0.00021544	0.00515186	0.00006686
4:Ins:R:1	0.00115696	0.00081069	0.00398079	0.00143500	0.00022335	0.00056243	0.00108386	0.00173111	0.00116742
4:Ins:R:2	0.00001658	0.00005017	0.00021928	0.00002016	0.00015487	0.00056413	0.00003548	0.00007496	0.00001431
4:Ins:R:3	0.00009757	0.00015270	0.00000000	0.00004988	0.00001854	0.00027698	0.00004451	0.00092221	0.00000787
4:Ins:R:4	0.00029151	0.00027941	0.00003010	0.00011082	0.00000000	0.00010241	0.00007913	0.00188725	0.00003203
4:Ins:R:5	0.00216214	0.00088164	0.00058173	0.00168335	0.00001926	0.00009024	0.00060686	0.00023310	0.00000757
5:Ins:R:0	0.00000000	0.00000142	0.00525017	0.00031264	0.00003713	0.00824862	0.00036089	0.00333321	0.00010895
5:Ins:R:1	0.00012986	0.00126553	0.00667503	0.00982677	0.00040661	0.00525377	0.00160167	0.02771861	0.00172635
5:Ins:R:2	0.00000347	0.00025879	0.00023361	0.00003261	0.00001697	0.00158651	0.00002759	0.00052844	0.00018542
5:Ins:R:3	0.00008736	0.00025756	0.00017652	0.00024460	0.00001553	0.00001060	0.00015018	0.00012011	0.00000718
5:Ins:R:4	0.00000295	0.00028293	0.00011535	0.00007840	0.00003314	0.00001445	0.00006525	0.00019556	0.00008359
5:Ins:R:5	0.00010006	0.00017394	0.00042337	0.00018080	0.00000720	0.00007406	0.00006496	0.00000095	0.00050114
2:Del:M:1	0.00010333	0.00030007	0.02200129	0.00200129	0.00703445	0.00003655	0.00195623	0.00315544	0.18430125
3:Del:M:1	0.00000150	0.00001374	0.01434424	0.00987212	0.00020360	0.00158485	0.00208803	0.00148614	0.00589199
3:Del:M:2	0.00292639	0.00104176	0.00635766	0.00424140	0.00028026	0.00387353	0.00098907	0.00403905	0.04820830
4:Del:M:1	0.00011895	0.00006422	0.00896806	0.00628368	0.00013505	0.00256204	0.00158345	0.00006172	0.00914550
4:Del:M:2	0.00053332	0.00006588	0.00446812	0.00054538	0.00020643	0.00748428	0.00294669	0.00108593	0.03041038
4:Del:M:3	0.00066406	0.00000531	0.00174597	0.00007008	0.00000169	0.00473231	0.00114114	0.00224846	0.04368422
5:Del:M:1	0.00048710	0.00000000	0.00635511	0.27568896	0.00096230	0.09065974	0.00000001	0.00143044	0.00036979
5:Del:M:2	0.00000313	0.00000000	0.00217607	0.08976555	0.00134466	0.26588390	0.00018154	0.00144635	0.00006888
5:Del:M:3	0.00000000	0.00000000	0.00311368	0.01721469	0.00110264	0.21650097	0.00037939	0.00044585	0.00065925
5:Del:M:4	0.00045240	0.00000000	0.00027501	0.00066147	0.00035956	0.12119425	0.00012065	0.00000000	0.00268406
5:Del:M:5	0.00232378	0.00038328	0.00087006	0.00097509	0.00000043	0.10051739	0.00023711	0.00082509	0.00114260
