Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (False Positive) (ID5 0.332),hdp.2 (ID2 0.999),hdp.3 (ID5 0.999),hdp.4 (ID6 0.999),hdp.5 (ID1 1),hdp.6 (ID8 0.999),hdp.7 (ID3 0.999),hdp.8 (ID11 0.999),hdp.9 (ID13 0.999),hdp.10 (ID4 0.998),hdp.11 (ID9 0.998),hdp.12 (ID14 0.915),hdp.13 (False Positive) (ID5 0.521),hdp.14 (ID10 0.987),hdp.15 (ID12 0.993)
DEL,C,1,0,0.0248696851293356,0.00254964585288944,0.0194801204781088,0.0285013068422121,0.000370720467823984,0.0386883965111535,0.121886533326252,0.00312867434902025,0.0494098047808472,0.0086183363507692,0.328239217197888,0.0133120521289415,0.0461785016425778,0.0094972785662173,0.0472460474461806
DEL,C,1,1,0.000666406142242187,4.75706022691707e-05,0.0288171238675644,0.00579324407985048,0.000739323081130716,0.0220696952525609,0.212984686637527,0.0011944693793018,0.0152556476348877,0.0022876493108629,0.0946030953305959,0.00198138067779064,0.00266906087967507,0.0235611456043174,0.0124544803187884
DEL,C,1,2,9.24102744184124e-06,7.1805281263949e-07,0.027113123980082,0.00782533566267264,1.64631996138356e-06,0.00294579860532153,0.189077015839413,0.00020410636374599,0.00684569186805479,0.00144856501018793,0.00267199754487254,0.00117838608602447,6.87698703052541e-05,0.0171901527596802,0.00207711074728625
DEL,C,1,3,0.00630896427099534,0.00164027572037243,0.0145647695553522,0.000891420314448669,0.00180254600335688,0.00570494168154887,0.0616429764729994,0.000405404888902176,0.00605397444473563,0.00120186189063351,0.00952856856490079,0.000411550284437922,0.00497878501613322,0.00731836405645343,0.0054689924345731
DEL,C,1,4,0.0118797826863874,0.00227646046597673,0.00244384575294286,0.0027722028945245,0.000841790618868947,0.00100237337836222,0.0438645408030403,0.000264208952767368,0.00319536704820398,0.00167497059794832,0.011499122144439,0.00267348983532109,0.0197780757338208,0.00421721587946547,0.00290962219090853
DEL,C,1,5+,0.0215886454094938,0.00982793345923873,0.00220200891563736,0.00166360526055473,0.00305983407629085,0.000511706125973316,0.0234022141730657,0.000818169530936215,0.00144474771932532,0.00233181221498067,0.00136899469852781,0.00496989840658704,0.00700123357897641,0.00735391011560325,0.0341468368013101
DEL,T,1,0,0.0258643732099981,0.00557156926423116,0.105595530770315,0.00401493546301942,0.000822228578414413,0.0362500317831209,0.0345472166944019,0.000789485047721443,0.0506858408869504,0.00515380003298077,0.0967491080123797,0.0237597389397003,0.124870907927584,0.0337171063936756,0.022498572507344
DEL,T,1,1,2.18249379400675e-06,2.80505903612113e-07,0.0999460020329724,0.000322416125692216,1.46969705214064e-06,0.00960177711700331,0.0107375324924409,0.00101288757093921,0.521109377029641,0.000759765114264444,0.0452466595809876,0.000501279344122704,3.98795764785321e-05,0.00119167672332106,0.00390028504385538
DEL,T,1,2,0.0238400651232099,0.00401358223755993,0.116584698080234,0.0120216050118063,0.000862944858136528,0.00830469323349071,0.0147042593757749,0.000690851986421491,0.0215446366296365,0.00132787845324541,0.078016063928547,0.0120420531182561,0.0142775283541777,0.0025194496841605,0.0225626817992887
DEL,T,1,3,0.0529267190672404,0.0110266151599594,0.0842240542052228,0.020162458043721,0.00254717684596939,0.0088134030166616,0.0130095803493959,0.00170580523597082,0.0606433257422197,0.000983299025500922,0.112161948019629,0.0205751964971072,0.533383630481586,0.00789966977514663,0.0160655915351485
DEL,T,1,4,0.445838377243836,0.03081980399471,0.0523852969274856,0.0173729839837698,0.00466805696226881,0.000872146144241438,0.0132564565351213,0.00118294116095071,0.0173156109782901,0.00126933541138289,0.0873892452486153,0.020165495825555,0.0457990696886548,0.00935371962014813,0.0385435520715599
DEL,T,1,5+,0.0163690461606877,0.854500133713014,0.0267199282591559,0.0050727682505285,0.00354825151373206,0.00846680963124206,0.00751992910636701,0.00696955015321089,0.0084296084881576,0.00555594352195462,0.00193562200691201,0.0505183625742478,0.0281517994045235,0.0030051149011633,0.00583705251846836
INS,C,1,0,1.63536725060561e-06,2.59884357446472e-07,0.000440323523531835,0.0021173744858348,1.49691966567532e-06,0.00298983771844709,0.00243964477082787,0.000349681043760931,0.0019729623277694,0.000181731438200869,7.16700212150131e-05,0.582490011662266,5.1691683954521e-05,0.000449529996651601,0.00133401888344499
INS,C,1,1,0.0011781197698122,0.000147841152037418,0.00124391948774911,0.00162678842766279,2.0907615352106e-05,0.00203552119939171,0.00150150757502318,0.165127997919676,0.0016234674945171,7.71219187672328e-05,0.000246830702769934,0.0200254276102334,0.000935368975130358,0.0019615140264553,0.00258180091791472
INS,C,1,2,8.18344987058563e-05,8.08034136196872e-06,0.00310029269623787,0.000293760312921767,5.1470184304515e-06,0.00133845411372298,0.0016021292944133,0.0929634167204908,0.00173413904036725,0.000111310097989435,0.00067198207605208,0.00118498532212293,0.000267454637850293,0.00117380550021259,0.00399811612648021
INS,C,1,3,0.00267358495955626,0.000290296511411845,0.000500927502619575,0.000243252774055631,0.00079974529226462,9.80632077869432e-05,0.00648800920751022,0.0382687371924061,0.000185691855328701,0.000410029721852023,0.000201487109607892,0.00187599841275813,0.00296341274677796,0.00318461268051654,0.00149110938250097
INS,C,1,4,0.0157359606261766,0.00156755714255426,0.000131583124406702,0.000429579883962188,0.00190049361501215,0.000735383285842657,0.00634555106171345,0.0106096716828971,0.000153958437130517,9.43954881610784e-05,0.000199124271810591,0.00242081216387639,0.00538573588917596,0.00282424241234018,0.00387361072853087
INS,C,1,5+,0.0632002945440715,0.00680903427695585,0.00031881763338369,0.000426700951819388,0.0205967003735879,0.00110259816074163,0.00832267018411529,0.00199370146142309,0.00104783910511579,0.00034541700006396,0.000868391945964042,0.0014308696622898,0.00337286866428542,0.0134379814551693,0.0171430974715098
INS,T,1,0,0.00684344076772268,0.000752571298079795,0.0057412225472118,0.00672546949490662,0.00223634159081947,0.00414474123361293,0.0206078838652588,0.000918311650861525,0.0373264445181952,0.00159510753340826,0.0126989981584091,0.0365956070894749,0.0118355305559838,0.00797410047358741,0.00455372999000092
INS,T,1,1,6.83306941291644e-05,3.14690082063617e-06,0.0138351404486305,0.00120875097400331,2.20467520970398e-05,0.00505802685912865,0.0463867818199116,0.29608422912146,0.00514513152915534,0.00121029200164121,0.00944245579984864,0.00262908770870013,0.000158128646211071,0.0344912642122866,0.00246116026451524
INS,T,1,2,0.00453027992791662,0.000374782325105483,0.031482892223175,0.000330181474701336,0.000205322673640599,0.00119163161972081,0.0376906290572855,0.161220513257309,0.00451727162415198,0.000387795983916871,0.00226987362022741,0.00336515371567534,0.0030060899276587,0.00186312410582514,0.00223397390842753
INS,T,1,3,0.00500980327511993,0.000855445185862056,0.0190872342287741,0.000996054690515608,0.00358905302616084,0.000763052797972862,0.024624808820912,0.113498661755679,0.00838867592380744,0.000837082829158307,0.00182651449686018,0.000808486343605897,0.00689198072732156,0.00355048178657243,0.00136751333621042
INS,T,1,4,0.0135908457961295,0.00256960288294884,0.0107509612562664,0.00145467634864007,0.0163273717354468,0.00137047731533847,0.00736207548376133,0.0545878332296763,0.0150890540068963,0.000928954722798371,0.00155951382576519,0.00488885796051978,0.0106680335554546,0.00143087617108063,0.00215326894870991
INS,T,1,5+,0.0131552669314066,0.0297752326604399,0.00101559239672528,0.0126170439147576,0.896219521768487,0.0183502599385068,0.0215748382356033,0.0136109666407377,0.00875731443472383,0.00672927356591303,0.0299326663175771,0.0317142617541329,0.00488359332647378,0.0160393245463213,0.00922491790259556
DEL,repeats,2,0,0.000669147787338791,0.000101867133323303,0.0298307167630928,0.00155495106018048,0.000523075065258195,0.0082423655704969,0.00707005358748677,0.000270838915252542,0.0223323726043246,0.0691096475713231,0.0133293035366351,0.00106025062597123,0.00261457159131834,0.00138060108189635,0.00365582100625066
DEL,repeats,2,1,0.0141496363559504,0.00168357316814577,0.0254588703395848,0.00265658196965628,0.00153599416253831,0.00916640986515769,0.00866033508073277,0.0015721422236298,0.00564026738972683,0.219613093800703,0.00422535491090981,0.00791393408721804,0.00919316577060434,0.014785000348587,0.00496884902223857
DEL,repeats,2,2,0.00445680263685173,0.00130099418012749,0.00437313256646042,0.00202858151884367,0.000547900468408168,0.000674823566903277,0.0123837719042248,0.00114068751944073,0.00297777815350048,0.0499746987894143,0.00112901540777912,0.00447116513452309,0.00410289713329294,0.00504518375446903,0.00115858979260341
DEL,repeats,2,3,0.0018395356369882,0.000490283076421642,0.000191954213008765,0.000434522131721666,0.000399076060607688,0.000145061336681148,0.00749497746280092,9.48356760705716e-05,0.000163212123674703,0.0113771690403684,9.05808995027526e-05,0.000444968907379436,0.00145118871491,0.00129419077236088,0.000891770860053432
DEL,repeats,2,4,0.00423499994110874,0.000490674357041195,0.000817120397286327,0.000249233961913859,0.00012587477235454,0.000163388910266534,0.00273100019624491,0.000202114901133839,9.98725481934813e-05,0.00313863366501197,0.000450533483807129,0.000202772375620527,0.00170737979516709,0.00123822045822994,0.0100172663146213
DEL,repeats,2,5+,1.7556148425619e-06,2.39659379476325e-07,0.0226674649103459,7.85564941022684e-05,1.31025031572317e-06,0.000674903311020895,0.000317101707313263,0.00473519094904239,0.00128498073042493,0.00224776128884323,0.000121260999275664,0.000102927531881703,4.94426294350989e-05,0.000555579012899685,0.241235157202274
DEL,repeats,3,0,0.000117109129806235,1.02530063156769e-05,0.0181338666030301,0.00136432739893095,0.000101862158665817,0.0103223076367687,0.000828792398229298,0.000782162402588565,0.00505288554580525,0.00458149883240243,0.00301056603831588,0.00155216773203037,0.000415325401253268,0.00468304600268854,0.00642093206271647
DEL,repeats,3,1,0.0115761274547997,0.00390588079294454,0.00586546437603852,0.00498107935938361,0.00434696267076109,0.00169632196002707,0.000328008759231666,0.000773652301488193,0.0014971701263001,0.0977088372364203,0.00454401097717209,0.00546986475390815,0.00446848734517362,0.0297852409227443,0.00173383049609301
DEL,repeats,3,2,0.0120410286948212,0.00147264489005412,0.000920195418322606,0.000485257849020705,0.000640237629045437,0.000707323536541128,0.000144757470255239,0.000255340141010149,0.000443113416472889,0.0189509221780013,0.000909279668539479,0.00205504550704197,0.00199684956831318,0.00294482407155559,0.000943300787384868
DEL,repeats,3,3,0.00164057397133732,0.00031062909155237,0.000671299481566162,2.9260242874629e-05,0.000264096620340725,0.000261805028191022,4.99622441695861e-05,0.000286609814820819,5.52585073694524e-05,0.00444919503861317,0.000151274762437917,0.000681559513663701,0.000728675379296645,0.00350118863272378,0.00516686034594011
DEL,repeats,3,4,1.19045116036732e-06,1.56512247821273e-07,0.00607452659823826,1.27318710699709e-05,8.76632971563488e-07,1.50461879795597e-05,0.000137116125538727,0.00142930116620669,0.000215070946596684,0.000734746720306103,2.65635294236342e-05,3.17745225986445e-05,4.38474206306832e-05,0.000588572040176866,0.0730122235807768
DEL,repeats,3,5+,2.11635761843079e-06,1.87576756468232e-07,0.00868468762964073,0.000117689095345167,1.01144972430671e-06,5.80672910929692e-05,0.00012266139797871,0.00161804481837323,0.00122345916801722,0.000339195034262147,6.16831479644839e-05,1.16342933984976e-05,4.38474206306832e-05,0.000785941042638578,0.08467018762577
DEL,repeats,4,0,9.44424587224738e-05,1.05373457118454e-05,0.0116956825604656,0.00177313576320854,4.62470073719129e-05,0.00671365895897014,0.000315425276771633,0.000261821671499386,0.0022607901575681,0.00832509901845226,0.0022486939270997,0.000159009621355128,0.000459447096825344,0.00170935303226541,0.00224844775566327
DEL,repeats,4,1,0.0114862063055348,0.00123547688417128,0.00262572587886179,0.00252699603920837,0.000813145947855803,0.00149820872824614,0.00053475314593598,0.000602176238182293,8.7519149358955e-05,0.0657748479425526,0.00372829232708733,0.00107690855930627,0.00675740315607809,0.00450119157852979,0.00481819976409902
DEL,repeats,4,2,0.00307471890156326,0.000317153167125825,0.000109901230001554,0.000559003176590909,3.2649960068801e-05,0.000229457760054993,0.000123855918823357,0.000303605278355573,0.000204162868155601,0.0145299761694359,0.000684143741185246,0.000583153257724888,0.00238840447464573,0.000344855689873399,0.000736499064315033
DEL,repeats,4,3,8.19367091590192e-05,3.83190628365124e-06,0.00389301414345283,0.000227015693867445,3.39180801492919e-06,4.90986228859381e-05,6.06796082285384e-05,0.000299152318477472,0.000269411357364012,0.00431348656773306,7.30190462549945e-05,0.000140056797958164,0.000204078841392433,0.000398862133333072,0.0319895515494405
