"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.917293579630687
"SBS96B","SBS7b",0.960682039849242
"SBS96C","SBS2",0.971772920961155
"SBS96D","SBS4",0.969384851924786
"SBS96F","SBS3",0.922898462766273
"SBS96G","SBS40",0.907628558143613
"SBS96H","SBS1",0.998458303637017
"SBS96I","SBS44",0.993233653036067
"SBS96J","SBS17b",0.999293758198895
"SBS96L","SBS12",0.975956205901638
"SBS96N","SBS18",0.988035387958786
"SBS96O","SBS7c",0.99849287240725
"SBS96P","SBS17a",0.999501901006166
"SBS96Q","SBS7d",0.964787898478848
"SBS96R","SBS13",0.999092246513011
"SBS96S","SBS41",0.908305463439893
"SBS96T","SBS22",0.980378281866045
"SBS96U","SBS28",0.982665060453674
