Signature,NumberOfPostSamples
low confidence hdp.1,3097
low confidence hdp.2,2191
low confidence hdp.3,2000
low confidence hdp.4,1200
low confidence hdp.5,934
low confidence hdp.6,906
low confidence hdp.7,393
low confidence hdp.8,204
low confidence hdp.9,174
low confidence hdp.10,25
low confidence hdp.11,21
